NUMBER,MOVIE,WEEK_NUM,WEEKEND_PER_THEATER,WEEKEND_DATE
24,"Last Mimzy, The",11,1633,6/1/07
24,"Last Mimzy, The",12,531,6/8/07
25,"Lion King, The",1,16022,6/24/94
25,"Lion King, The",2,13363,7/1/94
25,"Lion King, The",3,9433,7/8/94
25,"Lion King, The",4,6435,7/15/94
25,"Lion King, The",5,5364,7/22/94
25,"Lion King, The",6,3860,7/29/94
25,"Lion King, The",7,3004,8/5/94
25,"Lion King, The",8,2706,8/12/94
25,"Lion King, The",9,2432,8/19/94
25,"Lion King, The",10,2242,8/26/94
25,"Lion King, The",11,2944,9/2/94
25,"Lion King, The",12,1569,9/9/94
25,"Lion King, The",13,1665,9/16/94
25,"Lion King, The",14,3784,11/18/94
25,"Lion King, The",15,4150,11/25/94
25,"Lion King, The",16,1996,12/2/94
25,"Lion King, The",17,1405,12/9/94
25,"Lion King, The",18,1204,12/16/94
25,"Lion King, The",19,1491,12/23/94
25,"Lion King, The",20,2670,12/30/94
25,"Lion King, The",21,949,1/6/95
25,"Lion King, The",22,2046,1/13/95
25,"Lion King, The",23,1233,1/20/95
25,"Lion King, The",24,1006,1/27/95
25,"Lion King, The",25,895,2/3/95
25,"Lion King, The",26,823,2/10/95
25,"Lion King, The",27,1064,2/17/95
25,"Lion King, The",28,794,2/24/95
25,"Lion King, The",29,547,3/3/95
25,"Lion King, The",30,339,3/10/95
25,"Lion King, The",31,327,3/17/95
25,"Lion King, The",32,221,3/24/95
26,Lord of the Rings: Return,1,19614,12/19/03
26,Lord of the Rings: Return,2,13664,12/26/03
26,Lord of the Rings: Return,3,7610,1/2/04
26,Lord of the Rings: Return,4,4023,1/9/04
26,Lord of the Rings: Return,5,3403,1/16/04
26,Lord of the Rings: Return,6,2653,1/23/04
26,Lord of the Rings: Return,7,2354,1/30/04
26,Lord of the Rings: Return,8,2286,2/6/04
26,Lord of the Rings: Return,9,2518,2/13/04
26,Lord of the Rings: Return,10,2026,2/20/04
26,Lord of the Rings: Return,11,1956,2/27/04
26,Lord of the Rings: Return,12,1596,3/5/04
26,Lord of the Rings: Return,13,1547,3/12/04
26,Lord of the Rings: Return,14,1323,3/19/04
26,Lord of the Rings: Return,15,1068,3/26/04
26,Lord of the Rings: Return,16,1074,4/2/04
26,Lord of the Rings: Return,17,856,4/9/04
26,Lord of the Rings: Return,18,771,4/16/04
26,Lord of the Rings: Return,19,727,4/23/04
26,Lord of the Rings: Return,20,700,4/30/04
26,Lord of the Rings: Return,21,546,5/7/04
26,Lord of the Rings: Return,22,605,5/14/04
26,Lord of the Rings: Return,23,535,5/21/04
26,Lord of the Rings: Return,24,415,5/28/04
27,Million Dollar Baby,1,22494,12/17/04
27,Million Dollar Baby,2,21066,12/24/04
27,Million Dollar Baby,3,30164,12/31/04
27,Million Dollar Baby,4,17619,1/7/05
27,Million Dollar Baby,5,14868,1/14/05
27,Million Dollar Baby,6,11239,1/21/05
27,Million Dollar Baby,7,6102,1/28/05
27,Million Dollar Baby,8,4205,2/4/05
27,Million Dollar Baby,9,3660,2/11/05
27,Million Dollar Baby,10,3235,2/18/05
27,Million Dollar Baby,11,3456,2/25/05
27,Million Dollar Baby,12,3462,3/4/05
27,Million Dollar Baby,13,2170,3/11/05
27,Million Dollar Baby,14,1820,3/18/05
27,Million Dollar Baby,15,1513,3/25/05
27,Million Dollar Baby,16,1044,4/1/05
27,Million Dollar Baby,17,819,4/8/05
27,Million Dollar Baby,18,696,4/15/05
27,Million Dollar Baby,19,680,4/22/05
27,Million Dollar Baby,20,744,4/29/05
27,Million Dollar Baby,21,668,5/6/05
27,Million Dollar Baby,22,546,5/13/05
27,Million Dollar Baby,23,731,5/20/05
27,Million Dollar Baby,24,659,5/27/05
27,Million Dollar Baby,25,455,6/3/05
28,Pirates 1: Curse of the Black Pearl,1,14265,7/11/03
28,Pirates 1: Curse of the Black Pearl,2,10132,7/18/03
28,Pirates 1: Curse of the Black Pearl,3,6773,7/25/03
28,Pirates 1: Curse of the Black Pearl,4,5559,8/1/03
28,Pirates 1: Curse of the Black Pearl,5,4108,8/8/03
28,Pirates 1: Curse of the Black Pearl,6,3383,8/15/03
28,Pirates 1: Curse of the Black Pearl,7,3026,8/22/03
28,Pirates 1: Curse of the Black Pearl,8,3579,8/29/03
28,Pirates 1: Curse of the Black Pearl,9,2393,9/5/03
28,Pirates 1: Curse of the Black Pearl,10,2221,9/12/03
28,Pirates 1: Curse of the Black Pearl,11,1994,9/19/03
28,Pirates 1: Curse of the Black Pearl,12,1645,9/26/03
28,Pirates 1: Curse of the Black Pearl,13,1345,10/3/03
28,Pirates 1: Curse of the Black Pearl,14,1276,10/10/03
28,Pirates 1: Curse of the Black Pearl,15,1326,10/17/03
28,Pirates 1: Curse of the Black Pearl,16,1272,10/24/03
28,Pirates 1: Curse of the Black Pearl,17,1309,10/31/03
28,Pirates 1: Curse of the Black Pearl,18,1408,11/7/03
28,Pirates 1: Curse of the Black Pearl,19,1422,11/14/03
28,Pirates 1: Curse of the Black Pearl,20,1125,11/21/03
28,Pirates 1: Curse of the Black Pearl,21,1258,11/28/03
28,Pirates 1: Curse of the Black Pearl,22,583,12/5/03
28,Pirates 1: Curse of the Black Pearl,23,398,12/12/03
28,Pirates 1: Curse of the Black Pearl,24,327,12/19/03
28,Pirates 1: Curse of the Black Pearl,25,325,12/26/03
28,Pirates 1: Curse of the Black Pearl,26,288,1/2/04
29,Pirates 2: Dead Man's Chest,1,32817,7/7/06
29,Pirates 2: Dead Man's Chest,2,15085,7/14/06
29,Pirates 2: Dead Man's Chest,3,8520,7/21/06
29,Pirates 2: Dead Man's Chest,4,5375,7/28/06
29,Pirates 2: Dead Man's Chest,5,3202,8/4/06
29,Pirates 2: Dead Man's Chest,6,2461,8/11/06
29,Pirates 2: Dead Man's Chest,7,2289,8/18/06
29,Pirates 2: Dead Man's Chest,8,2339,8/25/06
29,Pirates 2: Dead Man's Chest,9,2119,9/1/06
29,Pirates 2: Dead Man's Chest,10,1255,9/8/06
29,Pirates 2: Dead Man's Chest,11,1234,9/15/06
29,Pirates 2: Dead Man's Chest,12,1230,9/22/06
29,Pirates 2: Dead Man's Chest,13,958,9/29/06
29,Pirates 2: Dead Man's Chest,14,893,10/6/06
29,Pirates 2: Dead Man's Chest,15,880,10/13/06
29,Pirates 2: Dead Man's Chest,16,844,10/20/06
29,Pirates 2: Dead Man's Chest,17,732,10/27/06
29,Pirates 2: Dead Man's Chest,18,950,11/3/06
29,Pirates 2: Dead Man's Chest,19,1290,11/10/06
29,Pirates 2: Dead Man's Chest,20,965,11/17/06
29,Pirates 2: Dead Man's Chest,21,1065,11/24/06
29,Pirates 2: Dead Man's Chest,22,668,12/1/06
30,Pirates 3: At World's End,1,26303,5/25/07
30,Pirates 3: At World's End,2,10134,6/1/07
30,Pirates 3: At World's End,3,5283,6/8/07
30,Pirates 3: At World's End,4,3728,6/15/07
30,Pirates 3: At World's End,5,2570,6/22/07
30,Pirates 3: At World's End,6,2294,6/29/07
30,Pirates 3: At World's End,7,1610,7/6/07
30,Pirates 3: At World's End,8,1505,7/13/07
30,Pirates 3: At World's End,9,1412,7/20/07
30,Pirates 3: At World's End,10,1361,7/27/07
30,Pirates 3: At World's End,11,1056,8/3/07
30,Pirates 3: At World's End,12,982,8/10/07
30,Pirates 3: At World's End,13,815,8/17/07
30,Pirates 3: At World's End,14,950,8/24/07
30,Pirates 3: At World's End,15,972,8/31/07
30,Pirates 3: At World's End,16,686,9/7/07
30,Pirates 3: At World's End,17,581,9/14/07
30,Pirates 3: At World's End,18,557,9/21/07
30,Pirates 3: At World's End,19,486,9/28/07
31,Quinceanera,1,11925,8/4/06
31,Quinceanera,2,4980,8/11/06
31,Quinceanera,3,3548,8/18/06
31,Quinceanera,4,2260,8/25/06
31,Quinceanera,5,2212,9/1/06
31,Quinceanera,6,2962,9/8/06
31,Quinceanera,7,1033,9/15/06
31,Quinceanera,8,886,9/22/06
31,Quinceanera,9,703,9/29/06
31,Quinceanera,10,520,10/6/06
31,Quinceanera,11,400,10/13/06
31,Quinceanera,12,323,10/20/06
31,Quinceanera,13,355,10/27/06
31,Quinceanera,14,365,11/3/06
32,Raiders of the Lost Ark,1,7705,6/12/81
32,Raiders of the Lost Ark,2,7439,6/19/81
32,Raiders of the Lost Ark,3,6558,6/26/81
32,Raiders of the Lost Ark,4,6811,7/3/81
32,Raiders of the Lost Ark,5,5693,7/10/81
32,Raiders of the Lost Ark,6,5864,7/17/81
32,Raiders of the Lost Ark,7,5115,7/24/81
32,Raiders of the Lost Ark,8,4710,7/31/81
32,Raiders of the Lost Ark,9,4442,8/7/81
32,Raiders of the Lost Ark,10,3937,8/14/81
32,Raiders of the Lost Ark,11,3546,8/21/81
32,Raiders of the Lost Ark,12,3522,8/28/81
32,Raiders of the Lost Ark,13,4726,9/4/81
32,Raiders of the Lost Ark,14,2692,9/11/81
32,Raiders of the Lost Ark,15,3103,9/18/81
32,Raiders of the Lost Ark,16,3014,9/25/81
32,Raiders of the Lost Ark,17,3563,10/2/81
32,Raiders of the Lost Ark,18,4025,10/9/81
32,Raiders of the Lost Ark,19,3290,10/16/81
32,Raiders of the Lost Ark,20,2245,10/30/81
32,Raiders of the Lost Ark,21,2884,11/6/81
32,Raiders of the Lost Ark,22,2716,11/13/81
32,Raiders of the Lost Ark,23,2685,11/20/81
32,Raiders of the Lost Ark,24,3380,11/27/81
32,Raiders of the Lost Ark,25,2488,12/4/81
32,Raiders of the Lost Ark,26,2088,1/8/82
32,Raiders of the Lost Ark,27,2047,1/15/82
32,Raiders of the Lost Ark,28,2417,1/22/82
32,Raiders of the Lost Ark,29,2232,1/29/82
32,Raiders of the Lost Ark,30,1751,2/5/82
32,Raiders of the Lost Ark,31,2646,2/12/82
32,Raiders of the Lost Ark,32,2160,2/19/82
32,Raiders of the Lost Ark,33,2169,2/26/82
32,Raiders of the Lost Ark,34,2562,3/5/82
32,Raiders of the Lost Ark,35,1965,3/12/82
32,Raiders of the Lost Ark,36,3268,7/16/82
32,Raiders of the Lost Ark,37,2126,7/23/82
32,Raiders of the Lost Ark,38,1926,7/30/82
32,Raiders of the Lost Ark,39,1927,8/6/82
32,Raiders of the Lost Ark,40,1679,8/13/82
32,Raiders of the Lost Ark,41,1578,8/20/82
32,Raiders of the Lost Ark,42,1681,8/27/82
32,Raiders of the Lost Ark,43,2403,9/3/82
33,Return of the Jedi,1,22974,5/27/83
33,Return of the Jedi,2,17195,6/3/83
33,Return of the Jedi,3,11971,6/10/83
33,Return of the Jedi,4,11195,6/17/83
33,Return of the Jedi,5,8547,6/24/83
33,Return of the Jedi,6,9289,7/1/83
33,Return of the Jedi,7,5640,7/8/83
33,Return of the Jedi,8,5031,7/15/83
33,Return of the Jedi,9,4659,7/22/83
33,Return of the Jedi,10,3274,7/29/83
33,Return of the Jedi,11,2550,8/5/83
33,Return of the Jedi,12,2481,8/12/83
33,Return of the Jedi,13,2363,8/19/83
33,Return of the Jedi,14,2176,8/26/83
33,Return of the Jedi,15,3667,9/2/83
33,Return of the Jedi,16,2268,9/9/83
33,Return of the Jedi,17,2342,9/16/83
33,Return of the Jedi,18,2204,9/23/83
33,Return of the Jedi,19,2461,9/30/83
33,Return of the Jedi,20,2630,10/7/83
33,Return of the Jedi,21,2124,10/14/83
33,Return of the Jedi,22,2150,10/21/83
33,Return of the Jedi,23,1743,10/28/83
33,Return of the Jedi,24,2265,11/4/83
33,Return of the Jedi,25,2762,11/11/83
33,Return of the Jedi,26,2143,11/18/83
33,Return of the Jedi,27,3547,11/25/83
33,Return of the Jedi,28,2162,12/2/83
33,Return of the Jedi,29,1686,12/9/83
33,Return of the Jedi,30,1780,12/16/83
33,Return of the Jedi,31,1177,12/23/83
33,Return of the Jedi,32,2018,12/30/83
33,Return of the Jedi,33,1428,1/6/84
33,Return of the Jedi,34,1340,1/13/84
33,Return of the Jedi,35,1091,1/20/84
33,Return of the Jedi,36,1248,1/27/84
33,Return of the Jedi,37,1268,2/3/84
33,Return of the Jedi,38,1188,2/10/84
33,Return of the Jedi,39,1497,2/17/84
33,Return of the Jedi,40,1068,2/24/84
33,Return of the Jedi,41,1652,3/2/84
33,Return of the Jedi,42,1318,3/9/84
34,"Road Home, The",1,9402,5/25/01
34,"Road Home, The",2,6760,6/1/01
34,"Road Home, The",3,4512,6/8/01
34,"Road Home, The",4,3916,6/15/01
34,"Road Home, The",5,3486,6/22/01
34,"Road Home, The",6,2765,6/29/01
34,"Road Home, The",7,2697,7/6/01
34,"Road Home, The",8,1679,7/13/01
34,"Road Home, The",9,1680,7/20/01
34,"Road Home, The",10,1324,7/27/01
34,"Road Home, The",11,1073,8/3/01
34,"Road Home, The",12,967,8/10/01
34,"Road Home, The",13,1111,8/17/01
34,"Road Home, The",14,884,8/24/01
34,"Road Home, The",15,637,8/31/01
34,"Road Home, The",16,481,9/7/01
34,"Road Home, The",17,501,9/14/01
34,"Road Home, The",18,830,9/21/01
34,"Road Home, The",19,515,9/28/01
34,"Road Home, The",20,252,10/5/01
34,"Road Home, The",21,529,10/12/01
34,"Road Home, The",22,594,10/19/01
34,"Road Home, The",23,431,10/26/01
35,Run Lola Run,1,10304,6/18/99
35,Run Lola Run,2,11427,6/25/99
35,Run Lola Run,3,11067,7/2/99
35,Run Lola Run,4,6087,7/9/99
35,Run Lola Run,5,4068,7/16/99
35,Run Lola Run,6,3904,7/23/99
35,Run Lola Run,7,3094,7/30/99
35,Run Lola Run,8,2478,8/6/99
35,Run Lola Run,9,2213,8/13/99
35,Run Lola Run,10,2287,8/20/99
35,Run Lola Run,11,2199,8/27/99
35,Run Lola Run,12,2324,9/3/99
35,Run Lola Run,13,1240,9/10/99
35,Run Lola Run,14,1401,9/17/99
35,Run Lola Run,15,1081,9/24/99
35,Run Lola Run,16,1079,10/1/99
35,Run Lola Run,17,1112,10/8/99
35,Run Lola Run,18,1136,10/15/99
35,Run Lola Run,19,1076,10/22/99
35,Run Lola Run,20,909,10/29/99
35,Run Lola Run,21,1186,11/5/99
35,Run Lola Run,22,1358,11/12/99
35,Run Lola Run,23,1039,11/19/99
35,Run Lola Run,24,1530,11/26/99
35,Run Lola Run,25,948,12/3/99
35,Run Lola Run,26,898,12/10/99
35,Run Lola Run,27,1033,12/17/99
35,Run Lola Run,28,1175,12/31/99
35,Run Lola Run,29,497,1/7/00
35,Run Lola Run,30,1505,1/14/00
35,Run Lola Run,31,364,1/21/00
36,Shakespeare in Love,1,28002,12/11/98
36,Shakespeare in Love,2,17921,12/18/98
36,Shakespeare in Love,3,8847,12/25/98
36,Shakespeare in Love,4,10609,1/1/99
36,Shakespeare in Love,5,6684,1/8/99
36,Shakespeare in Love,6,7299,1/15/99
36,Shakespeare in Love,7,5541,1/22/99
36,Shakespeare in Love,8,5320,1/29/99
36,Shakespeare in Love,9,4158,2/5/99
36,Shakespeare in Love,10,4627,2/12/99
36,Shakespeare in Love,11,2871,2/19/99
36,Shakespeare in Love,12,2277,2/26/99
36,Shakespeare in Love,13,1921,3/5/99
36,Shakespeare in Love,14,2028,3/12/99
36,Shakespeare in Love,15,2350,3/19/99
36,Shakespeare in Love,16,2219,3/26/99
36,Shakespeare in Love,17,1795,4/2/99
36,Shakespeare in Love,18,1336,4/9/99
36,Shakespeare in Love,19,1213,4/16/99
36,Shakespeare in Love,20,1064,4/23/99
36,Shakespeare in Love,21,812,4/30/99
36,Shakespeare in Love,22,870,5/7/99
36,Shakespeare in Love,23,787,5/14/99
36,Shakespeare in Love,24,609,5/21/99
36,Shakespeare in Love,25,684,5/28/99
36,Shakespeare in Love,26,449,6/4/99
36,Shakespeare in Love,27,476,6/11/99
36,Shakespeare in Love,28,420,6/18/99
36,Shakespeare in Love,29,424,6/25/99
36,Shakespeare in Love,30,1266,7/2/99
36,Shakespeare in Love,31,894,7/9/99
36,Shakespeare in Love,32,614,7/16/99
36,Shakespeare in Love,33,392,7/23/99
37,Shrek,1,11806,5/18/01
37,Shrek,2,11725,5/25/01
37,Shrek,3,7695,6/1/01
37,Shrek,4,4447,6/8/01
37,Shrek,5,3974,6/15/01
37,Shrek,6,3461,6/22/01
37,Shrek,7,2850,6/29/01
37,Shrek,8,2851,7/6/01
37,Shrek,9,2040,7/13/01
37,Shrek,10,1467,7/20/01
37,Shrek,11,1246,7/27/01
37,Shrek,12,1062,8/3/01
37,Shrek,13,974,8/10/01
37,Shrek,14,960,8/17/01
37,Shrek,15,773,8/24/01
37,Shrek,16,708,8/31/01
37,Shrek,17,650,9/7/01
37,Shrek,18,738,9/14/01
37,Shrek,19,651,9/21/01
37,Shrek,20,620,9/28/01
37,Shrek,21,637,10/5/01
37,Shrek,22,626,10/12/01
37,Shrek,23,701,10/19/01
37,Shrek,24,789,10/26/01
37,Shrek,25,617,11/2/01
37,Shrek,26,518,11/9/01
37,Shrek,27,386,11/16/01
37,Shrek,28,475,11/23/01
37,Shrek,29,269,11/30/01
38,Shrek 2,1,25952,5/21/04
38,Shrek 2,2,17090,5/28/04
38,Shrek 2,3,9182,6/4/04
38,Shrek 2,4,6067,6/11/04
38,Shrek 2,5,4217,6/18/04
38,Shrek 2,6,3479,6/25/04
38,Shrek 2,7,2238,7/2/04
38,Shrek 2,8,2078,7/9/04
38,Shrek 2,9,1740,7/16/04
38,Shrek 2,10,1486,7/23/04
38,Shrek 2,11,1293,7/30/04
38,Shrek 2,12,1101,8/6/04
38,Shrek 2,13,1001,8/13/04
38,Shrek 2,14,972,8/20/04
39,Shrek the Third,1,29507,5/18/07
39,Shrek the Third,2,12713,5/25/07
39,Shrek the Third,3,6819,6/1/07
39,Shrek the Third,4,3903,6/8/07
39,Shrek the Third,5,2569,6/15/07
39,Shrek the Third,6,2003,6/22/07
39,Shrek the Third,7,1294,6/29/07
39,Shrek the Third,8,1082,7/6/07
39,Shrek the Third,9,1028,7/13/07
39,Shrek the Third,10,941,7/20/07
39,Shrek the Third,11,1395,7/27/07
39,Shrek the Third,12,1142,8/3/07
40,Spider-Man,1,31769,5/3/02
40,Spider-Man,2,19756,5/10/02
40,Spider-Man,3,12458,5/17/02
40,Spider-Man,4,7355,5/24/02
40,Spider-Man,5,3927,5/31/02
40,Spider-Man,6,3187,6/7/02
40,Spider-Man,7,2782,6/14/02
40,Spider-Man,8,2000,6/21/02
40,Spider-Man,9,1729,6/28/02
40,Spider-Man,10,1468,7/5/02
40,Spider-Man,11,1551,7/12/02
40,Spider-Man,12,1521,7/19/02
40,Spider-Man,13,1418,7/26/02
40,Spider-Man,14,1029,8/2/02
40,Spider-Man,15,993,8/9/02
40,Spider-Man,16,911,8/16/02
41,Spider-Man 2,1,21232,7/2/04
41,Spider-Man 2,2,10845,7/9/04
41,Spider-Man 2,3,6105,7/16/04
41,Spider-Man 2,4,4001,7/23/04
41,Spider-Man 2,5,2870,7/30/04
41,Spider-Man 2,6,2118,8/6/04
41,Spider-Man 2,7,1842,8/13/04
41,Spider-Man 2,8,1803,8/20/04
41,Spider-Man 2,9,1328,8/27/04
41,Spider-Man 2,10,1445,9/3/04
41,Spider-Man 2,11,1205,9/10/04
41,Spider-Man 2,12,1313,9/17/04
41,Spider-Man 2,13,1358,9/24/04
41,Spider-Man 2,14,989,10/1/04
41,Spider-Man 2,15,1276,10/8/04
41,Spider-Man 2,16,1072,10/15/04
41,Spider-Man 2,17,861,10/22/04
41,Spider-Man 2,18,657,10/29/04
41,Spider-Man 2,19,699,11/5/04
41,Spider-Man 2,20,619,11/12/04
42,Spider-Man 3,1,35540,5/4/07
42,Spider-Man 3,2,13680,5/11/07
42,Spider-Man 3,3,6712,5/18/07
42,Spider-Man 3,4,3851,5/25/07
42,Spider-Man 3,5,2228,6/1/07
42,Spider-Man 3,6,1675,6/8/07
42,Spider-Man 3,7,1375,6/15/07
42,Spider-Man 3,8,1201,6/22/07
42,Spider-Man 3,9,989,6/29/07
42,Spider-Man 3,10,979,7/6/07
42,Spider-Man 3,11,1146,7/13/07
42,Spider-Man 3,12,992,7/20/07
42,Spider-Man 4,13,774,7/27/07
42,Spider-Man 5,14,604,8/3/07
42,Spider-Man 6,15,514,8/10/07
42,Spider-Man 7,16,474,8/17/07
43,Star Wars,1,36151,5/27/77
43,Star Wars,2,17760,6/17/77
43,Star Wars,3,13571,6/24/77
43,Star Wars,4,16489,7/1/77
43,Star Wars,5,10522,7/8/77
43,Star Wars,6,8992,7/15/77
43,Star Wars,7,8304,7/22/77
43,Star Wars,8,6563,7/29/77
43,Star Wars,9,6892,8/5/77
43,Star Wars,10,6244,8/12/77
43,Star Wars,11,5391,8/19/77
43,Star Wars,12,5000,8/26/77
43,Star Wars,13,8457,9/2/77
43,Star Wars,14,4283,10/21/77
43,Star Wars,15,4456,10/28/77
43,Star Wars,16,3950,11/4/77
43,Star Wars,17,3534,11/11/77
43,Star Wars,18,3222,11/18/77
43,Star Wars,19,4170,11/25/77
43,Star Wars,20,2844,12/2/77
43,Star Wars,21,2377,12/9/77
43,Star Wars,22,2040,12/16/77
43,Star Wars,23,4224,1/13/78
43,Star Wars,24,4414,1/20/78
43,Star Wars,25,4509,1/27/78
43,Star Wars,26,4697,2/3/78
43,Star Wars,27,4787,3/10/78
43,Star Wars,28,5083,3/31/78
43,Star Wars,29,7601,4/7/78
43,Star Wars,30,5845,4/14/78
43,Star Wars,31,5809,7/21/78
44,Star Wars: Phantom Menace,1,21822,5/21/99
44,Star Wars: Phantom Menace,2,17009,5/28/99
44,Star Wars: Phantom Menace,3,10877,6/4/99
44,Star Wars: Phantom Menace,4,8476,6/11/99
44,Star Wars: Phantom Menace,5,6247,6/18/99
44,Star Wars: Phantom Menace,6,4514,6/25/99
44,Star Wars: Phantom Menace,7,5058,7/2/99
44,Star Wars: Phantom Menace,8,3061,7/9/99
44,Star Wars: Phantom Menace,9,3053,7/16/99
44,Star Wars: Phantom Menace,10,2600,7/23/99
44,Star Wars: Phantom Menace,11,2101,7/30/99
44,Star Wars: Phantom Menace,12,1854,8/6/99
44,Star Wars: Phantom Menace,13,1985,8/13/99
44,Star Wars: Phantom Menace,14,1936,8/20/99
44,Star Wars: Phantom Menace,15,1831,8/27/99
44,Star Wars: Phantom Menace,16,2541,9/3/99
44,Star Wars: Phantom Menace,17,1261,9/10/99
44,Star Wars: Phantom Menace,18,1092,9/17/99
44,Star Wars: Phantom Menace,19,1047,9/24/99
44,Star Wars: Phantom Menace,20,1012,10/1/99
44,Star Wars: Phantom Menace,21,979,10/8/99
44,Star Wars: Phantom Menace,22,882,10/15/99
44,Star Wars: Phantom Menace,23,836,10/22/99
44,Star Wars: Phantom Menace,24,672,10/29/99
44,Star Wars: Phantom Menace,25,1554,12/3/99
44,Star Wars: Phantom Menace,26,311,12/24/99
44,Star Wars: Phantom Menace,27,581,12/31/99
44,Star Wars: Phantom Menace,28,611,1/7/00
44,Star Wars: Phantom Menace,29,766,1/14/00
44,Star Wars: Phantom Menace,30,557,1/21/00
44,Star Wars: Phantom Menace,31,558,1/28/00
45,Super Size Me,1,12601,5/7/04
45,Super Size Me,2,6718,5/14/04
45,Super Size Me,3,6579,5/21/04
45,Super Size Me,4,5492,5/28/04
45,Super Size Me,5,4111,6/4/04
45,Super Size Me,6,3568,6/11/04
45,Super Size Me,7,2681,6/18/04
45,Super Size Me,8,2017,6/25/04
45,Super Size Me,9,1420,7/2/04
45,Super Size Me,10,1312,7/9/04
45,Super Size Me,11,1149,7/16/04
45,Super Size Me,12,1004,7/23/04
45,Super Size Me,13,736,7/30/04
45,Super Size Me,14,725,8/6/04
45,Super Size Me,15,670,8/13/04
45,Super Size Me,16,1006,8/20/04
45,Super Size Me,17,652,8/27/04
45,Super Size Me,18,859,9/3/04
45,Super Size Me,19,772,9/10/04
45,Super Size Me,20,459,9/17/04
45,Super Size Me,21,810,9/24/04
46,Thirteen,1,23252,8/22/03
46,Thirteen,2,8336,8/29/03
46,Thirteen,3,5783,9/5/03
46,Thirteen,4,3055,9/12/03
46,Thirteen,5,1922,9/19/03
46,Thirteen,6,1468,9/26/03
46,Thirteen,7,1373,10/3/03
46,Thirteen,8,1091,10/10/03
46,Thirteen,9,741,10/17/03
46,Thirteen,10,824,10/24/03
46,Thirteen,11,421,10/31/03
46,Thirteen,12,459,11/7/03
46,Thirteen,13,544,11/14/03
46,Thirteen,14,586,11/21/03
46,Thirteen,15,709,11/28/03
46,Thirteen,16,379,12/5/03
46,Thirteen,17,456,12/12/03
47,Titanic,1,10710,12/19/97
47,Titanic,2,13078,12/26/97
47,Titanic,3,12217,1/2/98
47,Titanic,4,10458,1/9/98
47,Titanic,5,13016,1/16/98
47,Titanic,6,9108,1/23/98
47,Titanic,7,9081,1/30/98
47,Titanic,8,7790,2/6/98
47,Titanic,9,10952,2/13/98
47,Titanic,10,6998,2/20/98
47,Titanic,11,6469,2/27/98
47,Titanic,12,5674,3/6/98
47,Titanic,13,5641,3/13/98
47,Titanic,14,5417,3/20/98
47,Titanic,15,4706,3/27/98
47,Titanic,16,3532,4/3/98
47,Titanic,17,2621,4/10/98
47,Titanic,18,2459,4/17/98
47,Titanic,19,1696,4/24/98
47,Titanic,20,1508,5/1/98
47,Titanic,21,1409,5/8/98
47,Titanic,22,1061,5/15/98
47,Titanic,23,1829,5/22/98
47,Titanic,24,1142,5/29/98
47,Titanic,25,1353,6/5/98
47,Titanic,26,1246,6/12/98
47,Titanic,27,1271,6/19/98
47,Titanic,28,1341,6/26/98
47,Titanic,29,1010,7/3/98
47,Titanic,30,876,7/10/98
47,Titanic,31,1543,7/17/98
47,Titanic,32,1760,7/24/98
47,Titanic,33,1520,7/31/98
47,Titanic,34,1417,8/7/98
47,Titanic,35,1192,8/14/98
47,Titanic,36,948,8/21/98
47,Titanic,37,669,8/28/98
47,Titanic,38,399,9/4/98
47,Titanic,39,170,9/11/98
47,Titanic,40,286,9/18/98
47,Titanic,41,128,9/25/98
48,"Upside of Anger, The",1,23507,3/11/05
48,"Upside of Anger, The",2,12113,3/18/05
48,"Upside of Anger, The",3,7480,3/25/05
48,"Upside of Anger, The",4,3623,4/1/05
48,"Upside of Anger, The",5,2172,4/8/05
48,"Upside of Anger, The",6,1774,4/15/05
48,"Upside of Anger, The",7,902,4/22/05
48,"Upside of Anger, The",8,735,4/29/05
48,"Upside of Anger, The",9,556,5/6/05
48,"Upside of Anger, The",10,528,5/13/05
48,"Upside of Anger, The",11,628,5/20/05
48,"Upside of Anger, The",12,589,5/27/05
48,"Upside of Anger, The",13,446,6/3/05
48,"Upside of Anger, The",14,424,6/10/05
48,"Upside of Anger, The",15,1060,6/17/05
48,"Upside of Anger, The",16,1031,6/24/05
49,You Can Count on Me,1,14771,11/10/00
49,You Can Count on Me,2,8614,11/17/00
49,You Can Count on Me,3,9708,11/24/00
49,You Can Count on Me,4,7368,12/1/00
49,You Can Count on Me,5,5607,12/8/00
49,You Can Count on Me,6,4763,12/15/00
49,You Can Count on Me,7,2973,12/22/00
49,You Can Count on Me,8,3068,12/29/00
49,You Can Count on Me,9,3163,1/5/01
49,You Can Count on Me,10,3250,1/12/01
49,You Can Count on Me,11,2205,1/19/01
49,You Can Count on Me,12,2230,1/26/01
49,You Can Count on Me,13,2452,2/2/01
49,You Can Count on Me,14,1740,2/9/01
49,You Can Count on Me,15,2695,2/16/01
49,You Can Count on Me,16,2139,2/23/01
49,You Can Count on Me,17,1941,3/2/01
49,You Can Count on Me,18,2005,3/9/01
49,You Can Count on Me,19,1906,3/16/01
49,You Can Count on Me,20,1922,3/23/01
49,You Can Count on Me,21,1387,3/30/01
49,You Can Count on Me,22,1079,4/6/01
49,You Can Count on Me,23,865,4/13/01
49,You Can Count on Me,24,636,4/20/01
49,You Can Count on Me,25,834,4/27/01
49,You Can Count on Me,26,775,5/4/01
