pos,word,pos_score,neg_score
noun,central_processor,0.0,0.0
noun,central_scotoma,0.0,0.0
noun,central_standard_time,0.0,0.0
noun,central_sulcus,0.0,0.0
noun,central_thai,0.0,0.0
noun,central_time,0.0,0.0
noun,central_vein_of_retina,0.0,0.0
noun,central_vein_of_suprarenal_gland,0.0,0.125
noun,central_veins_of_liver,0.0,0.0
noun,central_vision,0.0,0.0
noun,centralisation,0.0,0.0
noun,centralism,0.0,0.0
noun,centrality,0.0,0.0
noun,centralization,0.0,0.0
noun,centranthus,0.0,0.0
noun,centranthus_ruber,0.0,0.0
noun,centrarchid,0.0,0.0
noun,centrarchidae,0.0,0.0
noun,centre,0.0277777777778,0.0
noun,centre_bit,0.0,0.0
noun,centre_for_international_crime_prevention,0.0,0.0
noun,centre_of_attention,0.0,0.0
noun,centre_of_buoyancy,0.0,0.0
noun,centre_of_curvature,0.0,0.0
noun,centre_of_flotation,0.0,0.0
noun,centre_of_gravity,0.0,0.0
noun,centre_of_immersion,0.0,0.0
noun,centre_of_mass,0.0,0.0
noun,centre_spread,0.0,0.0
noun,centre_stage,0.0625,0.0
noun,centreboard,0.125,0.0
noun,centrefold,0.0,0.0
noun,centrepiece,0.1875,0.0
noun,centrex,0.0,0.0
noun,centrifugal_force,0.0,0.0
noun,centrifugal_pump,0.0,0.0
noun,centrifugation,0.0,0.0
noun,centrifuge,0.0,0.0
noun,centriole,0.0,0.0
noun,centripetal_acceleration,0.0,0.0
noun,centripetal_force,0.0,0.0
noun,centriscidae,0.0,0.0
noun,centrism,0.0,0.0
noun,centrist,0.0,0.0
noun,centrocercus,0.0,0.25
noun,centrocercus_urophasianus,0.0,0.0
noun,centroid,0.0,0.0
noun,centrolobium,0.0,0.0
noun,centrolobium_robustum,0.125,0.125
noun,centromere,0.0,0.0
noun,centropistes_striata,0.0,0.0
noun,centropomidae,0.0,0.0
noun,centropomus,0.0,0.0
noun,centropristis,0.0,0.0
noun,centropristis_philadelphica,0.0,0.0
noun,centropus,0.0,0.0
noun,centropus_phasianinus,0.0,0.0
noun,centropus_sinensis,0.0,0.0
noun,centrosema,0.0,0.0
noun,centrosema_virginianum,0.0,0.0
noun,centrosome,0.0,0.0
noun,centrospermae,0.0,0.0
noun,centrum,0.0,0.0
noun,centunculus,0.0,0.0
noun,centurion,0.0,0.0
noun,century,0.0625,0.0
noun,century_plant,0.0,0.0
noun,ceo,0.0,0.0
noun,cephalalgia,0.0,0.0
noun,cephalanthera,0.0,0.0
noun,cephalanthera_rubra,0.0,0.0
noun,cephalaspid,0.0,0.125
noun,cephalaspida,0.0,0.0
noun,cephalexin,0.0,0.125
noun,cephalhematoma,0.0,0.0
noun,cephalic_index,0.0,0.0
noun,cephalic_vein,0.0,0.0
noun,cephalitis,0.0,0.75
noun,cephalobidae,0.0,0.0
noun,cephalochordata,0.0,0.0
noun,cephalochordate,0.0,0.125
noun,cephaloglycin,0.0,0.375
noun,cephalohematoma,0.0,0.0
noun,cephalometry,0.0,0.0
noun,cephalopod,0.25,0.125
noun,cephalopod_mollusk,0.25,0.125
noun,cephalopoda,0.0,0.0
noun,cephalopterus,0.0,0.0
noun,cephalopterus_ornatus,0.0,0.0
noun,cephaloridine,0.0,0.0
noun,cephalosporin,0.0,0.0
noun,cephalotaceae,0.0,0.0
noun,cephalotaxaceae,0.0,0.0
noun,cephalotaxus,0.0,0.0
noun,cephalothin,0.0,0.0
noun,cephalotus,0.0,0.0
noun,cephalotus_follicularis,0.0,0.125
noun,cepheus,0.0,0.0
noun,cepphus,0.0,0.0
noun,cepphus_columba,0.0,0.0
noun,cepphus_grylle,0.0,0.0
noun,cer,0.375,0.0
noun,cerambycidae,0.0,0.0
noun,ceramic,0.0,0.0
noun,ceramic_ware,0.0,0.0
noun,ceramicist,0.0,0.0
noun,ceramics,0.0,0.0
noun,ceramist,0.0,0.0
noun,cerapteryx,0.0,0.0
noun,cerapteryx_graminis,0.0,0.0
noun,ceras,0.0,0.0
noun,cerastes,0.0,0.0
noun,cerastes_cornutus,0.0,0.0
noun,cerastium,0.0,0.0
noun,cerastium_alpinum,0.0,0.0
noun,cerastium_arvense,0.0,0.0
noun,cerastium_tomentosum,0.0,0.0
noun,cerate,0.0,0.0
noun,ceratin,0.0,0.0
noun,ceratitis,0.0,0.0
noun,ceratitis_capitata,0.0,0.125
noun,ceratodontidae,0.0,0.0
noun,ceratodus,0.0,0.125
noun,ceratonia,0.0,0.0
noun,ceratonia_siliqua,0.0,0.0
noun,ceratopetalum,0.0,0.0
noun,ceratopetalum_gummiferum,0.0,0.0
noun,ceratophyllaceae,0.0,0.0
noun,ceratophyllum,0.125,0.0
noun,ceratopogon,0.0,0.125
noun,ceratopogonidae,0.0,0.125
noun,ceratopsia,0.0,0.0
noun,ceratopsian,0.0,0.0
noun,ceratopsidae,0.0,0.0
noun,ceratopteris,0.0,0.0
noun,ceratopteris_pteridioides,0.0,0.0
noun,ceratopteris_thalictroides,0.0,0.0
noun,ceratosaur,0.0,0.0
noun,ceratosaurus,0.0,0.0
noun,ceratostomataceae,0.0,0.0
noun,ceratostomella,0.0,0.0
noun,ceratostomella_ulmi,0.0,0.75
noun,ceratotherium,0.0,0.0
noun,ceratotherium_simum,0.0,0.0
noun,ceratozamia,0.0,0.0
noun,cerberus,0.0,0.0
noun,cercaria,0.0,0.0
noun,cercidiphyllaceae,0.0,0.0
noun,cercidiphyllum,0.0,0.0
noun,cercidiphyllum_japonicum,0.0,0.0
noun,cercidium,0.0,0.0
noun,cercidium_floridum,0.0,0.0
noun,cercis,0.0,0.0
noun,cercis_canadensis,0.0,0.0
noun,cercis_occidentalis,0.0,0.0
noun,cercocebus,0.0,0.0
noun,cercopidae,0.0,0.0
noun,cercopithecidae,0.0,0.0
noun,cercopithecus,0.0,0.0
noun,cercopithecus_aethiops,0.0,0.0
noun,cercopithecus_aethiops_pygerythrus,0.0,0.0
noun,cercopithecus_aethiops_sabaeus,0.0,0.0
noun,cercopithecus_talapoin,0.0,0.0
noun,cercospora,0.25,0.0
noun,cercospora_kopkei,0.0,0.375
noun,cercosporella,0.0,0.125
noun,cere,0.0,0.0
noun,cereal,0.0,0.0
noun,cereal_bowl,0.0,0.0
noun,cereal_box,0.0,0.0
noun,cereal_grass,0.0,0.0
noun,cereal_oat,0.0,0.0
noun,cerebellar_artery,0.0,0.0
noun,cerebellar_hemisphere,0.25,0.0
noun,cerebellar_vein,0.0,0.0
noun,cerebellum,0.0,0.0
noun,cerebral_aneurysm,0.0,0.0
noun,cerebral_aqueduct,0.0,0.0
noun,cerebral_artery,0.0,0.0
noun,cerebral_cortex,0.0,0.0
noun,cerebral_death,0.0,0.0
noun,cerebral_edema,0.0,0.0
noun,cerebral_hemisphere,0.0,0.0
noun,cerebral_hemorrhage,0.0,0.0
noun,cerebral_mantle,0.0,0.0
noun,cerebral_palsy,0.0,0.125
noun,cerebral_peduncle,0.0,0.0
noun,cerebral_thrombosis,0.0,0.0
noun,cerebral_vein,0.0,0.0
noun,cerebration,0.125,0.0
noun,cerebromeningitis,0.0,0.25
noun,cerebrospinal_fever,0.0,0.5
noun,cerebrospinal_fluid,0.0,0.0
noun,cerebrospinal_meningitis,0.0,0.5
noun,cerebrovascular_accident,0.0,0.0
noun,cerebrum,0.0,0.0
noun,cerecloth,0.0,0.0
noun,cerement,0.0,0.0
noun,ceremonial,0.0,0.0
noun,ceremonial_dance,0.0,0.0
noun,ceremonial_occasion,0.0,0.0
noun,ceremoniousness,0.5,0.25
noun,ceremony,0.166666666667,0.0
noun,ceres,0.0,0.0
noun,ceresin,0.0,0.0
noun,cereus,0.0,0.0
noun,ceriman,0.0,0.0
noun,cerise,0.0,0.0
noun,cerium,0.0,0.0
noun,cerivastatin,0.0,0.0
noun,cero,0.0,0.0
noun,cerotic_acid,0.0,0.0
noun,ceroxylon,0.0,0.0
noun,ceroxylon_alpinum,0.0,0.0
noun,ceroxylon_andicola,0.0,0.0
noun,cert,0.375,0.0
noun,certainty,0.0625,0.125
noun,certhia,0.0,0.125
noun,certhia_americana,0.0,0.0
noun,certhia_familiaris,0.0,0.0
noun,certhiidae,0.0,0.0
noun,certificate,0.0625,0.0
noun,certificate_of_deposit,0.0,0.0
noun,certificate_of_incorporation,0.0,0.0
noun,certificate_of_indebtedness,0.0,0.0
noun,certification,0.03125,0.0
noun,certified_check,0.0,0.0
noun,certified_cheque,0.0,0.0
noun,certified_milk,0.0,0.0
noun,certified_public_accountant,0.0,0.0
noun,certiorari,0.0,0.0
noun,certitude,0.5,0.0
noun,cerulean,0.0,0.0
noun,cerulean_blue,0.0,0.0
noun,cerumen,0.0,0.0
noun,ceruse,0.0,0.0
noun,cerussite,0.125,0.0
noun,cervantes,0.0,0.0
noun,cervantes_saavedra,0.0,0.0
noun,cervical_artery,0.0,0.0
noun,cervical_canal,0.0,0.0
noun,cervical_cap,0.0,0.0
noun,cervical_disc_syndrome,0.0,0.0
noun,cervical_glands,0.0,0.0
noun,cervical_glands_of_the_uterus,0.0,0.0
noun,cervical_nerve,0.0,0.0
noun,cervical_plexus,0.0,0.0
noun,cervical_root_syndrome,0.0,0.0
noun,cervical_smear,0.0,0.125
noun,cervical_vein,0.0,0.0
noun,cervical_vertebra,0.0,0.0
noun,cervicitis,0.0,0.625
noun,cervicofacial_actinomycosis,0.0,0.375
noun,cervid,0.0,0.0
noun,cervidae,0.0,0.0
noun,cervix,0.0,0.0
noun,cervix_uteri,0.0,0.0
noun,cervus,0.0,0.0
noun,cervus_elaphus,0.0,0.0
noun,cervus_elaphus_canadensis,0.0,0.0
noun,cervus_nipon,0.0,0.0
noun,cervus_sika,0.0,0.0
noun,cervus_unicolor,0.0,0.0
noun,ceryle,0.0,0.0
noun,ceryle_alcyon,0.0,0.0
noun,cesar_chavez,0.0,0.0
noun,cesar_estrada_chavez,0.0,0.0
noun,cesar_franck,0.0,0.0
noun,cesar_ritz,0.0,0.0
noun,cesare_borgia,0.0,0.0
noun,cesarean,0.0,0.0
noun,cesarean_delivery,0.0,0.0
noun,cesarean_section,0.0,0.0
noun,cesarian,0.0,0.0
noun,cesarian_section,0.0,0.0
noun,cesium,0.0,0.0
noun,cesium_137,0.0,0.0
noun,cessation,0.0,0.0
noun,cession,0.0,0.0
noun,cesspit,0.0,0.0
noun,cesspool,0.0,0.0
noun,cestida,0.0,0.0
noun,cestidae,0.0,0.0
noun,cestoda,0.125,0.0
noun,cestode,0.25,0.0
noun,cestrum,0.0,0.0
noun,cestrum_diurnum,0.0,0.0
noun,cestrum_nocturnum,0.0,0.0
noun,cestum,0.0,0.0
noun,cestum_veneris,0.0,0.0
noun,cetacea,0.0,0.0
noun,cetacean,0.0,0.0
noun,cetacean_mammal,0.0,0.0
noun,cetchup,0.0,0.0
noun,ceterach,0.0,0.0
noun,ceterach_officinarum,0.0,0.0
noun,cetonia,0.0,0.0
noun,cetonia_aurata,0.0,0.0
noun,cetoniidae,0.0,0.0
noun,cetorhinidae,0.0,0.0
noun,cetorhinus,0.0,0.0
noun,cetorhinus_maximus,0.0,0.0
noun,cetraria,0.0,0.0
noun,cetraria_islandica,0.0,0.0
noun,cetrimide,0.0,0.0
noun,cetus,0.0,0.0
noun,cewa,0.0,0.0
noun,ceylon,0.0,0.0
noun,ceylon_bowstring_hemp,0.0,0.0
noun,ceylon_cinnamon,0.0,0.0
noun,ceylon_cinnamon_tree,0.0,0.0
noun,ceylon_gooseberry,0.0,0.0
noun,ceylonite,0.0,0.0
noun,cezanne,0.25,0.0
noun,cf,0.0,0.0
noun,cfc,0.0,0.0
noun,cfo,0.0,0.0
noun,cftr,0.0,0.0
noun,cgs,0.0,0.0
noun,cgs_system,0.0,0.0
noun,ch'i,0.25,0.0
noun,ch'in,0.0,0.0
noun,ch'in_dynasty,0.0,0.0
noun,ch'in_shih_huang_ti,0.0,0.0
noun,ch'ing,0.0,0.0
noun,ch'ing_dynasty,0.0,0.0
noun,cha-cha,0.0,0.0
noun,cha-cha-cha,0.0,0.0
noun,chabad,0.0,0.0
noun,chabad-lubavitch,0.0,0.0
noun,chabad_hasidism,0.0,0.0
noun,chabasite,0.0,0.0
noun,chabazite,0.0,0.0
noun,chablis,0.0,0.0625
noun,chachalaca,0.0,0.0
noun,chachka,0.0,0.0625
noun,chacma,0.0,0.0
noun,chacma_baboon,0.0,0.0
noun,chad,0.0,0.0
noun,chadar,0.0,0.0
noun,chaddar,0.0,0.0
noun,chadian,0.0,0.0
noun,chadian_franc,0.0,0.0
noun,chadic,0.0,0.0
noun,chadic_language,0.0,0.0
noun,chadlock,0.0,0.0
noun,chador,0.0,0.0
noun,chaenactis,0.0,0.0
noun,chaenomeles,0.0,0.0
noun,chaenomeles_japonica,0.0,0.0
noun,chaenomeles_speciosa,0.0,0.0
noun,chaenopsis,0.0,0.0
noun,chaenopsis_ocellata,0.0,0.0
noun,chaeronea,0.0,0.0
noun,chaeta,0.0,0.0
noun,chaetodipterus,0.0,0.0
noun,chaetodipterus_faber,0.0,0.0
noun,chaetodon,0.0,0.0
noun,chaetodontidae,0.0,0.0
noun,chaetognath,0.0,0.0
noun,chaetognatha,0.0,0.0
noun,chafe,0.0,0.5
noun,chafeweed,0.0,0.125
noun,chaff,0.0,0.0
noun,chaffinch,0.0,0.0
noun,chaffweed,0.0,0.0
noun,chafing,0.0,0.25
noun,chafing_dish,0.0,0.0
noun,chafing_gear,0.0,0.0
noun,chaga,0.0,0.0
noun,chagall,0.0,0.0
noun,chagatai,0.0,0.0
noun,chagga,0.0,0.0
noun,chagrin,0.375,0.25
noun,chahta,0.0,0.0
noun,chaim_azriel_weizmann,0.0,0.0
noun,chaim_soutine,0.0,0.0
noun,chaim_weizmann,0.0,0.0
noun,chain,0.0,0.0
noun,chain-smoker,0.0,0.0
noun,chain_armor,0.0,0.0
noun,chain_armour,0.0,0.0
noun,chain_fern,0.0,0.0
noun,chain_gang,0.0,0.0
noun,chain_letter,0.0,0.0
noun,chain_lightning,0.0,0.0
noun,chain_mail,0.0,0.0
noun,chain_of_mountains,0.0,0.0
noun,chain_pickerel,0.0,0.0
noun,chain_pike,0.0,0.0
noun,chain_printer,0.0,0.0
noun,chain_reaction,0.0,0.0
noun,chain_reactor,0.0,0.0
noun,chain_saw,0.0,0.0
noun,chain_stitch,0.125,0.0
noun,chain_store,0.0,0.0
noun,chain_tongs,0.0,0.0
noun,chain_wrench,0.0,0.0
noun,chainlink_fence,0.0,0.0
noun,chains,0.0,0.0
noun,chainsaw,0.0,0.0
noun,chair,0.0,0.0
noun,chair_car,0.0,0.0
noun,chair_lift,0.0,0.0
noun,chair_of_state,0.125,0.0
noun,chairlift,0.0,0.0
noun,chairman,0.0,0.0
noun,chairman_of_the_board,0.0,0.0
noun,chairmanship,0.0,0.0
noun,chairperson,0.0,0.0
noun,chairwoman,0.0,0.0
noun,chaise,0.0,0.0
noun,chaise_longue,0.0,0.0
noun,chait,0.0,0.0
noun,chaja,0.0,0.0
noun,chalaza,0.0,0.0
noun,chalazion,0.0,0.125
noun,chalcanthite,0.0,0.0
noun,chalcedon,0.0,0.0
noun,chalcedony,0.0,0.0
noun,chalcid,0.0,0.625
noun,chalcid_fly,0.0,0.625
noun,chalcid_wasp,0.0,0.625
noun,chalcidae,0.0,0.125
noun,chalcidfly,0.0,0.625
noun,chalcididae,0.0,0.125
noun,chalcis,0.0,0.125
noun,chalcis_fly,0.0,0.25
noun,chalcocite,0.0,0.0
noun,chalcopyrite,0.0,0.0
noun,chalcostigma,0.0,0.0
noun,chaldaea,0.0,0.0
noun,chaldaean,0.0,0.0
noun,chaldea,0.0,0.0
noun,chaldean,0.0,0.0
noun,chaldee,0.0,0.0
noun,chaldron,0.0,0.0
noun,chalet,0.0,0.0
noun,chalice,0.0,0.0
noun,chalice_vine,0.0,0.0
noun,chalk,0.0,0.0625
noun,chalk_dust,0.0,0.0
noun,chalk_line,0.0,0.0
noun,chalk_pit,0.0,0.0
noun,chalk_talk,0.0,0.0
noun,chalkboard,0.0,0.0
noun,chalkpit,0.0,0.0
noun,chalkstone,0.0,0.0
noun,challah,0.0,0.0
noun,challenge,0.125,0.05
noun,challenger,0.0,0.0
noun,challis,0.0,0.0
noun,chalons,0.0,0.25
noun,chalons-sur-marne,0.0,0.25
noun,chalybite,0.0,0.0
noun,chamaea,0.0,0.0
noun,chamaea_fasciata,0.0,0.125
noun,chamaecrista,0.0,0.0
noun,chamaecrista_fasciculata,0.0,0.0
noun,chamaecyparis,0.0,0.0
noun,chamaecyparis_lawsoniana,0.0,0.0
noun,chamaecyparis_nootkatensis,0.0,0.0
noun,chamaecyparis_thyoides,0.0,0.0
noun,chamaecytisus,0.0,0.0
noun,chamaecytisus_palmensis,0.0,0.0
noun,chamaedaphne,0.0,0.0
noun,chamaedaphne_calyculata,0.0,0.0
noun,chamaeleo,0.0,0.125
noun,chamaeleo_chamaeleon,0.0,0.0
noun,chamaeleo_oweni,0.375,0.0
noun,chamaeleon,0.0,0.0
noun,chamaeleonidae,0.0,0.0
noun,chamaeleontidae,0.0,0.0
noun,chamaemelum,0.0,0.0
noun,chamaemelum_nobilis,0.0,0.0
noun,chamber,0.0,0.025
noun,chamber_music,0.0,0.0
noun,chamber_of_commerce,0.0,0.0
noun,chamber_orchestra,0.0,0.0
noun,chambered_nautilus,0.0,0.0
noun,chamberlain,0.0,0.0
noun,chambermaid,0.0,0.0
noun,chamberpot,0.0,0.0
noun,chambers,0.0,0.0
noun,chambray,0.0,0.0
noun,chameleon,0.0416666666667,0.0
noun,chameleon_tree_frog,0.0,0.0
noun,chamfer,0.0,0.0
noun,chamfer_bit,0.0,0.0
noun,chamfer_plane,0.0,0.0
noun,chamfron,0.0,0.0
noun,chammy,0.0,0.0
noun,chammy_leather,0.0,0.0
noun,chamois,0.0,0.0
noun,chamois_cloth,0.0,0.0
noun,chamois_cress,0.0,0.0
noun,chamois_leather,0.0,0.0
noun,chamomile,0.0,0.0
noun,chamosite,0.0,0.0
noun,champ,0.0,0.0
noun,champagne,0.0,0.0625
noun,champagne-ardenne,0.0,0.0
noun,champagne_cup,0.0,0.0
noun,champagne_flute,0.125,0.0
noun,champaign,0.0,0.0
noun,champerty,0.0,0.0
noun,champion,0.03125,0.0
noun,champion_lode,0.0,0.0
noun,championship,0.0833333333333,0.166666666667
noun,champlain,0.0,0.0
noun,champollion,0.0,0.0
noun,champs_elysees,0.0,0.0
noun,chanal,0.0,0.0
noun,chanar,0.0,0.0
noun,chance,0.15,0.025
noun,chance-half_correlation,0.0,0.0
noun,chance-medley,0.0,0.0
noun,chance_event,0.0,0.125
noun,chance_variable,0.0,0.0
noun,chancel,0.0,0.0
noun,chancellery,0.0,0.0
noun,chancellor,0.0,0.0
noun,chancellor_of_the_exchequer,0.0,0.0
noun,chancellorship,0.0,0.0
noun,chancellorsville,0.0,0.0
noun,chancery,0.0,0.0
noun,chancre,0.0,0.0
noun,chancroid,0.25,0.25
noun,chandelier,0.0,0.0
noun,chandelle,0.0,0.0
noun,chandi,0.0,0.125
noun,chandler,0.0,0.0833333333333
noun,chandlery,0.0,0.0
noun,chanfron,0.0,0.0
noun,chang,0.0,0.0
noun,chang_jiang,0.0,0.0
noun,chang_kuo,0.0,0.0
noun,chang_kuo-lao,0.0,0.0
noun,changan,0.0,0.0
noun,change,0.0875,0.0125
noun,change-of-pace,0.0,0.0
noun,change-of-pace_ball,0.0,0.0
noun,change-up,0.0,0.0
noun,change_of_color,0.125,0.0
noun,change_of_course,0.0,0.0
noun,change_of_direction,0.0,0.0
noun,change_of_integrity,0.0,0.0
noun,change_of_life,0.0,0.0
noun,change_of_location,0.0,0.0
noun,change_of_magnitude,0.0,0.0
noun,change_of_mind,0.0,0.0
noun,change_of_shape,0.125,0.0
noun,change_of_state,0.125,0.0
noun,change_ringing,0.0,0.0
noun,changeability,0.5,0.25
noun,changeableness,0.5,0.25
noun,changefulness,0.625,0.25
noun,changelessness,0.1875,0.1875
noun,changeling,0.0,0.0625
noun,changeover,0.0,0.0
noun,changer,0.0,0.0
noun,changjiang,0.0,0.0
noun,changtzu,0.0,0.0
noun,channel,0.0,0.0
noun,channel_bass,0.0,0.0
noun,channel_capacity,0.0,0.0
noun,channel_cat,0.0,0.0
noun,channel_catfish,0.0,0.0
noun,channel_island,0.0,0.0
noun,channel_islands_national_park,0.0,0.0
noun,channel_tunnel,0.0,0.0
noun,channelisation,0.0,0.0
noun,channelization,0.0,0.0
noun,channels,0.0,0.0
noun,channidae,0.0,0.0
noun,channukah,0.0,0.0
noun,channukkah,0.0,0.0
noun,chanoyu,0.0,0.0
noun,chanson_de_geste,0.0,0.0
noun,chant,0.0,0.0
noun,chantarelle,0.125,0.0
noun,chanter,0.0,0.0
noun,chanterelle,0.125,0.0
noun,chantey,0.0,0.0
noun,chanting,0.0,0.0
noun,chantry,0.0625,0.0
noun,chanty,0.0,0.0
noun,chanukah,0.0,0.0
noun,chanukkah,0.0,0.0
noun,chao_phraya,0.0,0.0
noun,chaos,0.0,0.125
noun,chaotic_attractor,0.0,0.0
noun,chap,0.0,0.0625
noun,chaparral,0.0,0.0
noun,chaparral_broom,0.0,0.0
noun,chaparral_cock,0.0,0.0
noun,chaparral_mallow,0.0,0.0
noun,chaparral_pea,0.0,0.0
noun,chaparral_sage,0.0,0.0
noun,chapati,0.0,0.0
noun,chapatti,0.0,0.0
noun,chapeau,0.0,0.25
noun,chapel,0.0,0.0
noun,chapel_hill,0.0,0.0
noun,chapel_service,0.0,0.0
noun,chapelgoer,0.0,0.625
noun,chaperon,0.0,0.0
noun,chaperone,0.0,0.0
noun,chapiter,0.0,0.0
noun,chaplain,0.0,0.0
noun,chaplaincy,0.0,0.0
noun,chaplainship,0.0,0.0
noun,chaplet,0.0,0.0
noun,chaplin,0.0,0.0
noun,chapman,0.0,0.0
noun,chapter,0.0,0.0
noun,chapterhouse,0.0,0.0
noun,chapultepec,0.0,0.0
noun,char,0.0,0.0
noun,chara,0.0,0.0
noun,charabanc,0.0,0.0
noun,characeae,0.0,0.0
noun,characid,0.0,0.0
noun,characidae,0.0,0.0
noun,characin,0.0,0.0
noun,characin_fish,0.0,0.0
noun,characinidae,0.0,0.0
noun,character,0.263888888889,0.0
noun,character-at-a-time_printer,0.0,0.0
noun,character_actor,0.0,0.0
noun,character_assassination,0.0,0.25
noun,character_printer,0.0,0.0
noun,character_reference,0.0,0.0
noun,character_set,0.0,0.0
noun,character_witness,0.125,0.0
noun,characterisation,0.0,0.0
noun,characterisic_function,0.0,0.0
noun,characteristic,0.125,0.03125
noun,characteristic_curve,0.0,0.0
noun,characteristic_root_of_a_square_matrix,0.0,0.0
noun,characterization,0.0,0.0
noun,charade,0.0,0.0
noun,charades,0.0,0.0
noun,charadrii,0.0,0.0
noun,charadriidae,0.0,0.0
noun,charadriiformes,0.0,0.0
noun,charadrius,0.0,0.0
noun,charadrius_melodus,0.0,0.0
noun,charadrius_morinellus,0.0,0.0
noun,charadrius_vociferus,0.0,0.0
noun,charales,0.0,0.0
noun,charcoal,0.0,0.0
noun,charcoal_burner,0.0,0.0
noun,charcoal_gray,0.0,0.0
noun,charcoal_grey,0.0,0.0
noun,charcot,0.125,0.0
noun,charcot-marie-tooth_disease,0.0,0.25
noun,charcuterie,0.0,0.0
noun,chard,0.0,0.125
noun,chard_plant,0.0,0.25
noun,chardonnay,0.0,0.0625
noun,chardonnay_grape,0.0,0.0
noun,charge,0.025,0.05
noun,charge-exchange_accelerator,0.0,0.0
noun,charge_account,0.0,0.0
noun,charge_account_credit,0.0,0.0
noun,charge_card,0.0,0.0
noun,charge_d'affaires,0.0,0.0
noun,charge_of_quarters,0.0,0.0
noun,charge_per_unit,0.0,0.0
noun,charge_plate,0.0,0.0
noun,charge_sheet,0.0,0.0
noun,charge_unit,0.0,0.0
noun,chargeman,0.0,0.0
noun,charger,0.0625,0.0
noun,chari,0.0,0.0
noun,chari-nile,0.0,0.0
noun,chari_river,0.0,0.0
noun,charina,0.0,0.0
noun,charina_bottae,0.0,0.0
noun,chariness,0.5,0.0
noun,chariot,0.0,0.0
noun,chariot_race,0.0,0.0
noun,charioteer,0.0,0.0
noun,charisma,0.125,0.0
noun,charitable_trust,0.0,0.0
noun,charitableness,0.125,0.75
noun,charity,0.125,0.0
noun,charity_case,0.0,0.0
noun,charity_shot,0.0,0.0
noun,charity_throw,0.0,0.0
noun,charity_toss,0.0,0.0
noun,charivari,0.5,0.0
noun,charlatan,0.125,0.0
noun,charlatanism,0.125,0.0
noun,charlemagne,0.0,0.0
noun,charleroi,0.0,0.0
noun,charles,0.0,0.0
noun,charles's_law,0.0,0.0
noun,charles's_wain,0.0,0.0
noun,charles_a._lindbergh,0.0,0.0
noun,charles_andre_joseph_marie_de_gaulle,0.0,0.0
noun,charles_augustin_de_coulomb,0.0,0.0
noun,charles_augustus_lindbergh,0.0,0.0
noun,charles_baudelaire,0.0,0.0
noun,charles_bullfinch,0.0,0.0
noun,charles_camille_saint-saens,0.0,0.0
noun,charles_christopher_parker,0.0,0.0
noun,charles_cornwallis,0.0,0.0
noun,charles_dana_gibson,0.0,0.0
noun,charles_darwin,0.0,0.0
noun,charles_de_gaulle,0.0,0.0
noun,charles_dickens,0.0,0.0
noun,charles_digby_harrod,0.0,0.0
noun,charles_dillon_stengel,0.0,0.0
noun,charles_dodgson,0.0,0.0
noun,charles_dudley_warner,0.0,0.0
noun,charles_eames,0.0,0.0
noun,charles_edouard_jeanneret,0.0,0.0
noun,charles_edward_berry,0.0,0.0
noun,charles_edward_ives,0.0,0.0
noun,charles_evans_hughes,0.0,0.0
noun,charles_farrar_browne,0.0,0.0
noun,charles_follen_mckim,0.0,0.0
noun,charles_fourier,0.0,0.0
noun,charles_francis_hall,0.0,0.0
noun,charles_francois_gounod,0.0,0.0
noun,charles_franklin_kettering,0.0,0.0
noun,charles_frederick_menninger,0.0,0.0
noun,charles_frederick_worth,0.0,0.0
noun,charles_goodyear,0.0,0.0
noun,charles_grey,0.0,0.0
noun,charles_hard_townes,0.0,0.0
noun,charles_hardin_holley,0.0,0.0
noun,charles_henry_harrod,0.0,0.0
noun,charles_herbert_best,0.0,0.0
noun,charles_i,0.0,0.0
noun,charles_ii,0.0,0.0
noun,charles_ix,0.0,0.0
noun,charles_james_fox,0.0,0.0
noun,charles_john_huffam_dickens,0.0,0.0
noun,charles_joseph_clark,0.0,0.0
noun,charles_kay_ogden,0.0,0.0
noun,charles_kettering,0.0,0.0
noun,charles_l'enfant,0.0,0.0
noun,charles_lamb,0.0,0.0
noun,charles_laughton,0.0,0.0
noun,charles_lindbergh,0.0,0.0
noun,charles_liston,0.0,0.0
noun,charles_louis_de_secondat,0.0,0.0
noun,charles_louis_napoleon_bonaparte,0.0,0.0
noun,charles_lutwidge_dodgson,0.0,0.0
noun,charles_m._schulz,0.0,0.0
noun,charles_martin_hall,0.0,0.0
noun,charles_maurice_de_talleyrand,0.0,0.0
noun,charles_menninger,0.0,0.0
noun,charles_munroe_schulz,0.0,0.0
noun,charles_peirce,0.0,0.0
noun,charles_percy_snow,0.0,0.0
noun,charles_pierre_baudelaire,0.0,0.0
noun,charles_proteus_steinmetz,0.0,0.0
noun,charles_ringling,0.0,0.0
noun,charles_river,0.0,0.0
noun,charles_robert_darwin,0.0,0.0
noun,charles_robert_redford,0.0,0.0
noun,charles_sanders_peirce,0.0,0.0
noun,charles_schulz,0.0,0.0
noun,charles_stewart_parnell,0.0,0.0
noun,charles_stuart,0.0,0.0
noun,charles_taze_russell,0.0,0.0
noun,charles_the_bald,0.0,0.0
noun,charles_the_great,0.0,0.0
noun,charles_thomson_rees_wilson,0.0,0.0
noun,charles_townes,0.0,0.0
noun,charles_vii,0.0,0.0
noun,charles_watson-wentworth,0.0,0.0
