subject_id,variable,value
618,introspective,3.0
619,introspective,5.0
620,introspective,2.0
621,introspective,4.0
622,introspective,3.0
623,introspective,4.0
624,introspective,3.0
625,introspective,3.0
626,introspective,5.0
627,introspective,2.0
628,introspective,1.0
629,introspective,3.0
630,introspective,5.0
631,introspective,1.0
632,introspective,4.0
633,introspective,4.0
634,introspective,5.0
635,introspective,1.0
636,introspective,2.0
637,introspective,1.0
638,introspective,1.0
639,introspective,3.0
640,introspective,2.0
641,introspective,3.0
642,introspective,4.0
643,introspective,5.0
644,introspective,1.0
645,introspective,4.0
646,introspective,5.0
647,introspective,4.0
648,introspective,3.0
649,introspective,2.0
650,introspective,5.0
651,introspective,5.0
652,introspective,5.0
653,introspective,4.0
654,introspective,3.0
655,introspective,5.0
656,introspective,4.0
657,introspective,4.0
658,introspective,3.0
659,introspective,1.0
660,introspective,2.0
661,introspective,4.0
662,introspective,5.0
663,introspective,5.0
664,introspective,1.0
665,introspective,5.0
666,introspective,5.0
667,introspective,1.0
668,introspective,2.0
669,introspective,1.0
670,introspective,5.0
671,introspective,3.0
672,introspective,5.0
673,introspective,5.0
674,introspective,5.0
675,introspective,4.0
676,introspective,4.0
677,introspective,1.0
678,introspective,5.0
679,introspective,1.0
680,introspective,4.0
681,introspective,5.0
682,introspective,1.0
683,introspective,2.0
684,introspective,4.0
685,introspective,3.0
686,introspective,3.0
687,introspective,5.0
688,introspective,2.0
689,introspective,5.0
690,introspective,2.0
691,introspective,5.0
692,introspective,2.0
693,introspective,5.0
694,introspective,5.0
695,introspective,3.0
696,introspective,2.0
697,introspective,2.0
698,introspective,4.0
699,introspective,3.0
700,introspective,5.0
701,introspective,3.0
702,introspective,5.0
703,introspective,3.0
704,introspective,5.0
705,introspective,5.0
706,introspective,4.0
707,introspective,5.0
708,introspective,4.0
709,introspective,5.0
710,introspective,5.0
711,introspective,2.0
712,introspective,3.0
713,introspective,4.0
714,introspective,4.0
715,introspective,3.0
716,introspective,5.0
717,introspective,5.0
718,introspective,5.0
719,introspective,2.0
720,introspective,5.0
721,introspective,5.0
722,introspective,3.0
723,introspective,5.0
724,introspective,5.0
725,introspective,4.0
726,introspective,5.0
727,introspective,4.0
728,introspective,5.0
729,introspective,5.0
730,introspective,3.0
731,introspective,2.0
732,introspective,5.0
733,introspective,1.0
734,introspective,3.0
735,introspective,2.0
736,introspective,1.0
737,introspective,5.0
738,introspective,2.0
739,introspective,3.0
740,introspective,5.0
741,introspective,4.0
742,introspective,5.0
743,introspective,4.0
744,introspective,3.0
745,introspective,5.0
746,introspective,4.0
747,introspective,5.0
748,introspective,4.0
749,introspective,5.0
750,introspective,3.0
751,introspective,5.0
752,introspective,3.0
753,introspective,3.0
754,introspective,4.0
755,introspective,4.0
756,introspective,2.0
757,introspective,3.0
758,introspective,4.0
759,introspective,5.0
760,introspective,5.0
761,introspective,2.0
762,introspective,3.0
763,introspective,2.0
764,introspective,3.0
765,introspective,3.0
766,introspective,5.0
767,introspective,5.0
768,introspective,5.0
769,introspective,4.0
770,introspective,3.0
771,introspective,5.0
772,introspective,4.0
773,introspective,1.0
774,introspective,2.0
775,introspective,5.0
776,introspective,5.0
777,introspective,5.0
778,introspective,5.0
779,introspective,4.0
780,introspective,5.0
781,introspective,1.0
782,introspective,1.0
783,introspective,1.0
784,introspective,1.0
785,introspective,5.0
786,introspective,5.0
787,introspective,3.0
788,introspective,4.0
789,introspective,5.0
790,introspective,5.0
791,introspective,4.0
792,introspective,4.0
793,introspective,2.0
794,introspective,4.0
795,introspective,4.0
796,introspective,3.0
797,introspective,5.0
798,introspective,3.0
799,introspective,4.0
800,introspective,1.0
801,introspective,4.0
802,introspective,5.0
803,introspective,3.0
804,introspective,2.0
805,introspective,5.0
806,introspective,4.0
807,introspective,3.0
808,introspective,3.0
809,introspective,5.0
810,introspective,5.0
811,introspective,2.0
812,introspective,5.0
813,introspective,5.0
814,introspective,3.0
815,introspective,2.0
816,introspective,1.0
817,introspective,4.0
818,introspective,1.0
819,introspective,2.0
820,introspective,2.0
821,introspective,4.0
822,introspective,3.0
823,introspective,3.0
824,introspective,2.0
825,introspective,5.0
826,introspective,2.0
827,introspective,5.0
828,introspective,4.0
829,introspective,3.0
830,introspective,5.0
831,introspective,4.0
832,introspective,5.0
833,introspective,5.0
834,introspective,2.0
835,introspective,3.0
836,introspective,5.0
837,introspective,5.0
838,introspective,4.0
839,introspective,5.0
840,introspective,5.0
841,introspective,4.0
842,introspective,3.0
843,introspective,1.0
844,introspective,2.0
845,introspective,5.0
846,introspective,2.0
847,introspective,4.0
848,introspective,3.0
849,introspective,3.0
850,introspective,5.0
851,introspective,4.0
852,introspective,5.0
853,introspective,2.0
854,introspective,4.0
855,introspective,2.0
856,introspective,1.0
857,introspective,3.0
858,introspective,2.0
859,introspective,2.0
860,introspective,1.0
861,introspective,5.0
862,introspective,1.0
863,introspective,5.0
864,introspective,2.0
865,introspective,2.0
866,introspective,1.0
867,introspective,5.0
868,introspective,4.0
869,introspective,4.0
870,introspective,3.0
871,introspective,5.0
872,introspective,1.0
873,introspective,1.0
874,introspective,3.0
875,introspective,4.0
876,introspective,4.0
877,introspective,3.0
878,introspective,5.0
879,introspective,4.0
880,introspective,3.0
881,introspective,2.0
882,introspective,5.0
883,introspective,3.0
884,introspective,4.0
885,introspective,1.0
886,introspective,4.0
887,introspective,3.0
888,introspective,5.0
889,introspective,5.0
890,introspective,4.0
891,introspective,5.0
892,introspective,4.0
893,introspective,3.0
894,introspective,5.0
895,introspective,2.0
896,introspective,3.0
897,introspective,5.0
898,introspective,2.0
899,introspective,4.0
900,introspective,5.0
901,introspective,5.0
902,introspective,4.0
903,introspective,5.0
904,introspective,1.0
905,introspective,1.0
906,introspective,1.0
907,introspective,5.0
908,introspective,3.0
909,introspective,5.0
910,introspective,4.0
911,introspective,5.0
912,introspective,3.0
913,introspective,5.0
914,introspective,5.0
915,introspective,3.0
916,introspective,5.0
917,introspective,4.0
918,introspective,1.0
919,introspective,5.0
920,introspective,1.0
921,introspective,5.0
922,introspective,1.0
923,introspective,4.0
924,introspective,3.0
925,introspective,5.0
926,introspective,4.0
927,introspective,1.0
928,introspective,5.0
929,introspective,1.0
930,introspective,4.0
931,introspective,5.0
932,introspective,1.0
933,introspective,5.0
934,introspective,5.0
935,introspective,2.0
936,introspective,4.0
937,introspective,4.0
938,introspective,3.0
939,introspective,1.0
940,introspective,5.0
941,introspective,4.0
942,introspective,2.0
943,introspective,3.0
944,introspective,1.0
945,introspective,5.0
946,introspective,5.0
947,introspective,3.0
948,introspective,5.0
949,introspective,2.0
950,introspective,3.0
951,introspective,3.0
952,introspective,1.0
953,introspective,3.0
954,introspective,4.0
955,introspective,2.0
956,introspective,1.0
957,introspective,5.0
958,introspective,1.0
959,introspective,5.0
960,introspective,5.0
961,introspective,3.0
962,introspective,3.0
963,introspective,1.0
964,introspective,5.0
965,introspective,3.0
966,introspective,4.0
967,introspective,3.0
968,introspective,5.0
969,introspective,3.0
970,introspective,1.0
971,introspective,5.0
972,introspective,5.0
973,introspective,4.0
974,introspective,2.0
975,introspective,1.0
976,introspective,5.0
977,introspective,2.0
978,introspective,3.0
979,introspective,3.0
980,introspective,1.0
981,introspective,2.0
982,introspective,5.0
983,introspective,1.0
984,introspective,1.0
985,introspective,3.0
986,introspective,5.0
987,introspective,3.0
988,introspective,3.0
989,introspective,2.0
990,introspective,2.0
991,introspective,5.0
992,introspective,3.0
993,introspective,5.0
994,introspective,3.0
995,introspective,5.0
996,introspective,4.0
997,introspective,5.0
998,introspective,4.0
999,introspective,5.0
1000,introspective,3.0
1001,introspective,2.0
1002,introspective,3.0
1003,introspective,4.0
1004,introspective,2.0
1005,introspective,5.0
1006,introspective,3.0
1007,introspective,4.0
1008,introspective,4.0
1009,introspective,5.0
1010,introspective,2.0
1011,introspective,3.0
1012,introspective,2.0
1013,introspective,4.0
1014,introspective,3.0
1015,introspective,5.0
1016,introspective,4.0
1017,introspective,1.0
1018,introspective,3.0
1019,introspective,1.0
1020,introspective,1.0
1021,introspective,1.0
1022,introspective,4.0
1023,introspective,3.0
1024,introspective,5.0
1025,introspective,3.0
1026,introspective,4.0
1027,introspective,1.0
1028,introspective,5.0
1029,introspective,1.0
1030,introspective,4.0
1031,introspective,3.0
1032,introspective,5.0
1033,introspective,2.0
1034,introspective,3.0
1035,introspective,5.0
1036,introspective,4.0
1037,introspective,3.0
1038,introspective,3.0
1039,introspective,5.0
1040,introspective,3.0
1041,introspective,1.0
1042,introspective,1.0
1043,introspective,5.0
1044,introspective,2.0
1045,introspective,5.0
1046,introspective,1.0
1047,introspective,3.0
1048,introspective,4.0
1049,introspective,2.0
1050,introspective,2.0
1051,introspective,3.0
1052,introspective,3.0
1053,introspective,1.0
1054,introspective,5.0
1055,introspective,3.0
1056,introspective,5.0
1057,introspective,4.0
1058,introspective,4.0
1059,introspective,4.0
1060,introspective,4.0
1061,introspective,4.0
1062,introspective,3.0
1063,introspective,4.0
1064,introspective,4.0
1065,introspective,3.0
1066,introspective,5.0
1067,introspective,1.0
1068,introspective,5.0
1069,introspective,2.0
1070,introspective,5.0
1071,introspective,5.0
1072,introspective,1.0
1073,introspective,4.0
1074,introspective,5.0
1075,introspective,1.0
1076,introspective,3.0
1077,introspective,5.0
1078,introspective,5.0
1079,introspective,4.0
1080,introspective,5.0
1081,introspective,4.0
1082,introspective,5.0
1083,introspective,3.0
1084,introspective,1.0
1085,introspective,3.0
1086,introspective,2.0
1087,introspective,3.0
1088,introspective,5.0
1089,introspective,3.0
1090,introspective,1.0
1091,introspective,5.0
1092,introspective,5.0
1093,introspective,1.0
1094,introspective,3.0
1095,introspective,5.0
1096,introspective,2.0
1097,introspective,5.0
1098,introspective,5.0
1099,introspective,3.0
1100,introspective,2.0
1101,introspective,1.0
1102,introspective,4.0
1103,introspective,5.0
1104,introspective,4.0
1105,introspective,1.0
1106,introspective,3.0
1107,introspective,1.0
1108,introspective,3.0
1109,introspective,2.0
1110,introspective,3.0
1111,introspective,1.0
1112,introspective,4.0
1113,introspective,3.0
1114,introspective,3.0
1115,introspective,3.0
1116,introspective,3.0
1117,introspective,1.0
1118,introspective,3.0
1119,introspective,2.0
1120,introspective,5.0
1121,introspective,5.0
1122,introspective,3.0
1123,introspective,1.0
1124,introspective,3.0
1125,introspective,2.0
1126,introspective,4.0
1127,introspective,4.0
1128,introspective,2.0
1129,introspective,5.0
1130,introspective,5.0
1131,introspective,5.0
1132,introspective,2.0
1133,introspective,2.0
1134,introspective,3.0
1135,introspective,1.0
1136,introspective,5.0
1137,introspective,3.0
1138,introspective,3.0
1139,introspective,5.0
1140,introspective,1.0
1141,introspective,5.0
1142,introspective,2.0
1143,introspective,5.0
1144,introspective,5.0
1145,introspective,3.0
1146,introspective,4.0
1147,introspective,4.0
1148,introspective,4.0
1149,introspective,4.0
1150,introspective,3.0
1151,introspective,3.0
1152,introspective,2.0
1153,introspective,3.0
1154,introspective,5.0
1155,introspective,1.0
1156,introspective,1.0
1157,introspective,2.0
1158,introspective,1.0
1159,introspective,4.0
1160,introspective,1.0
1161,introspective,5.0
1162,introspective,1.0
1163,introspective,3.0
1164,introspective,3.0
1165,introspective,3.0
1166,introspective,2.0
1167,introspective,3.0
1168,introspective,5.0
1169,introspective,5.0
1170,introspective,4.0
1171,introspective,2.0
1172,introspective,4.0
1173,introspective,5.0
1174,introspective,5.0
1175,introspective,3.0
1176,introspective,3.0
1177,introspective,2.0
1178,introspective,3.0
1179,introspective,3.0
1180,introspective,4.0
1181,introspective,5.0
1182,introspective,5.0
1183,introspective,3.0
1184,introspective,3.0
1185,introspective,5.0
1186,introspective,4.0
1187,introspective,5.0
1188,introspective,4.0
1189,introspective,4.0
1190,introspective,5.0
1191,introspective,1.0
1192,introspective,4.0
1193,introspective,1.0
1194,introspective,4.0
1195,introspective,2.0
1196,introspective,5.0
1197,introspective,5.0
1198,introspective,2.0
1199,introspective,4.0
1200,introspective,1.0
1201,introspective,4.0
1202,introspective,4.0
1203,introspective,2.0
1204,introspective,4.0
1205,introspective,2.0
1206,introspective,1.0
1207,introspective,2.0
1208,introspective,3.0
1209,introspective,2.0
1210,introspective,1.0
1211,introspective,1.0
1212,introspective,4.0
1213,introspective,4.0
1214,introspective,4.0
1215,introspective,1.0
1216,introspective,3.0
1217,introspective,2.0
1218,introspective,1.0
1219,introspective,5.0
1220,introspective,1.0
1221,introspective,5.0
1222,introspective,2.0
1223,introspective,1.0
1224,introspective,5.0
1225,introspective,3.0
1226,introspective,4.0
1227,introspective,3.0
1228,introspective,2.0
1229,introspective,1.0
1230,introspective,3.0
1231,introspective,5.0
1232,introspective,4.0
1233,introspective,5.0
1234,introspective,3.0
1235,introspective,5.0
1236,introspective,1.0
1237,introspective,4.0
1238,introspective,3.0
1239,introspective,5.0
1240,introspective,5.0
1241,introspective,2.0
1242,introspective,3.0
1243,introspective,4.0
1244,introspective,4.0
1245,introspective,2.0
1246,introspective,3.0
1247,introspective,1.0
1248,introspective,3.0
1249,introspective,3.0
1250,introspective,2.0
1251,introspective,2.0
1252,introspective,3.0
1253,introspective,4.0
1254,introspective,4.0
1255,introspective,4.0
1256,introspective,5.0
1257,introspective,3.0
1258,introspective,5.0
1259,introspective,5.0
1260,introspective,5.0
1261,introspective,1.0
1262,introspective,4.0
1263,introspective,2.0
1264,introspective,3.0
1265,introspective,1.0
1266,introspective,2.0
1267,introspective,2.0
1268,introspective,5.0
1269,introspective,2.0
1270,introspective,3.0
1271,introspective,2.0
1272,introspective,2.0
1273,introspective,2.0
1274,introspective,5.0
1275,introspective,1.0
1276,introspective,2.0
1277,introspective,2.0
1278,introspective,5.0
1279,introspective,2.0
1280,introspective,2.0
1281,introspective,2.0
1282,introspective,4.0
1283,introspective,5.0
1284,introspective,3.0
1285,introspective,5.0
1286,introspective,1.0
1287,introspective,5.0
1288,introspective,1.0
1289,introspective,3.0
1290,introspective,4.0
1291,introspective,2.0
1292,introspective,5.0
1293,introspective,2.0
1294,introspective,1.0
1295,introspective,5.0
1296,introspective,4.0
1297,introspective,3.0
1298,introspective,5.0
1299,introspective,4.0
1300,introspective,5.0
1301,introspective,5.0
1302,introspective,5.0
1303,introspective,4.0
1304,introspective,2.0
1305,introspective,3.0
1306,introspective,3.0
1307,introspective,5.0
1308,introspective,1.0
1309,introspective,1.0
1310,introspective,1.0
1311,introspective,4.0
1312,introspective,1.0
1313,introspective,1.0
1314,introspective,2.0
1315,introspective,3.0
1316,introspective,2.0
1317,introspective,1.0
1318,introspective,5.0
1319,introspective,4.0
1320,introspective,2.0
1321,introspective,1.0
1322,introspective,5.0
1323,introspective,2.0
1324,introspective,2.0
1325,introspective,4.0
1326,introspective,5.0
1327,introspective,2.0
1328,introspective,3.0
1329,introspective,1.0
1330,introspective,3.0
1331,introspective,3.0
1332,introspective,5.0
1333,introspective,4.0
1334,introspective,1.0
1335,introspective,5.0
1336,introspective,2.0
1337,introspective,2.0
1338,introspective,4.0
1339,introspective,1.0
1340,introspective,5.0
1341,introspective,3.0
1342,introspective,3.0
1343,introspective,5.0
1344,introspective,4.0
1345,introspective,4.0
1346,introspective,4.0
1347,introspective,1.0
1348,introspective,5.0
1349,introspective,2.0
1350,introspective,4.0
1351,introspective,1.0
1352,introspective,2.0
1353,introspective,1.0
1354,introspective,3.0
1355,introspective,2.0
1356,introspective,4.0
1357,introspective,2.0
1358,introspective,3.0
1359,introspective,5.0
1360,introspective,5.0
1361,introspective,4.0
1362,introspective,4.0
1363,introspective,2.0
1364,introspective,4.0
1365,introspective,5.0
1366,introspective,5.0
1367,introspective,1.0
1368,introspective,3.0
1369,introspective,1.0
1370,introspective,2.0
1371,introspective,4.0
1372,introspective,4.0
1373,introspective,5.0
1374,introspective,3.0
1375,introspective,4.0
1376,introspective,4.0
1377,introspective,4.0
1378,introspective,4.0
1379,introspective,2.0
1380,introspective,4.0
1381,introspective,3.0
1382,introspective,4.0
1383,introspective,1.0
1384,introspective,3.0
1385,introspective,1.0
1386,introspective,2.0
1387,introspective,2.0
1388,introspective,5.0
1389,introspective,5.0
1390,introspective,3.0
0,hobbies_over_people,4.0
1,hobbies_over_people,1.0
2,hobbies_over_people,5.0
3,hobbies_over_people,5.0
4,hobbies_over_people,4.0
5,hobbies_over_people,4.0
6,hobbies_over_people,3.0
7,hobbies_over_people,4.0
8,hobbies_over_people,4.0
9,hobbies_over_people,1.0
10,hobbies_over_people,5.0
11,hobbies_over_people,4.0
12,hobbies_over_people,1.0
13,hobbies_over_people,5.0
14,hobbies_over_people,3.0
15,hobbies_over_people,1.0
16,hobbies_over_people,5.0
17,hobbies_over_people,4.0
18,hobbies_over_people,5.0
19,hobbies_over_people,2.0
20,hobbies_over_people,4.0
21,hobbies_over_people,4.0
22,hobbies_over_people,3.0
23,hobbies_over_people,5.0
24,hobbies_over_people,4.0
25,hobbies_over_people,2.0
26,hobbies_over_people,5.0
27,hobbies_over_people,2.0
28,hobbies_over_people,5.0
29,hobbies_over_people,5.0
30,hobbies_over_people,4.0
31,hobbies_over_people,1.0
32,hobbies_over_people,1.0
33,hobbies_over_people,5.0
34,hobbies_over_people,4.0
35,hobbies_over_people,5.0
36,hobbies_over_people,4.0
37,hobbies_over_people,4.0
38,hobbies_over_people,4.0
39,hobbies_over_people,2.0
40,hobbies_over_people,3.0
41,hobbies_over_people,1.0
42,hobbies_over_people,1.0
43,hobbies_over_people,4.0
44,hobbies_over_people,5.0
45,hobbies_over_people,5.0
46,hobbies_over_people,1.0
47,hobbies_over_people,4.0
48,hobbies_over_people,3.0
49,hobbies_over_people,5.0
50,hobbies_over_people,4.0
51,hobbies_over_people,4.0
52,hobbies_over_people,1.0
53,hobbies_over_people,1.0
54,hobbies_over_people,4.0
55,hobbies_over_people,4.0
56,hobbies_over_people,2.0
57,hobbies_over_people,4.0
58,hobbies_over_people,4.0
59,hobbies_over_people,3.0
60,hobbies_over_people,1.0
61,hobbies_over_people,5.0
62,hobbies_over_people,5.0
63,hobbies_over_people,5.0
64,hobbies_over_people,1.0
65,hobbies_over_people,1.0
66,hobbies_over_people,2.0
67,hobbies_over_people,5.0
68,hobbies_over_people,5.0
69,hobbies_over_people,4.0
70,hobbies_over_people,4.0
71,hobbies_over_people,1.0
72,hobbies_over_people,4.0
73,hobbies_over_people,5.0
74,hobbies_over_people,1.0
75,hobbies_over_people,1.0
76,hobbies_over_people,5.0
77,hobbies_over_people,5.0
78,hobbies_over_people,4.0
79,hobbies_over_people,1.0
80,hobbies_over_people,1.0
81,hobbies_over_people,2.0
82,hobbies_over_people,5.0
83,hobbies_over_people,3.0
84,hobbies_over_people,3.0
85,hobbies_over_people,1.0
86,hobbies_over_people,1.0
87,hobbies_over_people,1.0
88,hobbies_over_people,5.0
89,hobbies_over_people,2.0
90,hobbies_over_people,2.0
91,hobbies_over_people,4.0
92,hobbies_over_people,4.0
93,hobbies_over_people,2.0
94,hobbies_over_people,1.0
95,hobbies_over_people,3.0
96,hobbies_over_people,5.0
97,hobbies_over_people,4.0
98,hobbies_over_people,1.0
99,hobbies_over_people,3.0
100,hobbies_over_people,5.0
101,hobbies_over_people,1.0
102,hobbies_over_people,1.0
103,hobbies_over_people,5.0
104,hobbies_over_people,2.0
105,hobbies_over_people,5.0
106,hobbies_over_people,2.0
107,hobbies_over_people,5.0
108,hobbies_over_people,1.0
109,hobbies_over_people,1.0
110,hobbies_over_people,4.0
111,hobbies_over_people,4.0
112,hobbies_over_people,1.0
113,hobbies_over_people,1.0
114,hobbies_over_people,3.0
115,hobbies_over_people,1.0
116,hobbies_over_people,1.0
117,hobbies_over_people,4.0
118,hobbies_over_people,4.0
119,hobbies_over_people,4.0
120,hobbies_over_people,5.0
121,hobbies_over_people,1.0
122,hobbies_over_people,5.0
123,hobbies_over_people,1.0
124,hobbies_over_people,3.0
125,hobbies_over_people,3.0
126,hobbies_over_people,2.0
127,hobbies_over_people,1.0
128,hobbies_over_people,3.0
129,hobbies_over_people,1.0
130,hobbies_over_people,5.0
131,hobbies_over_people,1.0
132,hobbies_over_people,4.0
133,hobbies_over_people,4.0
134,hobbies_over_people,5.0
135,hobbies_over_people,2.0
136,hobbies_over_people,1.0
137,hobbies_over_people,1.0
138,hobbies_over_people,1.0
139,hobbies_over_people,1.0
140,hobbies_over_people,1.0
141,hobbies_over_people,1.0
142,hobbies_over_people,2.0
143,hobbies_over_people,5.0
144,hobbies_over_people,1.0
145,hobbies_over_people,5.0
146,hobbies_over_people,5.0
147,hobbies_over_people,2.0
148,hobbies_over_people,1.0
149,hobbies_over_people,5.0
150,hobbies_over_people,4.0
151,hobbies_over_people,3.0
152,hobbies_over_people,2.0
153,hobbies_over_people,2.0
154,hobbies_over_people,5.0
155,hobbies_over_people,4.0
156,hobbies_over_people,3.0
157,hobbies_over_people,5.0
158,hobbies_over_people,5.0
159,hobbies_over_people,5.0
160,hobbies_over_people,5.0
161,hobbies_over_people,5.0
162,hobbies_over_people,1.0
163,hobbies_over_people,1.0
164,hobbies_over_people,2.0
165,hobbies_over_people,1.0
166,hobbies_over_people,1.0
167,hobbies_over_people,1.0
168,hobbies_over_people,2.0
169,hobbies_over_people,3.0
170,hobbies_over_people,5.0
171,hobbies_over_people,1.0
172,hobbies_over_people,5.0
173,hobbies_over_people,3.0
174,hobbies_over_people,1.0
175,hobbies_over_people,5.0
176,hobbies_over_people,5.0
177,hobbies_over_people,2.0
178,hobbies_over_people,4.0
179,hobbies_over_people,4.0
180,hobbies_over_people,5.0
181,hobbies_over_people,1.0
182,hobbies_over_people,5.0
183,hobbies_over_people,4.0
184,hobbies_over_people,5.0
185,hobbies_over_people,5.0
186,hobbies_over_people,1.0
187,hobbies_over_people,5.0
188,hobbies_over_people,1.0
189,hobbies_over_people,5.0
190,hobbies_over_people,3.0
191,hobbies_over_people,1.0
192,hobbies_over_people,3.0
193,hobbies_over_people,5.0
194,hobbies_over_people,1.0
195,hobbies_over_people,4.0
196,hobbies_over_people,5.0
197,hobbies_over_people,1.0
198,hobbies_over_people,5.0
199,hobbies_over_people,4.0
200,hobbies_over_people,3.0
201,hobbies_over_people,1.0
202,hobbies_over_people,5.0
203,hobbies_over_people,5.0
204,hobbies_over_people,1.0
205,hobbies_over_people,3.0
206,hobbies_over_people,4.0
207,hobbies_over_people,4.0
208,hobbies_over_people,3.0
209,hobbies_over_people,3.0
210,hobbies_over_people,5.0
211,hobbies_over_people,5.0
212,hobbies_over_people,3.0
213,hobbies_over_people,1.0
214,hobbies_over_people,5.0
215,hobbies_over_people,1.0
216,hobbies_over_people,5.0
217,hobbies_over_people,5.0
218,hobbies_over_people,5.0
219,hobbies_over_people,2.0
220,hobbies_over_people,4.0
221,hobbies_over_people,5.0
222,hobbies_over_people,4.0
223,hobbies_over_people,1.0
224,hobbies_over_people,5.0
225,hobbies_over_people,3.0
226,hobbies_over_people,5.0
227,hobbies_over_people,4.0
228,hobbies_over_people,4.0
229,hobbies_over_people,2.0
230,hobbies_over_people,4.0
231,hobbies_over_people,1.0
232,hobbies_over_people,1.0
233,hobbies_over_people,5.0
234,hobbies_over_people,3.0
235,hobbies_over_people,0.0
236,hobbies_over_people,5.0
237,hobbies_over_people,4.0
238,hobbies_over_people,5.0
239,hobbies_over_people,4.0
240,hobbies_over_people,5.0
241,hobbies_over_people,2.0
242,hobbies_over_people,5.0
243,hobbies_over_people,4.0
244,hobbies_over_people,3.0
245,hobbies_over_people,4.0
246,hobbies_over_people,5.0
247,hobbies_over_people,4.0
248,hobbies_over_people,1.0
249,hobbies_over_people,4.0
250,hobbies_over_people,4.0
251,hobbies_over_people,1.0
252,hobbies_over_people,1.0
253,hobbies_over_people,1.0
254,hobbies_over_people,4.0
255,hobbies_over_people,1.0
256,hobbies_over_people,3.0
257,hobbies_over_people,5.0
258,hobbies_over_people,1.0
259,hobbies_over_people,5.0
260,hobbies_over_people,2.0
261,hobbies_over_people,2.0
262,hobbies_over_people,1.0
263,hobbies_over_people,1.0
264,hobbies_over_people,4.0
265,hobbies_over_people,2.0
266,hobbies_over_people,4.0
267,hobbies_over_people,5.0
268,hobbies_over_people,3.0
269,hobbies_over_people,3.0
270,hobbies_over_people,5.0
271,hobbies_over_people,5.0
272,hobbies_over_people,3.0
273,hobbies_over_people,4.0
274,hobbies_over_people,2.0
275,hobbies_over_people,1.0
276,hobbies_over_people,2.0
277,hobbies_over_people,4.0
278,hobbies_over_people,3.0
279,hobbies_over_people,3.0
280,hobbies_over_people,4.0
281,hobbies_over_people,1.0
282,hobbies_over_people,5.0
283,hobbies_over_people,4.0
284,hobbies_over_people,1.0
285,hobbies_over_people,2.0
286,hobbies_over_people,4.0
287,hobbies_over_people,5.0
288,hobbies_over_people,4.0
289,hobbies_over_people,1.0
290,hobbies_over_people,4.0
291,hobbies_over_people,5.0
292,hobbies_over_people,1.0
293,hobbies_over_people,3.0
294,hobbies_over_people,1.0
295,hobbies_over_people,3.0
296,hobbies_over_people,0.0
297,hobbies_over_people,5.0
298,hobbies_over_people,5.0
299,hobbies_over_people,5.0
300,hobbies_over_people,4.0
301,hobbies_over_people,1.0
302,hobbies_over_people,4.0
303,hobbies_over_people,1.0
304,hobbies_over_people,1.0
305,hobbies_over_people,4.0
306,hobbies_over_people,5.0
307,hobbies_over_people,2.0
308,hobbies_over_people,5.0
309,hobbies_over_people,5.0
310,hobbies_over_people,3.0
311,hobbies_over_people,5.0
312,hobbies_over_people,3.0
313,hobbies_over_people,1.0
314,hobbies_over_people,2.0
315,hobbies_over_people,3.0
316,hobbies_over_people,5.0
317,hobbies_over_people,1.0
318,hobbies_over_people,3.0
319,hobbies_over_people,1.0
320,hobbies_over_people,4.0
321,hobbies_over_people,3.0
322,hobbies_over_people,4.0
323,hobbies_over_people,1.0
324,hobbies_over_people,3.0
325,hobbies_over_people,1.0
326,hobbies_over_people,1.0
327,hobbies_over_people,1.0
328,hobbies_over_people,4.0
329,hobbies_over_people,3.0
330,hobbies_over_people,4.0
331,hobbies_over_people,3.0
332,hobbies_over_people,5.0
333,hobbies_over_people,5.0
334,hobbies_over_people,5.0
335,hobbies_over_people,1.0
336,hobbies_over_people,5.0
337,hobbies_over_people,4.0
338,hobbies_over_people,3.0
339,hobbies_over_people,3.0
340,hobbies_over_people,4.0
341,hobbies_over_people,1.0
342,hobbies_over_people,1.0
343,hobbies_over_people,2.0
344,hobbies_over_people,4.0
345,hobbies_over_people,1.0
346,hobbies_over_people,2.0
347,hobbies_over_people,5.0
348,hobbies_over_people,3.0
349,hobbies_over_people,3.0
350,hobbies_over_people,2.0
351,hobbies_over_people,1.0
352,hobbies_over_people,5.0
353,hobbies_over_people,5.0
354,hobbies_over_people,5.0
355,hobbies_over_people,1.0
356,hobbies_over_people,5.0
357,hobbies_over_people,5.0
358,hobbies_over_people,1.0
359,hobbies_over_people,3.0
360,hobbies_over_people,1.0
361,hobbies_over_people,4.0
362,hobbies_over_people,3.0
363,hobbies_over_people,4.0
364,hobbies_over_people,5.0
365,hobbies_over_people,5.0
366,hobbies_over_people,2.0
367,hobbies_over_people,2.0
368,hobbies_over_people,1.0
369,hobbies_over_people,5.0
370,hobbies_over_people,2.0
371,hobbies_over_people,5.0
372,hobbies_over_people,3.0
373,hobbies_over_people,4.0
374,hobbies_over_people,4.0
375,hobbies_over_people,2.0
376,hobbies_over_people,3.0
377,hobbies_over_people,5.0
378,hobbies_over_people,1.0
379,hobbies_over_people,3.0
380,hobbies_over_people,4.0
381,hobbies_over_people,4.0
382,hobbies_over_people,2.0
383,hobbies_over_people,1.0
384,hobbies_over_people,1.0
385,hobbies_over_people,5.0
386,hobbies_over_people,3.0
387,hobbies_over_people,1.0
388,hobbies_over_people,3.0
389,hobbies_over_people,3.0
390,hobbies_over_people,2.0
