race_white,race_nerdy,race_native_american,writing_novel,read_tech_reports,online_over_inperson,introspective,hobbies_over_people,books_over_parties,bookish,libraries_over_publicspace,race_native_austrailian,like_hard_material,race_hispanic,diagnosed_autistic,play_many_videogames,race_arab,race_asian,interested_science,playes_rpgs,in_advanced_classes,collect_books,intelligence_over_appearance,watch_science_shows,academic_over_social,like_science_fiction,like_dry_topics,race_black,calm,disorganized,extraverted,dependable,critical,opennness,anxious,sympathetic,reserved,conventional,was_odd_child,prefer_fictional_people,enjoy_learning,excited_about_research,strange_person,like_superheroes,socially_awkward,subject_id
1.0,0.0,0.0,3.0,3.0,3.0,1.0,4.0,5.0,3.0,4.0,0.0,5.0,0.0,2.0,2.0,0.0,1.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,1.0,0.0,2.0,4.0,5.0,4.0,6.0,7.0,6.0,5.0,1.0,1.0,2.0,4.0,5.0,5.0,5.0,1.0,5.0,280
0.0,1.0,0.0,1.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,3.0,5.0,5.0,5.0,2.0,5.0,1.0,5.0,3.0,0.0,7.0,1.0,6.0,7.0,1.0,7.0,1.0,6.0,3.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,281
1.0,0.0,0.0,3.0,3.0,5.0,3.0,5.0,5.0,3.0,1.0,0.0,3.0,0.0,2.0,4.0,0.0,0.0,4.0,5.0,3.0,4.0,5.0,4.0,2.0,4.0,5.0,0.0,4.0,6.0,2.0,2.0,5.0,5.0,5.0,4.0,5.0,2.0,3.0,3.0,1.0,1.0,5.0,1.0,4.0,282
1.0,0.0,0.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,0.0,5.0,0.0,2.0,5.0,0.0,0.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,0.0,1.0,3.0,3.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,4.0,5.0,1.0,5.0,4.0,2.0,5.0,283
1.0,0.0,0.0,1.0,5.0,4.0,4.0,1.0,5.0,4.0,3.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,3.0,5.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,0.0,4.0,2.0,2.0,7.0,2.0,5.0,6.0,6.0,7.0,6.0,4.0,1.0,1.0,2.0,3.0,3.0,4.0,284
1.0,0.0,0.0,4.0,2.0,5.0,4.0,2.0,3.0,5.0,4.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,0.0,6.0,5.0,2.0,5.0,5.0,5.0,6.0,5.0,7.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,285
1.0,1.0,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,3.0,1.0,4.0,1.0,2.0,4.0,1.0,3.0,1.0,0.0,6.0,5.0,6.0,4.0,4.0,6.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,286
1.0,0.0,0.0,5.0,2.0,4.0,3.0,5.0,3.0,3.0,3.0,0.0,2.0,1.0,2.0,5.0,0.0,0.0,5.0,4.0,4.0,1.0,5.0,1.0,4.0,4.0,5.0,0.0,3.0,6.0,6.0,5.0,4.0,6.0,7.0,7.0,5.0,1.0,1.0,2.0,3.0,4.0,4.0,3.0,2.0,287
0.0,0.0,0.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,0.0,5.0,1.0,2.0,5.0,0.0,0.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,0.0,4.0,3.0,3.0,6.0,4.0,5.0,4.0,6.0,4.0,1.0,3.0,5.0,3.0,5.0,4.0,5.0,5.0,288
0.0,0.0,0.0,1.0,3.0,2.0,4.0,1.0,3.0,1.0,5.0,0.0,5.0,0.0,2.0,4.0,0.0,1.0,5.0,4.0,5.0,5.0,3.0,4.0,1.0,2.0,2.0,1.0,7.0,5.0,3.0,6.0,4.0,6.0,1.0,4.0,7.0,5.0,1.0,1.0,1.0,2.0,5.0,5.0,2.0,289
1.0,0.0,0.0,3.0,5.0,1.0,1.0,4.0,4.0,3.0,5.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,2.0,3.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,0.0,6.0,3.0,5.0,6.0,2.0,6.0,2.0,6.0,5.0,2.0,5.0,1.0,1.0,5.0,4.0,1.0,5.0,290
1.0,0.0,0.0,5.0,5.0,5.0,3.0,5.0,3.0,4.0,4.0,0.0,4.0,0.0,1.0,5.0,0.0,0.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,2.0,5.0,0.0,1.0,6.0,5.0,2.0,5.0,4.0,7.0,3.0,5.0,2.0,3.0,5.0,3.0,5.0,3.0,5.0,2.0,291
1.0,0.0,0.0,1.0,5.0,3.0,2.0,1.0,4.0,3.0,5.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,4.0,4.0,1.0,4.0,3.0,5.0,2.0,5.0,2.0,0.0,4.0,3.0,2.0,6.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,1.0,1.0,4.0,5.0,4.0,5.0,292
1.0,0.0,0.0,3.0,3.0,5.0,5.0,3.0,5.0,5.0,4.0,0.0,3.0,0.0,2.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0.0,2.0,3.0,1.0,5.0,2.0,5.0,4.0,6.0,6.0,1.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,293
1.0,0.0,0.0,1.0,3.0,1.0,4.0,1.0,5.0,1.0,5.0,0.0,5.0,0.0,2.0,4.0,0.0,0.0,5.0,5.0,5.0,1.0,5.0,5.0,1.0,3.0,1.0,0.0,1.0,7.0,4.0,1.0,6.0,7.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,294
1.0,0.0,0.0,4.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,0.0,3.0,0.0,2.0,4.0,0.0,0.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,0.0,2.0,6.0,1.0,4.0,5.0,7.0,3.0,5.0,7.0,6.0,4.0,4.0,2.0,4.0,0.0,3.0,5.0,295
1.0,0.0,0.0,3.0,0.0,5.0,3.0,0.0,4.0,5.0,3.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,0.0,7.0,2.0,1.0,4.0,1.0,6.0,4.0,4.0,5.0,2.0,3.0,1.0,3.0,5.0,3.0,1.0,3.0,296
0.0,0.0,0.0,5.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,0.0,4.0,0.0,2.0,5.0,0.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,0.0,3.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,2.0,5.0,5.0,5.0,5.0,297
1.0,0.0,0.0,1.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,0.0,5.0,0.0,2.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,3.0,7.0,7.0,4.0,7.0,7.0,4.0,7.0,1.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,5.0,298
1.0,0.0,0.0,5.0,3.0,5.0,5.0,5.0,3.0,3.0,4.0,0.0,4.0,0.0,2.0,5.0,0.0,0.0,5.0,3.0,4.0,5.0,4.0,4.0,2.0,5.0,5.0,0.0,6.0,5.0,7.0,7.0,5.0,7.0,2.0,2.0,5.0,1.0,3.0,4.0,5.0,5.0,3.0,2.0,5.0,299
1.0,0.0,0.0,4.0,3.0,5.0,5.0,4.0,3.0,4.0,3.0,0.0,1.0,0.0,2.0,5.0,0.0,0.0,3.0,5.0,4.0,3.0,4.0,1.0,1.0,4.0,5.0,0.0,5.0,5.0,4.0,3.0,5.0,5.0,6.0,5.0,6.0,2.0,4.0,5.0,1.0,4.0,4.0,1.0,3.0,300
1.0,0.0,0.0,4.0,5.0,5.0,1.0,1.0,3.0,3.0,4.0,0.0,5.0,0.0,2.0,4.0,0.0,0.0,5.0,1.0,5.0,4.0,5.0,2.0,3.0,1.0,4.0,0.0,7.0,5.0,5.0,7.0,5.0,7.0,1.0,5.0,7.0,2.0,5.0,5.0,1.0,3.0,4.0,1.0,5.0,301
1.0,0.0,0.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,0.0,4.0,0.0,2.0,4.0,0.0,0.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,0.0,6.0,3.0,1.0,2.0,5.0,3.0,5.0,5.0,6.0,2.0,4.0,5.0,5.0,5.0,4.0,2.0,2.0,302
1.0,0.0,0.0,1.0,4.0,5.0,2.0,1.0,5.0,4.0,2.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,5.0,5.0,1.0,5.0,5.0,3.0,4.0,4.0,1.0,0.0,1.0,3.0,1.0,5.0,3.0,5.0,7.0,4.0,7.0,2.0,3.0,1.0,5.0,5.0,5.0,1.0,5.0,303
1.0,0.0,0.0,1.0,4.0,5.0,5.0,1.0,0.0,5.0,5.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0.0,3.0,3.0,2.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,304
1.0,0.0,0.0,5.0,4.0,3.0,5.0,4.0,5.0,3.0,5.0,0.0,5.0,0.0,2.0,4.0,0.0,0.0,5.0,3.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,0.0,2.0,6.0,3.0,2.0,5.0,7.0,6.0,3.0,5.0,1.0,5.0,5.0,2.0,4.0,4.0,4.0,4.0,305
1.0,0.0,0.0,3.0,4.0,3.0,2.0,5.0,4.0,3.0,4.0,0.0,5.0,0.0,1.0,5.0,0.0,0.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,0.0,6.0,1.0,2.0,6.0,4.0,4.0,5.0,7.0,6.0,1.0,3.0,4.0,2.0,3.0,4.0,3.0,5.0,306
1.0,0.0,0.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,4.0,0.0,3.0,0.0,2.0,4.0,0.0,0.0,5.0,5.0,3.0,4.0,4.0,5.0,3.0,3.0,5.0,0.0,4.0,3.0,2.0,4.0,2.0,5.0,5.0,7.0,5.0,1.0,3.0,1.0,2.0,2.0,5.0,3.0,5.0,307
1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,0.0,4.0,0.0,2.0,5.0,0.0,0.0,3.0,5.0,5.0,5.0,3.0,2.0,3.0,4.0,5.0,0.0,2.0,5.0,2.0,1.0,6.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,1.0,4.0,5.0,1.0,3.0,308
1.0,0.0,0.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,0.0,2.0,0.0,2.0,5.0,0.0,0.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,0.0,1.0,6.0,1.0,4.0,6.0,6.0,6.0,1.0,7.0,1.0,3.0,5.0,1.0,5.0,5.0,4.0,3.0,309
1.0,0.0,0.0,1.0,2.0,2.0,2.0,3.0,5.0,1.0,3.0,0.0,1.0,0.0,2.0,5.0,0.0,0.0,4.0,3.0,4.0,2.0,1.0,5.0,1.0,4.0,1.0,0.0,3.0,7.0,3.0,5.0,7.0,7.0,4.0,7.0,7.0,1.0,1.0,2.0,1.0,1.0,5.0,5.0,5.0,310
1.0,0.0,0.0,2.0,2.0,5.0,5.0,5.0,5.0,1.0,3.0,0.0,4.0,0.0,2.0,5.0,0.0,0.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,0.0,2.0,7.0,3.0,1.0,5.0,5.0,6.0,6.0,4.0,5.0,4.0,2.0,1.0,2.0,2.0,3.0,1.0,311
1.0,0.0,0.0,2.0,4.0,2.0,2.0,3.0,4.0,2.0,4.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,2.0,4.0,2.0,3.0,2.0,4.0,3.0,3.0,2.0,0.0,5.0,2.0,5.0,5.0,4.0,6.0,4.0,5.0,5.0,5.0,4.0,1.0,2.0,4.0,3.0,4.0,4.0,312
1.0,0.0,0.0,1.0,4.0,2.0,1.0,1.0,3.0,2.0,5.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,2.0,3.0,4.0,5.0,2.0,5.0,4.0,4.0,1.0,0.0,6.0,6.0,6.0,1.0,2.0,7.0,1.0,6.0,3.0,2.0,2.0,1.0,1.0,2.0,5.0,3.0,5.0,313
1.0,0.0,0.0,2.0,4.0,5.0,5.0,2.0,4.0,5.0,5.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,0.0,5.0,3.0,6.0,6.0,3.0,7.0,1.0,5.0,5.0,1.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,314
1.0,0.0,0.0,3.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,0.0,5.0,0.0,2.0,4.0,0.0,1.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,2.0,5.0,0.0,5.0,7.0,1.0,6.0,6.0,6.0,7.0,5.0,5.0,3.0,5.0,3.0,1.0,2.0,5.0,1.0,4.0,315
1.0,0.0,0.0,3.0,4.0,5.0,4.0,5.0,5.0,2.0,4.0,0.0,4.0,0.0,2.0,5.0,0.0,0.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,0.0,4.0,5.0,3.0,6.0,4.0,6.0,6.0,6.0,6.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,316
1.0,0.0,0.0,5.0,3.0,4.0,3.0,1.0,4.0,5.0,4.0,0.0,4.0,0.0,2.0,3.0,0.0,0.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,5.0,0.0,2.0,3.0,2.0,4.0,5.0,5.0,6.0,4.0,7.0,3.0,3.0,4.0,2.0,4.0,5.0,1.0,5.0,317
1.0,0.0,0.0,1.0,3.0,2.0,2.0,3.0,4.0,1.0,4.0,0.0,4.0,0.0,2.0,4.0,0.0,0.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,0.0,7.0,5.0,2.0,5.0,5.0,4.0,5.0,5.0,7.0,3.0,3.0,4.0,1.0,5.0,5.0,2.0,4.0,318
1.0,0.0,0.0,3.0,3.0,5.0,5.0,1.0,2.0,1.0,4.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,5.0,3.0,2.0,1.0,5.0,5.0,3.0,5.0,1.0,0.0,5.0,7.0,4.0,7.0,7.0,5.0,1.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,319
1.0,0.0,0.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,0.0,5.0,0.0,1.0,5.0,0.0,0.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,0.0,4.0,7.0,1.0,3.0,4.0,5.0,4.0,5.0,7.0,2.0,3.0,2.0,2.0,1.0,3.0,4.0,3.0,320
1.0,0.0,0.0,4.0,3.0,4.0,2.0,3.0,4.0,2.0,2.0,0.0,4.0,0.0,2.0,3.0,0.0,0.0,4.0,4.0,4.0,1.0,2.0,4.0,2.0,2.0,2.0,0.0,3.0,3.0,3.0,5.0,5.0,6.0,6.0,5.0,5.0,2.0,4.0,1.0,1.0,3.0,4.0,2.0,3.0,321
1.0,0.0,0.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,0.0,4.0,0.0,2.0,5.0,0.0,0.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0,0.0,3.0,4.0,2.0,5.0,5.0,1.0,6.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,5.0,5.0,322
1.0,0.0,0.0,1.0,5.0,3.0,3.0,1.0,4.0,3.0,1.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,2.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,0.0,4.0,2.0,6.0,7.0,4.0,6.0,4.0,6.0,4.0,2.0,3.0,3.0,1.0,3.0,4.0,1.0,4.0,323
1.0,0.0,0.0,1.0,5.0,3.0,4.0,3.0,4.0,3.0,5.0,0.0,5.0,0.0,2.0,5.0,0.0,0.0,1.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,0.0,6.0,4.0,2.0,6.0,3.0,3.0,5.0,6.0,7.0,1.0,5.0,1.0,4.0,5.0,5.0,5.0,4.0,324
1.0,0.0,0.0,1.0,4.0,3.0,2.0,1.0,4.0,2.0,4.0,0.0,5.0,0.0,2.0,4.0,0.0,0.0,4.0,2.0,1.0,4.0,2.0,3.0,4.0,4.0,2.0,0.0,1.0,6.0,6.0,5.0,4.0,6.0,7.0,6.0,2.0,1.0,3.0,2.0,1.0,4.0,4.0,1.0,5.0,325
1.0,1.0,0.0,1.0,5.0,3.0,1.0,1.0,5.0,2.0,5.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,0.0,2.0,5.0,2.0,6.0,6.0,7.0,6.0,5.0,5.0,1.0,5.0,4.0,4.0,5.0,5.0,1.0,5.0,326
1.0,0.0,0.0,5.0,1.0,5.0,5.0,1.0,4.0,3.0,4.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,5.0,5.0,4.0,5.0,3.0,5.0,3.0,4.0,5.0,0.0,1.0,3.0,3.0,5.0,7.0,7.0,6.0,1.0,2.0,1.0,5.0,1.0,3.0,5.0,5.0,5.0,5.0,327
0.0,0.0,0.0,2.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,0.0,3.0,0.0,2.0,2.0,0.0,1.0,5.0,4.0,2.0,5.0,5.0,4.0,5.0,5.0,4.0,0.0,6.0,2.0,2.0,3.0,5.0,7.0,5.0,7.0,7.0,4.0,1.0,5.0,5.0,5.0,5.0,2.0,5.0,328
1.0,0.0,0.0,1.0,4.0,4.0,4.0,3.0,5.0,3.0,5.0,0.0,4.0,0.0,2.0,3.0,0.0,0.0,2.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,0.0,6.0,7.0,1.0,5.0,6.0,7.0,5.0,2.0,7.0,6.0,4.0,3.0,2.0,3.0,5.0,5.0,5.0,329
1.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,0.0,2.0,6.0,2.0,6.0,6.0,6.0,6.0,3.0,6.0,2.0,2.0,1.0,1.0,4.0,3.0,3.0,4.0,330
1.0,0.0,0.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,4.0,5.0,2.0,4.0,5.0,4.0,4.0,3.0,3.0,0.0,6.0,5.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,2.0,3.0,4.0,1.0,3.0,4.0,2.0,4.0,331
1.0,0.0,0.0,4.0,5.0,2.0,2.0,5.0,5.0,1.0,2.0,0.0,2.0,0.0,2.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,0.0,4.0,6.0,7.0,3.0,2.0,7.0,2.0,7.0,2.0,1.0,1.0,5.0,1.0,5.0,5.0,3.0,5.0,332
1.0,0.0,0.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,0.0,1.0,5.0,0.0,0.0,5.0,5.0,2.0,4.0,5.0,5.0,4.0,4.0,4.0,0.0,2.0,7.0,2.0,4.0,3.0,6.0,7.0,2.0,5.0,1.0,4.0,5.0,1.0,3.0,3.0,1.0,5.0,333
1.0,0.0,0.0,2.0,5.0,1.0,1.0,5.0,5.0,2.0,1.0,0.0,5.0,0.0,2.0,5.0,0.0,0.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,0.0,6.0,3.0,2.0,6.0,6.0,2.0,1.0,2.0,6.0,5.0,2.0,1.0,5.0,2.0,4.0,1.0,5.0,334
1.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0,3.0,5.0,4.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,3.0,3.0,4.0,1.0,3.0,3.0,2.0,5.0,2.0,0.0,5.0,4.0,5.0,6.0,1.0,6.0,1.0,7.0,4.0,3.0,1.0,1.0,1.0,4.0,3.0,5.0,5.0,335
0.0,0.0,0.0,2.0,5.0,5.0,1.0,5.0,5.0,3.0,5.0,0.0,5.0,0.0,2.0,4.0,0.0,0.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,1.0,6.0,6.0,2.0,7.0,7.0,6.0,6.0,4.0,7.0,1.0,5.0,1.0,4.0,5.0,5.0,3.0,5.0,336
1.0,0.0,0.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,0.0,2.0,5.0,0.0,0.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,0.0,6.0,3.0,3.0,6.0,5.0,6.0,3.0,2.0,6.0,3.0,5.0,3.0,3.0,3.0,5.0,4.0,4.0,337
1.0,0.0,0.0,2.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,0.0,5.0,0.0,2.0,3.0,0.0,0.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,0.0,3.0,2.0,2.0,6.0,5.0,7.0,4.0,5.0,6.0,5.0,3.0,1.0,2.0,3.0,5.0,4.0,5.0,338
0.0,0.0,0.0,1.0,4.0,2.0,4.0,3.0,5.0,2.0,4.0,0.0,5.0,0.0,2.0,1.0,0.0,1.0,3.0,3.0,4.0,2.0,5.0,5.0,4.0,3.0,4.0,0.0,6.0,2.0,3.0,6.0,5.0,6.0,1.0,5.0,5.0,2.0,5.0,4.0,1.0,5.0,5.0,2.0,5.0,339
0.0,0.0,0.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,0.0,4.0,0.0,2.0,5.0,0.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,0.0,2.0,5.0,2.0,7.0,7.0,5.0,7.0,5.0,3.0,2.0,4.0,5.0,2.0,4.0,4.0,1.0,2.0,340
0.0,1.0,0.0,1.0,4.0,4.0,2.0,1.0,4.0,2.0,4.0,0.0,4.0,0.0,2.0,4.0,0.0,0.0,4.0,2.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,0.0,6.0,2.0,5.0,6.0,6.0,6.0,2.0,4.0,4.0,2.0,3.0,1.0,1.0,1.0,4.0,4.0,4.0,341
0.0,0.0,0.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,3.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,5.0,5.0,5.0,3.0,5.0,2.0,1.0,1.0,5.0,0.0,1.0,6.0,1.0,7.0,4.0,7.0,6.0,5.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,342
1.0,0.0,1.0,1.0,4.0,2.0,3.0,2.0,4.0,5.0,5.0,0.0,5.0,0.0,2.0,3.0,0.0,0.0,3.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,3.0,0.0,7.0,2.0,7.0,6.0,1.0,7.0,1.0,7.0,7.0,1.0,4.0,2.0,4.0,5.0,4.0,5.0,5.0,343
1.0,0.0,0.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,0.0,3.0,0.0,2.0,4.0,0.0,0.0,5.0,5.0,2.0,5.0,5.0,4.0,3.0,3.0,1.0,0.0,5.0,6.0,3.0,5.0,6.0,5.0,6.0,3.0,3.0,1.0,3.0,2.0,1.0,5.0,5.0,2.0,5.0,344
1.0,0.0,0.0,1.0,4.0,3.0,2.0,1.0,1.0,4.0,4.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,4.0,1.0,5.0,5.0,5.0,1.0,0.0,2.0,5.0,3.0,1.0,5.0,5.0,7.0,7.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,3.0,5.0,345
1.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,0.0,5.0,0.0,2.0,2.0,0.0,0.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,5.0,2.0,0.0,6.0,3.0,7.0,6.0,5.0,7.0,2.0,6.0,2.0,1.0,3.0,2.0,2.0,2.0,4.0,4.0,5.0,346
1.0,0.0,0.0,5.0,4.0,3.0,5.0,5.0,3.0,4.0,4.0,0.0,5.0,0.0,2.0,5.0,0.0,0.0,2.0,4.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,0.0,6.0,5.0,6.0,4.0,3.0,5.0,5.0,6.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,347
0.0,0.0,0.0,5.0,5.0,1.0,1.0,3.0,4.0,2.0,5.0,0.0,5.0,0.0,2.0,1.0,0.0,1.0,1.0,4.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,0.0,7.0,7.0,4.0,5.0,6.0,7.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,348
1.0,0.0,0.0,4.0,4.0,4.0,1.0,3.0,4.0,5.0,4.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,3.0,4.0,4.0,2.0,4.0,4.0,5.0,5.0,5.0,0.0,3.0,5.0,6.0,3.0,1.0,3.0,6.0,5.0,6.0,6.0,4.0,5.0,2.0,5.0,4.0,1.0,5.0,349
1.0,0.0,0.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,0.0,4.0,0.0,2.0,4.0,0.0,0.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,0.0,4.0,4.0,5.0,5.0,3.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,2.0,2.0,4.0,2.0,4.0,350
1.0,0.0,0.0,2.0,5.0,3.0,3.0,1.0,4.0,3.0,2.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,4.0,0.0,4.0,4.0,2.0,4.0,4.0,4.0,1.0,0.0,6.0,5.0,6.0,6.0,3.0,5.0,2.0,7.0,3.0,2.0,3.0,1.0,1.0,3.0,4.0,2.0,4.0,351
0.0,0.0,0.0,2.0,1.0,4.0,4.0,5.0,5.0,3.0,5.0,0.0,4.0,0.0,2.0,4.0,0.0,1.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,0.0,6.0,7.0,4.0,1.0,5.0,7.0,2.0,3.0,4.0,1.0,3.0,4.0,1.0,4.0,5.0,5.0,5.0,352
1.0,0.0,0.0,2.0,2.0,5.0,4.0,5.0,5.0,3.0,3.0,0.0,4.0,0.0,2.0,5.0,0.0,0.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,0.0,3.0,3.0,3.0,3.0,4.0,6.0,6.0,6.0,6.0,2.0,2.0,5.0,2.0,4.0,5.0,2.0,4.0,353
1.0,0.0,0.0,3.0,2.0,2.0,1.0,5.0,1.0,2.0,5.0,0.0,5.0,1.0,2.0,5.0,0.0,0.0,1.0,1.0,5.0,2.0,2.0,5.0,1.0,2.0,2.0,0.0,6.0,3.0,7.0,5.0,6.0,5.0,3.0,5.0,3.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,3.0,354
