Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,introelapse,testelapse,surveyelapse,TIPI1,TIPI2,TIPI3,TIPI4,TIPI5,TIPI6,TIPI7,TIPI8,TIPI9,TIPI10,VCL1,VCL2,VCL3,VCL4,VCL5,VCL6,VCL7,VCL8,VCL9,VCL10,VCL11,VCL12,VCL13,VCL14,VCL15,VCL16,education,urban,gender,engnat,age,screenw,screenh,hand,religion,orientation,voted,married,familysize,major,race+AF8-arab,race+AF8-asian,race+AF8-black,race+AF8-white,race+AF8-hispanic,race+AF8-nativeam,race+AF8-nativeau,race+AF8-other,nerdy,ASD
3,5,5,4,4,4,5,5,5,4,2,5,5,4,2,5,5,3,2,5,4,3,5,5,5,4,21,74,102,6,3,6,1,7,5,5,3,5,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,2,1,2,45,1366,768,2,2,2,1,1,2,,0,0,0,1,0,0,0,0,7,1
4,5,5,4,5,3,5,5,2,4,3,5,5,4,3,4,5,5,4,5,3,1,2,5,1,4,29,132,136,1,6,6,7,6,5,5,7,5,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,2,1,15,1366,768,1,1,5,2,1,2,,0,1,0,1,0,0,0,0,5,2
4,3,4,3,4,3,4,4,3,5,5,4,2,4,3,4,5,4,5,3,4,3,3,4,2,4,4,101,189,3,4,6,6,6,6,6,5,4,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,1,2,1,19,1920,1080,1,2,1,2,1,6,Biology,0,0,0,1,0,0,0,0,5,2
4,4,4,3,5,4,3,5,4,4,1,4,5,3,5,3,4,4,3,3,4,2,4,5,1,5,7,59,113,2,5,4,6,5,7,4,3,2,3,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3,2,2,1,19,1920,1080,1,5,1,2,1,5,Behavioral science,0,0,0,1,0,0,0,0,5,2
4,5,4,3,5,4,4,3,4,4,3,4,1,3,1,2,2,4,4,3,4,1,5,5,2,4,16,100,125,2,5,5,5,4,7,5,5,7,3,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3,3,1,2,28,1920,1080,1,2,1,2,1,1,History,0,0,0,1,0,0,0,0,5,2
5,2,3,5,1,3,5,1,5,2,1,4,1,3,3,5,5,4,2,1,1,1,1,4,5,5,11,105,139,4,7,7,1,5,6,5,7,5,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,4,2,1,2,29,1920,1200,1,4,1,1,2,3,Physics,0,0,0,1,0,0,0,0,7,2
5,5,5,5,4,3,5,4,4,5,4,4,4,4,5,5,4,5,5,3,2,2,1,3,4,3,16,90,160,1,4,3,4,5,7,5,7,4,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,1,1,26,1600,900,1,1,4,2,1,2,Psychology,0,0,0,1,0,0,0,0,6,1
4,4,4,2,1,2,4,2,2,4,3,2,2,3,4,2,4,4,3,4,1,1,3,4,2,3,24,156,132,3,5,5,6,6,5,5,3,3,2,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,2,2,1,15,1366,768,1,7,3,2,1,3,,0,0,0,1,0,0,0,0,5,2
5,5,5,4,4,3,5,5,4,4,4,5,5,5,4,5,5,4,5,3,3,2,3,4,5,5,189,155,176,2,5,5,6,1,3,2,4,3,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4,2,1,2,29,360,640,1,2,1,2,1,3,Business Management,0,0,0,1,0,0,0,0,6,2
2,1,4,1,1,3,2,1,3,4,1,1,3,5,1,3,3,5,1,3,3,1,3,4,1,4,7,169,207,6,4,7,4,6,4,6,2,4,2,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,4,3,2,1,49,768,1024,1,7,1,1,2,4,Music,0,0,0,1,0,0,0,0,1,2
1,5,5,4,5,5,5,3,4,4,3,5,3,5,1,4,3,5,5,5,1,4,5,5,5,4,2,101,138,2,3,6,5,3,7,6,4,6,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,4,3,1,1,48,1280,800,1,2,1,1,2,2,biology,0,0,0,1,0,0,0,0,7,2
4,1,2,2,4,4,3,2,4,4,1,4,2,4,1,2,3,5,4,3,2,1,4,4,1,5,6,92,137,6,4,5,7,6,2,6,6,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,4,2,2,1,37,768,1024,1,2,1,2,2,2,Music history,0,0,0,1,0,0,0,0,3,2
5,5,5,5,3,3,5,5,4,5,1,5,2,5,1,1,3,2,1,5,4,4,5,5,1,5,259,140,154,2,6,6,6,7,5,5,5,2,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,3,2,2,15,1440,900,1,12,3,2,1,1,Psychology,0,0,0,1,0,0,0,1,5,2
5,4,5,3,5,3,5,5,4,4,1,4,3,1,5,5,5,5,1,5,1,3,5,5,5,5,4,122,193,3,7,5,6,7,2,1,3,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,3,2,2,16,360,640,3,2,1,2,1,1,,0,0,0,1,0,0,0,0,4,2
5,2,4,5,5,5,4,4,5,5,4,4,5,4,2,3,4,3,2,1,5,5,5,5,2,5,538,166,134,2,5,3,5,7,7,7,2,6,4,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,3,3,2,17,768,1024,1,2,4,2,1,2,,0,1,0,0,0,0,0,0,6,2
2,4,4,5,5,4,5,5,5,5,3,5,3,4,1,4,4,4,3,4,3,2,3,5,5,5,13,128,111,1,6,5,5,7,7,2,7,6,6,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,2,2,1,1,20,1280,800,1,2,3,1,1,1,Economics,0,0,0,1,0,0,0,0,5,2
4,4,4,4,2,3,4,4,4,4,4,3,4,4,4,4,4,1,4,2,1,1,4,3,3,4,353,96,130,2,6,6,6,6,6,3,6,2,2,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,3,3,2,2,32,1280,800,1,2,1,1,1,3,biochemistry,0,0,0,1,0,0,0,0,6,2
4,2,5,5,4,4,4,3,3,4,3,4,4,4,5,4,4,4,1,3,4,1,3,4,2,4,12,116,191,4,5,5,6,5,6,6,5,6,2,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,2,3,2,2,19,1600,900,1,1,3,1,1,1,Sociology,0,0,0,1,0,0,0,0,6,2
5,5,5,5,5,3,4,5,5,5,5,2,1,5,4,2,2,2,5,1,5,1,5,5,3,5,22,125,184,7,2,3,2,7,2,7,6,4,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,2,1,1,1,18,1440,900,1,1,1,1,1,3,,0,0,0,1,0,0,0,0,6,2
5,2,5,5,4,4,5,4,4,5,5,5,5,5,2,5,5,5,5,4,5,1,3,3,1,5,3,86,172,2,3,4,7,6,5,2,7,2,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,3,1,1,14,1366,768,1,2,1,2,1,3,I plan to study music,0,0,0,1,0,0,0,0,6,1
5,4,5,4,5,4,4,5,4,5,5,1,2,5,2,1,1,5,5,2,1,5,2,4,1,5,778,98,80,2,6,6,1,2,6,2,3,6,5,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,3,2,1,2,20,1680,1050,1,2,1,1,1,4,Philosophy,0,0,0,1,0,0,0,0,6,2
3,4,3,3,1,2,3,2,5,3,1,4,5,3,1,1,3,3,1,1,1,1,4,3,5,5,3,107,182,5,1,6,1,6,4,7,4,5,3,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,2,2,2,1,52,1280,720,1,7,1,1,2,8,Computers ,0,0,0,1,0,0,0,0,6,2
3,5,4,4,5,5,5,3,5,5,5,5,3,5,2,1,5,5,4,5,1,4,5,5,3,5,718,152,21,2,7,7,6,6,7,4,6,6,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,1,1,2,26,601,962,1,7,1,2,1,6,physics,0,0,1,0,0,0,0,0,5,2
5,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,5,4,5,5,3,3,3,5,4,4,3,114,173,3,5,6,3,6,6,2,3,6,3,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,2,2,2,14,360,640,1,2,2,2,1,2,,0,0,0,1,0,0,0,0,6,2
4,5,4,4,4,4,5,4,4,5,3,4,4,3,2,3,4,5,3,3,1,2,3,5,4,5,70,69,90,2,5,6,4,7,6,5,2,3,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,1,1,2,19,1920,1080,1,2,3,1,1,3,,0,0,0,1,0,0,0,0,6,2
3,4,3,5,2,4,5,4,3,5,3,4,2,4,1,4,2,5,1,5,4,1,5,5,2,5,16,94,150,3,5,6,1,6,5,5,2,6,2,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,3,3,2,1,22,1366,768,1,2,1,2,1,2,Electrical Engineeirng,0,1,0,0,0,0,0,0,5,2
4,4,4,4,4,4,4,5,4,4,4,4,4,2,3,2,4,4,5,4,5,2,4,4,1,2,28,65,120,2,7,7,7,5,3,5,5,2,2,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,3,2,2,1,23,1280,800,1,2,1,2,1,1,biology,0,1,0,0,0,0,0,0,6,2
4,3,2,3,4,3,5,4,3,4,1,4,2,4,1,2,4,4,4,3,1,1,1,4,4,4,1,176,261,5,6,6,2,6,4,4,2,6,2,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,3,2,1,1,27,768,1024,3,2,1,2,1,2,Computer science,0,0,0,0,0,0,0,1,6,2
5,5,5,5,3,1,2,5,1,1,1,3,5,5,5,5,5,1,1,1,1,1,1,1,1,5,6,102,184,1,4,7,6,7,7,5,6,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,4,3,2,2,20,0,0,1,8,1,2,1,2,marketing,0,1,0,0,0,0,0,0,3,2
3,5,4,3,4,5,5,3,5,4,2,5,5,4,1,3,2,5,3,4,2,4,5,4,5,5,16,135,136,7,1,6,1,7,7,7,2,7,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,2,2,1,1,17,1280,800,1,12,1,2,1,3,Computer Science,0,0,0,1,0,1,0,0,4,2
5,2,5,5,5,3,4,1,3,3,4,4,3,4,2,4,4,3,4,3,2,1,5,5,2,5,2,117,210,3,6,5,6,5,3,3,6,5,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,2,1,14,360,640,2,3,2,2,1,2,,0,0,0,1,0,0,0,0,5,2
1,2,2,1,4,5,5,1,5,1,1,4,4,4,1,2,3,1,1,5,5,1,5,5,3,5,51,140,169,3,5,1,7,5,5,7,5,2,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,3,1,2,1,43,412,732,1,3,1,1,2,2,Healthcare ,0,0,0,1,0,0,0,0,5,2
4,4,2,3,4,3,4,2,5,2,2,4,2,2,3,2,2,5,2,3,2,2,2,4,4,5,6,270,298,7,5,6,2,7,2,6,3,6,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,3,3,2,2,28,360,640,1,7,1,1,1,2,marketing and public relations ,0,0,0,1,0,0,0,0,5,2
2,5,4,2,5,5,5,5,5,3,5,4,4,4,5,5,3,5,5,3,3,2,4,4,4,4,18,79,128,6,3,4,5,5,4,6,5,6,3,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,3,2,1,1,25,1600,900,1,1,1,2,1,1,Information tech,0,0,0,1,0,0,0,0,7,2
1,5,4,1,5,1,5,1,5,4,3,5,2,5,5,1,1,5,1,1,1,1,5,5,1,5,2,103,150,4,6,5,1,7,7,1,7,7,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,2,3,1,1,17,1024,768,1,12,1,2,1,1,,0,1,0,0,0,0,0,0,1,2
3,4,4,4,2,5,4,5,5,4,3,4,5,4,4,1,4,4,2,4,5,2,5,4,1,5,18,96,124,6,1,3,6,3,6,5,5,3,6,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,1,2,2,19,1518,853,1,6,1,1,1,3,,0,0,0,1,0,0,0,0,5,2
3,3,4,3,4,2,4,3,3,4,2,3,2,3,3,3,3,4,4,3,1,2,2,4,2,4,3,74,130,5,3,5,6,6,3,6,4,4,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,17,320,534,1,4,5,2,1,2,,0,0,0,1,0,0,0,0,5,2
4,4,0,2,4,4,4,1,4,4,1,2,3,5,2,3,3,5,1,3,1,1,3,4,2,4,4,96,165,6,3,6,2,5,3,7,5,6,2,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,2,1,54,1778,1000,2,9,1,1,3,3,communication studies,0,0,0,1,0,0,0,0,5,2
5,5,0,5,5,5,5,2,5,5,5,5,3,1,2,4,4,4,4,3,4,1,4,5,5,5,17,77,93,4,5,1,2,7,4,3,7,6,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,2,2,2,1,19,1280,800,1,2,1,1,1,2,,0,1,0,0,0,0,0,0,6,2
4,4,5,4,4,3,3,4,4,5,5,3,3,2,2,4,5,4,5,2,5,2,4,5,2,4,3,86,207,3,4,3,6,6,6,6,3,3,2,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,20,1920,1080,1,1,5,2,1,1,Elementary Education,0,0,0,1,0,0,0,0,5,2
1,5,1,2,2,1,5,2,2,1,5,5,2,2,3,1,2,5,5,4,1,1,4,1,4,3,2,321,209,7,6,5,3,5,3,5,3,6,2,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,2,3,1,2,19,1360,768,1,2,1,1,1,1,computer science,0,0,0,1,1,0,0,0,2,2
3,3,4,3,4,4,4,4,5,4,1,2,5,4,1,2,4,5,1,4,5,4,5,4,1,5,12,158,209,3,1,6,2,7,6,7,1,6,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,3,1,2,1,31,414,736,1,5,1,2,1,4,Political science ,0,0,0,1,0,1,0,0,4,2
5,1,5,5,5,5,1,5,5,5,5,3,5,5,1,5,5,5,5,5,3,5,5,3,5,5,453,138,350,6,5,3,7,7,7,4,7,7,4,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,3,2,2,14,1366,768,1,10,4,2,1,3,,1,0,0,1,0,0,0,0,5,2
5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,2,5,5,5,5,5,9,59,97,1,3,3,5,7,7,3,6,2,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,2,1,1,1,18,1280,1024,1,2,1,2,1,1,,0,0,0,1,0,0,0,0,7,2
4,1,4,5,3,1,1,1,2,4,1,1,3,3,1,1,3,1,1,1,4,1,3,1,1,1,2,109,138,2,4,3,5,6,5,6,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,46,375,667,0,4,1,0,0,2,Psychological ,0,0,0,0,0,0,0,0,5,2
4,5,4,4,3,2,4,2,2,4,3,4,3,4,2,4,4,1,2,3,1,2,3,4,3,3,7,95,133,5,3,3,4,6,4,4,5,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,2,2,23,1440,900,1,10,1,1,1,4,Management,0,1,0,0,0,0,0,0,5,2
3,4,4,1,3,4,3,5,3,5,1,2,5,5,3,5,5,3,1,1,2,5,5,4,1,3,3,149,396,2,4,3,4,5,6,6,5,5,4,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,4,2,2,2,26,1366,768,1,8,1,2,2,0,Engineering,0,1,0,0,0,0,0,0,7,2
4,4,5,3,1,3,4,4,2,3,4,2,4,2,1,5,5,2,5,2,1,1,1,1,1,1,2,109,160,2,6,1,7,1,7,3,6,2,6,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,1,1,16,320,568,1,4,1,2,1,2,,0,0,0,1,0,0,0,0,4,2
5,5,5,3,5,2,5,5,5,4,3,5,4,4,5,3,5,5,3,5,4,4,4,5,3,4,37,155,271,1,4,5,7,6,7,5,5,7,5,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,3,1,2,2,19,534,320,1,7,1,2,1,2,Tourism management,0,1,0,0,0,0,0,0,5,2
5,4,5,5,4,2,4,4,3,4,4,4,4,4,5,5,4,4,4,4,3,1,4,5,4,4,27,64,95,3,3,3,6,2,5,3,1,2,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,1,1,69,1366,768,1,2,5,2,1,2,,0,0,0,1,0,0,0,0,7,1
5,0,5,5,4,4,4,5,4,5,5,1,4,5,3,5,5,3,3,5,1,1,1,5,4,5,15,55,143,3,5,6,6,7,6,5,1,2,3,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,4,3,3,2,34,1366,768,2,3,2,1,3,1,marketing,0,0,0,1,1,0,0,0,5,2
4,5,5,4,5,5,5,4,4,3,5,5,5,4,3,3,5,5,5,4,5,5,5,5,5,5,6,89,192,2,1,7,5,3,7,6,1,5,4,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,4,2,2,1,46,1366,768,1,6,3,2,3,2,Natural Sciences,0,0,0,1,0,0,0,0,6,1
4,5,5,2,3,4,5,1,3,3,2,5,3,5,3,5,4,5,3,5,1,2,3,3,5,3,1821,164,329,1,4,3,6,5,7,4,5,3,7,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3,2,2,2,32,320,568,1,2,1,2,1,4,Chemistry,0,0,0,0,1,0,0,0,6,2
3,5,3,3,3,4,5,4,4,2,2,4,3,4,4,2,2,5,2,2,4,2,5,4,4,4,2,62,86,6,5,5,3,5,3,6,2,6,3,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,2,2,1,52,1280,960,1,2,2,1,3,5,Industrial Engineering and Education,0,0,0,1,0,0,1,0,6,2
4,5,4,5,5,4,5,5,2,3,1,5,5,5,4,4,4,5,1,4,1,1,4,4,2,4,13,82,120,2,1,3,6,6,6,7,3,6,2,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,2,2,2,16,1366,768,1,12,3,2,1,2,,0,0,0,1,0,0,0,0,6,2
4,3,5,4,1,4,3,4,4,4,5,3,2,3,3,4,4,4,3,4,3,4,4,4,1,2,8,96,139,4,4,1,6,2,6,5,6,2,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,17,1366,768,1,10,1,2,1,3,,0,1,0,0,0,0,0,0,5,2
1,2,4,2,2,4,4,1,4,4,2,2,1,2,1,2,2,4,5,1,2,1,4,2,2,2,2,60,125,3,5,6,1,3,5,4,2,7,7,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,4,2,1,1,33,2560,1440,1,7,1,1,1,2,Business,0,0,0,1,0,0,0,0,2,2
3,4,5,3,4,3,5,5,4,4,5,5,5,4,3,5,5,5,4,4,4,4,4,4,3,4,8,147,194,2,5,1,4,5,7,3,6,7,4,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,3,3,2,2,19,360,640,1,1,2,2,1,2,psychology,0,1,0,0,0,0,0,0,6,2
4,4,5,2,3,4,5,5,5,5,3,2,3,4,4,4,5,5,2,4,2,3,5,5,4,3,10,110,109,3,3,5,3,7,7,6,3,3,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,2,2,1,15,1440,900,1,4,4,2,1,2,,0,0,0,1,0,0,0,0,2,2
4,4,5,4,1,1,2,4,1,4,4,3,3,2,5,3,2,3,1,2,1,1,5,1,2,1,4,271,294,2,5,1,3,3,4,5,3,2,4,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,2,1,2,1,20,1366,768,1,1,5,2,1,1,maths,0,0,0,1,0,0,0,0,4,2
5,3,5,5,3,3,4,5,4,4,4,2,2,5,2,2,4,5,2,4,2,2,2,4,3,5,6,107,178,5,4,5,6,7,4,5,7,5,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,2,1,14,1366,768,1,1,1,2,1,2,Art,0,1,0,0,0,0,0,0,6,2
3,4,3,5,5,2,4,4,5,4,2,5,3,2,2,2,2,4,2,3,5,1,3,5,4,5,16198,77,145,6,4,5,3,7,3,6,7,6,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,2,3,2,2,32,601,962,1,1,4,2,1,1,Italian language and literature,0,0,0,1,0,0,0,0,5,2
2,1,4,3,1,1,4,1,1,3,3,4,1,3,1,2,4,1,2,4,1,1,1,4,1,1,3,126,120,1,5,3,7,4,6,5,5,3,5,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,2,2,1,26,768,1024,1,7,1,2,1,1,Paralegal studies,0,0,0,1,0,0,0,0,3,2
5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,5,5,4,5,1,1,5,5,2,5,12,64,129,1,5,5,3,7,7,5,6,5,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,2,3,2,1,26,1280,1024,1,2,2,1,1,1,Creative writing,0,0,0,1,0,0,0,0,6,2
4,3,4,3,4,3,4,4,2,4,1,4,4,2,1,3,2,4,5,2,1,1,2,4,4,4,3,82,107,2,2,6,7,5,6,6,5,1,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,1,1,18,1440,900,1,1,3,2,1,2,,0,0,0,1,0,0,0,0,6,2
5,5,5,5,5,5,5,5,5,5,3,5,5,5,2,5,5,5,5,5,1,5,5,5,1,5,1251,51,86,1,5,5,7,6,5,5,3,2,2,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,2,3,2,1,23,1366,768,2,12,1,1,1,3,,0,0,0,0,0,0,0,1,6,2
5,5,5,3,5,5,3,5,5,3,4,2,5,5,2,5,5,2,5,4,2,3,5,3,3,4,5,109,179,1,3,4,6,4,5,4,2,3,3,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,3,1,2,37,414,736,1,1,1,1,3,2,Psychology ,0,0,0,1,1,0,0,0,7,2
5,4,5,5,4,4,5,5,4,3,4,5,5,4,3,5,5,2,4,4,1,3,3,5,5,5,92,109,159,1,5,6,7,4,7,1,3,5,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,2,1,2,20,1366,768,1,1,1,2,1,1,,0,0,0,1,0,0,0,0,4,2
4,2,2,3,2,2,3,4,4,3,2,1,2,5,2,4,3,5,5,4,1,1,1,3,1,2,1,93,120,6,4,6,3,6,4,7,5,7,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,2,1,16,1920,1080,1,6,1,2,1,2,,0,0,0,1,0,0,0,0,5,2
4,5,5,1,1,1,5,5,5,5,1,3,5,5,2,1,2,5,2,5,5,2,5,5,1,2,19,102,179,5,6,7,1,7,1,3,6,6,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,2,3,2,2,16,1600,900,1,12,1,2,1,3,,0,1,0,0,0,0,0,0,4,2
4,5,4,3,4,4,4,2,3,4,1,4,5,4,2,4,4,3,1,4,1,1,5,4,3,4,42,98,109,1,1,6,3,5,7,4,2,5,6,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,2,2,1,1,49,1920,1080,1,2,1,1,3,2,,0,0,0,1,0,0,0,0,3,2
4,4,5,4,2,5,4,4,3,5,5,2,3,5,2,4,4,1,5,5,4,2,5,4,4,4,2337,53,66,1,5,5,6,6,7,6,5,6,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,3,3,1,17,600,976,1,1,4,2,1,2,,0,0,0,1,0,0,0,0,6,2
5,4,4,4,4,5,5,5,4,3,3,5,5,3,1,5,4,5,3,4,5,3,5,5,4,5,3,131,151,2,3,4,4,4,6,1,3,3,2,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,2,1,1,14,768,1280,1,2,1,2,1,3,none,0,0,0,1,0,0,0,0,6,2
2,5,3,2,5,4,5,2,5,4,1,5,4,3,2,2,4,5,1,3,5,2,5,5,4,5,4,212,306,3,5,3,4,6,5,6,3,3,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,4,2,1,1,50,1366,768,1,6,0,2,2,2,Science,0,0,0,1,0,0,0,0,5,2
0,5,4,5,2,5,5,4,3,5,3,4,4,5,2,1,5,5,3,4,4,4,5,5,1,2,20,145,278,3,2,3,6,7,5,7,5,5,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,3,2,2,1,53,360,640,1,6,1,2,2,2,Nursing,0,0,0,1,0,1,0,0,5,2
4,4,5,4,2,4,5,2,3,3,3,3,5,4,4,4,3,4,4,4,4,3,5,4,3,3,1,66,64,2,5,4,7,5,6,6,5,2,2,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,3,1,2,16,1440,900,1,2,3,2,1,2,,0,0,0,1,0,0,0,0,6,2
4,4,4,4,3,3,2,5,3,2,2,2,2,1,4,5,4,3,4,3,1,1,3,3,2,3,15,117,130,5,6,6,4,6,3,5,3,4,6,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,2,2,19,1366,768,1,1,1,2,1,4,,0,0,0,1,0,0,0,0,5,2
4,4,4,3,5,5,5,4,5,5,5,4,3,5,3,1,2,5,1,4,2,1,5,5,4,4,450,69,117,6,2,3,3,6,4,7,5,6,2,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,3,2,1,25,1440,900,1,2,1,1,1,1,cognitive science,0,0,0,1,0,0,0,0,6,2
4,5,5,4,3,2,4,5,4,4,2,5,5,4,5,4,5,5,2,3,4,2,4,3,2,4,8,94,141,2,4,6,7,6,6,5,6,5,2,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,4,2,2,1,18,1440,900,2,1,2,1,1,2,,0,0,0,1,0,0,0,0,6,2
5,4,4,5,5,4,4,3,4,5,3,4,3,4,2,5,4,4,1,3,2,4,4,5,4,5,468,547,87,1,5,7,7,7,6,5,5,1,7,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,2,2,3,1,31,1024,768,1,1,2,2,1,1,Art,0,0,0,1,0,0,0,0,6,1
5,5,5,5,4,4,5,5,5,5,5,4,4,4,4,4,5,5,5,4,5,1,5,5,2,5,6,75,118,2,5,1,7,6,6,6,7,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,3,3,1,14,1366,768,1,1,5,2,1,3,,0,0,0,1,0,0,0,0,6,1
3,5,4,3,3,4,5,3,4,4,3,4,4,2,4,4,4,4,2,3,2,3,4,2,3,3,6,69,173,5,6,4,5,6,7,3,6,4,5,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,2,3,1,1,21,1366,768,1,4,4,1,1,2,Classics,0,1,0,1,0,0,0,1,5,2
4,4,5,1,2,5,4,4,5,5,1,4,5,4,1,4,4,5,1,3,3,4,5,3,1,4,27,82,156,3,6,4,6,6,6,5,4,3,4,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,2,1,2,2,18,1366,768,1,2,2,2,1,2,sociology,0,0,0,1,0,0,0,0,5,2
5,4,4,4,4,5,3,5,2,3,5,2,4,4,3,5,4,4,3,4,4,2,5,3,3,4,4,94,165,2,5,4,6,5,7,6,5,3,4,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,2,3,2,2,15,360,640,2,1,2,2,1,1,N/A,0,1,0,0,0,0,0,0,7,2
