education,urban,gender,engnat,age,hand,religion,voted,married,familysize,major,subject_id
3.0,2.0,1.0,1.0,23.0,1.0,6.0,2.0,1.0,2.0,Photography,307
1.0,3.0,2.0,2.0,18.0,1.0,1.0,2.0,1.0,3.0,,308
2.0,1.0,2.0,2.0,18.0,1.0,1.0,2.0,1.0,1.0,,309
2.0,2.0,1.0,2.0,25.0,1.0,1.0,2.0,1.0,1.0,,310
2.0,2.0,1.0,2.0,18.0,1.0,1.0,2.0,1.0,2.0,,311
3.0,3.0,1.0,1.0,26.0,1.0,1.0,1.0,1.0,1.0,Accounting,312
3.0,2.0,1.0,1.0,25.0,1.0,2.0,2.0,1.0,4.0,music,313
3.0,2.0,1.0,2.0,45.0,2.0,2.0,1.0,1.0,2.0,,314
2.0,3.0,2.0,1.0,15.0,1.0,1.0,2.0,1.0,2.0,,315
2.0,1.0,2.0,1.0,19.0,1.0,2.0,2.0,1.0,6.0,Biology,316
3.0,2.0,2.0,1.0,19.0,1.0,5.0,2.0,1.0,5.0,Behavioral science,317
3.0,3.0,1.0,2.0,28.0,1.0,2.0,2.0,1.0,1.0,History,318
4.0,2.0,1.0,2.0,29.0,1.0,4.0,1.0,2.0,3.0,Physics,319
2.0,2.0,1.0,1.0,26.0,1.0,1.0,2.0,1.0,2.0,Psychology,320
1.0,2.0,2.0,1.0,15.0,1.0,7.0,2.0,1.0,3.0,,321
4.0,2.0,1.0,2.0,29.0,1.0,2.0,2.0,1.0,3.0,Business Management,322
4.0,3.0,2.0,1.0,49.0,1.0,7.0,1.0,2.0,4.0,Music,323
4.0,3.0,1.0,1.0,48.0,1.0,2.0,1.0,2.0,2.0,biology,324
4.0,2.0,2.0,1.0,37.0,1.0,2.0,2.0,2.0,2.0,Music history,325
1.0,3.0,2.0,2.0,15.0,1.0,12.0,2.0,1.0,1.0,Psychology,326
1.0,3.0,2.0,2.0,16.0,3.0,2.0,2.0,1.0,1.0,,327
1.0,3.0,3.0,2.0,17.0,1.0,2.0,2.0,1.0,2.0,,328
2.0,2.0,1.0,1.0,20.0,1.0,2.0,1.0,1.0,1.0,Economics,329
3.0,3.0,2.0,2.0,32.0,1.0,2.0,1.0,1.0,3.0,biochemistry,330
2.0,3.0,2.0,2.0,19.0,1.0,1.0,1.0,1.0,1.0,Sociology,331
2.0,1.0,1.0,1.0,18.0,1.0,1.0,1.0,1.0,3.0,,332
1.0,3.0,1.0,1.0,14.0,1.0,2.0,2.0,1.0,3.0,I plan to study music,333
3.0,2.0,1.0,2.0,20.0,1.0,2.0,1.0,1.0,4.0,Philosophy,334
2.0,2.0,2.0,1.0,52.0,1.0,7.0,1.0,2.0,8.0,Computers ,335
3.0,1.0,1.0,2.0,26.0,1.0,7.0,2.0,1.0,6.0,physics,336
1.0,2.0,2.0,2.0,14.0,1.0,2.0,2.0,1.0,2.0,,337
2.0,1.0,1.0,2.0,19.0,1.0,2.0,1.0,1.0,3.0,,338
3.0,3.0,2.0,1.0,22.0,1.0,2.0,2.0,1.0,2.0,Electrical Engineeirng,339
3.0,2.0,2.0,1.0,23.0,1.0,2.0,2.0,1.0,1.0,biology,340
3.0,2.0,1.0,1.0,27.0,3.0,2.0,2.0,1.0,2.0,Computer science,341
4.0,3.0,2.0,2.0,20.0,1.0,8.0,2.0,1.0,2.0,marketing,342
2.0,2.0,1.0,1.0,17.0,1.0,12.0,2.0,1.0,3.0,Computer Science,343
1.0,1.0,2.0,1.0,14.0,2.0,3.0,2.0,1.0,2.0,,344
3.0,1.0,2.0,1.0,43.0,1.0,3.0,1.0,2.0,2.0,Healthcare ,345
3.0,3.0,2.0,2.0,28.0,1.0,7.0,1.0,1.0,2.0,marketing and public relations ,346
3.0,2.0,1.0,1.0,25.0,1.0,1.0,2.0,1.0,1.0,Information tech,347
2.0,3.0,1.0,1.0,17.0,1.0,12.0,2.0,1.0,1.0,,348
2.0,1.0,2.0,2.0,19.0,1.0,6.0,1.0,1.0,3.0,,349
2.0,2.0,2.0,1.0,17.0,1.0,4.0,2.0,1.0,2.0,,350
3.0,2.0,2.0,1.0,54.0,2.0,9.0,1.0,3.0,3.0,communication studies,351
2.0,2.0,2.0,1.0,19.0,1.0,2.0,1.0,1.0,2.0,,352
2.0,2.0,2.0,1.0,20.0,1.0,1.0,2.0,1.0,1.0,Elementary Education,353
2.0,3.0,1.0,2.0,19.0,1.0,2.0,1.0,1.0,1.0,computer science,354
3.0,1.0,2.0,1.0,31.0,1.0,5.0,2.0,1.0,4.0,Political science ,355
1.0,3.0,2.0,2.0,14.0,1.0,10.0,2.0,1.0,3.0,,356
2.0,1.0,1.0,1.0,18.0,1.0,2.0,2.0,1.0,1.0,,357
3.0,2.0,2.0,0.0,46.0,0.0,4.0,0.0,0.0,2.0,Psychological ,358
3.0,1.0,2.0,2.0,23.0,1.0,10.0,1.0,1.0,4.0,Management,359
4.0,2.0,2.0,2.0,26.0,1.0,8.0,2.0,2.0,0.0,Engineering,360
2.0,2.0,1.0,1.0,16.0,1.0,4.0,2.0,1.0,2.0,,361
3.0,1.0,2.0,2.0,19.0,1.0,7.0,2.0,1.0,2.0,Tourism management,362
2.0,3.0,1.0,1.0,69.0,1.0,2.0,2.0,1.0,2.0,,363
4.0,3.0,3.0,2.0,34.0,2.0,3.0,1.0,3.0,1.0,marketing,364
4.0,2.0,2.0,1.0,46.0,1.0,6.0,2.0,3.0,2.0,Natural Sciences,365
3.0,2.0,2.0,2.0,32.0,1.0,2.0,2.0,1.0,4.0,Chemistry,366
4.0,2.0,2.0,1.0,52.0,1.0,2.0,1.0,3.0,5.0,Industrial Engineering and Education,367
1.0,2.0,2.0,2.0,16.0,1.0,12.0,2.0,1.0,2.0,,368
2.0,2.0,2.0,1.0,17.0,1.0,10.0,2.0,1.0,3.0,,369
4.0,2.0,1.0,1.0,33.0,1.0,7.0,1.0,1.0,2.0,Business,370
3.0,3.0,2.0,2.0,19.0,1.0,1.0,2.0,1.0,2.0,psychology,371
1.0,2.0,2.0,1.0,15.0,1.0,4.0,2.0,1.0,2.0,,372
2.0,1.0,2.0,1.0,20.0,1.0,1.0,2.0,1.0,1.0,maths,373
1.0,1.0,2.0,1.0,14.0,1.0,1.0,2.0,1.0,2.0,Art,374
2.0,3.0,2.0,2.0,32.0,1.0,1.0,2.0,1.0,1.0,Italian language and literature,375
3.0,2.0,2.0,1.0,26.0,1.0,7.0,2.0,1.0,1.0,Paralegal studies,376
2.0,3.0,2.0,1.0,26.0,1.0,2.0,1.0,1.0,1.0,Creative writing,377
2.0,2.0,1.0,1.0,18.0,1.0,1.0,2.0,1.0,2.0,,378
2.0,3.0,2.0,1.0,23.0,2.0,12.0,1.0,1.0,3.0,,379
3.0,3.0,1.0,2.0,37.0,1.0,1.0,1.0,3.0,2.0,Psychology ,380
1.0,2.0,1.0,2.0,20.0,1.0,1.0,2.0,1.0,1.0,,381
2.0,3.0,2.0,1.0,16.0,1.0,6.0,2.0,1.0,2.0,,382
2.0,3.0,2.0,2.0,16.0,1.0,12.0,2.0,1.0,3.0,,383
2.0,2.0,1.0,1.0,49.0,1.0,2.0,1.0,3.0,2.0,,384
1.0,3.0,3.0,1.0,17.0,1.0,1.0,2.0,1.0,2.0,,385
1.0,2.0,1.0,1.0,14.0,1.0,2.0,2.0,1.0,3.0,none,386
4.0,2.0,1.0,1.0,50.0,1.0,6.0,2.0,2.0,2.0,Science,387
3.0,2.0,2.0,1.0,53.0,1.0,6.0,2.0,2.0,2.0,Nursing,388
1.0,3.0,1.0,2.0,16.0,1.0,2.0,2.0,1.0,2.0,,389
2.0,3.0,2.0,2.0,19.0,1.0,1.0,2.0,1.0,4.0,,390
4.0,3.0,2.0,1.0,25.0,1.0,2.0,1.0,1.0,1.0,cognitive science,391
4.0,2.0,2.0,1.0,18.0,2.0,1.0,1.0,1.0,2.0,,392
2.0,2.0,3.0,1.0,31.0,1.0,1.0,2.0,1.0,1.0,Art,393
1.0,3.0,3.0,1.0,14.0,1.0,1.0,2.0,1.0,3.0,,394
2.0,3.0,1.0,1.0,21.0,1.0,4.0,1.0,1.0,2.0,Classics,395
2.0,1.0,2.0,2.0,18.0,1.0,2.0,2.0,1.0,2.0,sociology,396
2.0,3.0,2.0,2.0,15.0,2.0,1.0,2.0,1.0,1.0,N/A,397
3.0,2.0,2.0,1.0,52.0,1.0,1.0,1.0,2.0,5.0,biology,398
1.0,2.0,2.0,1.0,14.0,2.0,4.0,2.0,1.0,4.0,,399
1.0,3.0,2.0,1.0,15.0,1.0,1.0,2.0,1.0,3.0,,400
1.0,3.0,2.0,1.0,16.0,1.0,4.0,2.0,1.0,3.0,,401
2.0,2.0,2.0,1.0,23.0,1.0,1.0,2.0,1.0,2.0,,402
1.0,2.0,3.0,2.0,16.0,1.0,2.0,2.0,1.0,1.0,,403
1.0,3.0,2.0,2.0,17.0,1.0,2.0,2.0,1.0,2.0,,404
2.0,3.0,2.0,1.0,20.0,1.0,1.0,2.0,1.0,2.0,English,405
2.0,3.0,2.0,2.0,15.0,3.0,4.0,2.0,1.0,3.0,biotechnology/biochemistry ,406
2.0,3.0,2.0,2.0,17.0,1.0,1.0,1.0,1.0,2.0,,407
2.0,3.0,1.0,1.0,24.0,2.0,2.0,2.0,1.0,1.0,,408
3.0,3.0,1.0,1.0,48.0,1.0,1.0,1.0,2.0,3.0,Criminal Justice,409
3.0,3.0,2.0,1.0,22.0,1.0,1.0,2.0,1.0,2.0,Social work,410
3.0,1.0,1.0,1.0,21.0,1.0,2.0,2.0,1.0,3.0,neuroscience,411
3.0,2.0,2.0,1.0,22.0,1.0,1.0,1.0,1.0,2.0,Psychology,412
1.0,2.0,2.0,1.0,17.0,1.0,2.0,2.0,1.0,2.0,,413
0.0,2.0,2.0,1.0,14.0,1.0,2.0,2.0,1.0,1.0,,414
4.0,2.0,2.0,1.0,23.0,1.0,2.0,2.0,1.0,2.0,Linguistics,415
2.0,2.0,3.0,1.0,20.0,1.0,2.0,2.0,1.0,2.0,,416
1.0,2.0,2.0,1.0,16.0,1.0,12.0,2.0,1.0,1.0,,417
1.0,2.0,1.0,1.0,15.0,1.0,1.0,2.0,1.0,3.0,,418
2.0,3.0,2.0,1.0,16.0,1.0,2.0,2.0,1.0,3.0,,419
3.0,3.0,2.0,2.0,20.0,3.0,4.0,2.0,1.0,2.0,nursing,420
1.0,3.0,3.0,1.0,15.0,1.0,1.0,2.0,1.0,3.0,biochemistry ,421
2.0,2.0,2.0,1.0,34.0,1.0,4.0,2.0,2.0,3.0,general,422
1.0,1.0,3.0,1.0,15.0,1.0,1.0,2.0,1.0,4.0,,423
2.0,1.0,2.0,1.0,18.0,1.0,7.0,2.0,2.0,3.0,Business,424
1.0,3.0,2.0,1.0,14.0,1.0,1.0,2.0,1.0,4.0,,425
3.0,2.0,2.0,1.0,23.0,2.0,1.0,1.0,1.0,1.0,Communications,426
2.0,3.0,1.0,2.0,19.0,1.0,1.0,1.0,1.0,2.0,engineering,427
1.0,3.0,2.0,2.0,17.0,1.0,4.0,2.0,1.0,2.0,,428
1.0,2.0,1.0,1.0,18.0,1.0,7.0,2.0,1.0,2.0,,429
3.0,1.0,2.0,1.0,27.0,1.0,2.0,1.0,1.0,5.0,English,430
2.0,2.0,1.0,1.0,18.0,1.0,2.0,2.0,1.0,1.0,Computer Engineering,431
1.0,3.0,2.0,1.0,17.0,1.0,1.0,2.0,1.0,1.0,,432
2.0,1.0,2.0,2.0,26.0,1.0,12.0,2.0,1.0,3.0,,433
2.0,3.0,1.0,1.0,18.0,1.0,2.0,2.0,1.0,4.0,,434
1.0,2.0,2.0,1.0,38822.0,1.0,2.0,2.0,1.0,3.0,,435
4.0,2.0,1.0,2.0,30.0,1.0,2.0,2.0,2.0,1.0,Political Science,436
1.0,3.0,2.0,1.0,18.0,1.0,10.0,2.0,0.0,2.0,,437
1.0,1.0,1.0,2.0,16.0,1.0,10.0,2.0,1.0,2.0,,438
3.0,2.0,2.0,2.0,29.0,1.0,1.0,1.0,2.0,2.0,,439
2.0,1.0,2.0,1.0,17.0,1.0,2.0,1.0,1.0,2.0,,440
1.0,1.0,3.0,1.0,16.0,3.0,12.0,2.0,1.0,2.0,,441
1.0,2.0,2.0,1.0,15.0,1.0,1.0,2.0,1.0,2.0,,442
2.0,2.0,2.0,1.0,20.0,1.0,2.0,1.0,1.0,2.0,,443
3.0,2.0,2.0,1.0,23.0,1.0,12.0,1.0,1.0,2.0,Music,444
2.0,2.0,1.0,1.0,18.0,2.0,12.0,2.0,1.0,3.0,Aerospace Engineer ,445
3.0,2.0,2.0,1.0,22.0,1.0,2.0,1.0,1.0,2.0,communications,446
2.0,1.0,2.0,1.0,21.0,1.0,2.0,2.0,1.0,2.0,,447
4.0,3.0,2.0,2.0,21.0,3.0,1.0,1.0,1.0,1.0,commercial marketing,448
4.0,1.0,2.0,1.0,88.0,1.0,4.0,2.0,2.0,3.0,english,449
2.0,3.0,1.0,2.0,20.0,1.0,1.0,2.0,1.0,2.0,Computational Mathematics,450
2.0,3.0,1.0,2.0,19.0,1.0,4.0,2.0,1.0,5.0,,451
4.0,1.0,1.0,1.0,30.0,3.0,2.0,1.0,2.0,2.0,Business,452
1.0,3.0,2.0,1.0,17.0,1.0,2.0,2.0,1.0,4.0,,453
2.0,2.0,2.0,1.0,20.0,1.0,1.0,2.0,1.0,6.0,,454
3.0,1.0,2.0,1.0,24.0,3.0,2.0,2.0,1.0,0.0,geology,455
1.0,2.0,2.0,1.0,16.0,1.0,12.0,2.0,1.0,1.0,,456
2.0,3.0,1.0,2.0,25.0,1.0,0.0,1.0,1.0,2.0,,457
3.0,2.0,1.0,1.0,18.0,1.0,2.0,1.0,1.0,3.0,Economics,458
2.0,2.0,3.0,1.0,19.0,1.0,6.0,2.0,1.0,2.0,Biomedical,459
3.0,2.0,2.0,1.0,23.0,1.0,1.0,2.0,1.0,2.0,Geography and Politics,460
2.0,2.0,3.0,1.0,18.0,1.0,1.0,2.0,1.0,3.0,,461
3.0,3.0,2.0,1.0,22.0,1.0,6.0,2.0,1.0,3.0,psychology,462
1.0,2.0,3.0,1.0,17.0,1.0,6.0,2.0,1.0,9.0,,463
4.0,3.0,2.0,1.0,49.0,1.0,4.0,1.0,2.0,6.0,political science,464
1.0,3.0,1.0,1.0,17.0,1.0,2.0,2.0,1.0,4.0,,465
1.0,2.0,2.0,1.0,16.0,2.0,6.0,2.0,1.0,2.0,,466
2.0,3.0,1.0,1.0,19.0,1.0,4.0,2.0,1.0,3.0,,467
2.0,2.0,2.0,1.0,25.0,3.0,6.0,2.0,1.0,1.0,,468
2.0,2.0,2.0,1.0,19.0,1.0,2.0,2.0,1.0,5.0,,469
2.0,1.0,2.0,1.0,18.0,1.0,1.0,2.0,1.0,3.0,Political science,470
4.0,3.0,1.0,2.0,33.0,1.0,2.0,1.0,2.0,4.0,Communication,471
2.0,2.0,2.0,1.0,35.0,1.0,1.0,1.0,1.0,3.0,,472
2.0,2.0,3.0,1.0,17.0,1.0,1.0,2.0,1.0,1.0,,473
3.0,2.0,2.0,1.0,20.0,1.0,7.0,2.0,1.0,2.0,English Language and Literature ,474
2.0,3.0,2.0,2.0,17.0,1.0,9.0,2.0,1.0,2.0,law,475
2.0,3.0,1.0,1.0,19.0,1.0,12.0,2.0,1.0,3.0,computer sciences,476
4.0,2.0,1.0,1.0,45.0,1.0,12.0,2.0,1.0,1.0,physiology,477
1.0,3.0,2.0,1.0,17.0,2.0,12.0,2.0,1.0,1.0,,478
2.0,2.0,2.0,1.0,16.0,1.0,6.0,2.0,1.0,2.0,,479
1.0,1.0,2.0,1.0,15.0,3.0,12.0,2.0,1.0,2.0,,480
2.0,2.0,2.0,1.0,18.0,1.0,7.0,2.0,1.0,2.0,,481
3.0,3.0,1.0,1.0,36.0,2.0,4.0,1.0,1.0,3.0,industrial engineering,482
3.0,2.0,1.0,1.0,57.0,1.0,12.0,2.0,2.0,4.0,Finance,483
2.0,3.0,3.0,1.0,17.0,1.0,7.0,2.0,1.0,3.0,,484
3.0,2.0,2.0,1.0,21.0,2.0,12.0,2.0,1.0,2.0,Psychology ,485
2.0,2.0,2.0,2.0,18.0,1.0,12.0,2.0,1.0,3.0,,486
4.0,2.0,2.0,1.0,42.0,1.0,6.0,2.0,2.0,3.0,Chemistry,487
2.0,3.0,1.0,1.0,18.0,1.0,2.0,2.0,1.0,2.0,,488
2.0,2.0,2.0,1.0,18.0,1.0,12.0,2.0,1.0,1.0,,489
2.0,3.0,2.0,1.0,18.0,2.0,2.0,2.0,1.0,6.0,,490
2.0,2.0,2.0,1.0,18.0,1.0,1.0,2.0,1.0,2.0,,491
1.0,2.0,2.0,1.0,16.0,1.0,7.0,2.0,1.0,3.0,,492
3.0,3.0,1.0,1.0,23.0,1.0,12.0,2.0,1.0,2.0,Chemical Engineering,493
2.0,3.0,3.0,1.0,22.0,2.0,2.0,1.0,1.0,1.0,,494
2.0,2.0,2.0,1.0,17.0,2.0,1.0,2.0,1.0,2.0,,495
2.0,2.0,2.0,1.0,20.0,1.0,2.0,2.0,1.0,2.0,computer science,496
2.0,2.0,3.0,1.0,19.0,1.0,7.0,1.0,1.0,4.0,,497
3.0,2.0,2.0,1.0,24.0,1.0,1.0,1.0,1.0,3.0,PACS,498
3.0,1.0,2.0,1.0,28.0,1.0,1.0,2.0,1.0,4.0,Animal Science,499
3.0,2.0,2.0,1.0,24.0,1.0,12.0,2.0,1.0,2.0,English,500
2.0,3.0,2.0,1.0,23.0,1.0,6.0,1.0,1.0,0.0,English,501
2.0,2.0,2.0,2.0,33.0,1.0,4.0,1.0,1.0,4.0,it,502
2.0,2.0,2.0,1.0,17.0,1.0,4.0,2.0,1.0,1.0,,503
4.0,2.0,2.0,2.0,56.0,2.0,7.0,2.0,1.0,2.0,management,504
3.0,1.0,2.0,2.0,24.0,1.0,2.0,1.0,1.0,1.0,comparative literature,505
2.0,3.0,2.0,2.0,18.0,1.0,6.0,2.0,1.0,2.0,,506
2.0,2.0,2.0,2.0,17.0,1.0,1.0,2.0,1.0,2.0,,507
2.0,1.0,2.0,1.0,18.0,1.0,7.0,2.0,1.0,2.0,Beauty,508
1.0,2.0,2.0,1.0,15.0,1.0,2.0,2.0,1.0,2.0,,509
3.0,3.0,2.0,1.0,21.0,1.0,11.0,2.0,1.0,2.0,Sports +ACY- Exercise Science,510
2.0,1.0,1.0,1.0,19.0,1.0,6.0,2.0,1.0,4.0,,511
1.0,1.0,2.0,1.0,16.0,1.0,6.0,2.0,1.0,3.0,,512
2.0,2.0,2.0,1.0,20.0,1.0,7.0,2.0,1.0,3.0,Psychology,513
2.0,2.0,2.0,1.0,18.0,1.0,1.0,2.0,1.0,2.0,biochem,514
2.0,3.0,2.0,1.0,21.0,1.0,4.0,2.0,1.0,1.0,,515
2.0,3.0,2.0,1.0,23.0,1.0,7.0,2.0,1.0,1.0,,516
2.0,2.0,2.0,1.0,20.0,2.0,11.0,2.0,1.0,1.0,Computer Science,517
1.0,2.0,2.0,1.0,16.0,1.0,2.0,2.0,1.0,2.0,,518
3.0,2.0,1.0,1.0,24.0,1.0,6.0,1.0,1.0,4.0,psychology,519
4.0,2.0,1.0,1.0,56.0,1.0,6.0,2.0,2.0,2.0,religion,520
3.0,2.0,1.0,1.0,33.0,1.0,2.0,2.0,2.0,3.0,business,521
3.0,2.0,1.0,1.0,24.0,1.0,1.0,1.0,1.0,2.0,English,522
2.0,2.0,2.0,1.0,20.0,1.0,1.0,1.0,1.0,2.0,Fine Art,523
1.0,3.0,2.0,2.0,16.0,1.0,1.0,2.0,1.0,1.0,,524
2.0,3.0,2.0,1.0,23.0,1.0,1.0,2.0,1.0,4.0,,525
3.0,2.0,2.0,1.0,20.0,1.0,7.0,2.0,1.0,1.0,psychology,526
1.0,1.0,3.0,1.0,16.0,1.0,12.0,2.0,1.0,3.0,,527
1.0,3.0,2.0,1.0,14.0,1.0,6.0,2.0,1.0,2.0,,528
1.0,3.0,2.0,1.0,15.0,1.0,4.0,2.0,1.0,2.0,,529
3.0,3.0,2.0,1.0,20.0,1.0,4.0,2.0,1.0,3.0,Nursing,530
2.0,2.0,2.0,1.0,20.0,1.0,1.0,2.0,1.0,2.0,Currently business,531
2.0,2.0,2.0,1.0,18.0,2.0,1.0,2.0,1.0,2.0,,532
2.0,2.0,3.0,1.0,19.0,1.0,12.0,2.0,1.0,3.0,,533
2.0,2.0,2.0,1.0,18.0,3.0,1.0,2.0,1.0,3.0,,534
2.0,2.0,2.0,1.0,19.0,1.0,2.0,1.0,1.0,2.0,,535
2.0,1.0,2.0,1.0,19.0,1.0,2.0,1.0,1.0,2.0,,536
3.0,1.0,2.0,1.0,27.0,1.0,1.0,2.0,1.0,3.0,Electronic Media / Film,537
4.0,1.0,1.0,1.0,33.0,1.0,1.0,1.0,2.0,2.0,medicine,538
2.0,3.0,2.0,2.0,19.0,1.0,1.0,2.0,1.0,5.0,Finance,539
3.0,3.0,2.0,1.0,21.0,1.0,2.0,2.0,1.0,1.0,Biology ,540
2.0,2.0,3.0,1.0,19.0,1.0,4.0,2.0,1.0,3.0,Theatre,541
2.0,2.0,2.0,1.0,34.0,1.0,7.0,2.0,3.0,3.0,,542
4.0,2.0,1.0,1.0,24.0,1.0,4.0,2.0,1.0,1.0,English,543
3.0,2.0,2.0,2.0,22.0,1.0,2.0,1.0,1.0,2.0,econoics,544
4.0,2.0,2.0,1.0,55.0,1.0,9.0,1.0,2.0,3.0,,545
3.0,3.0,1.0,1.0,27.0,1.0,2.0,1.0,1.0,2.0,Psychology,546
2.0,2.0,2.0,1.0,20.0,1.0,1.0,2.0,1.0,0.0,psychology,547
2.0,1.0,2.0,1.0,32.0,1.0,12.0,2.0,1.0,5.0,Business Administration,548
4.0,2.0,2.0,2.0,27.0,1.0,4.0,1.0,1.0,4.0,Computer Science,549
3.0,2.0,2.0,1.0,23.0,2.0,4.0,2.0,1.0,2.0,Public Relations,550
3.0,2.0,2.0,2.0,26.0,2.0,1.0,1.0,1.0,2.0,Journalism,551
1.0,2.0,2.0,1.0,16.0,1.0,7.0,2.0,1.0,2.0,psychiatry ,552
2.0,1.0,2.0,1.0,20.0,1.0,12.0,2.0,1.0,3.0,,553
2.0,2.0,2.0,2.0,17.0,1.0,2.0,2.0,1.0,2.0,,554
2.0,2.0,2.0,2.0,17.0,1.0,12.0,2.0,1.0,1.0,,555
2.0,2.0,2.0,1.0,17.0,1.0,2.0,2.0,1.0,2.0,,556
2.0,1.0,2.0,2.0,20.0,1.0,4.0,2.0,1.0,2.0,,557
2.0,2.0,3.0,2.0,18.0,1.0,12.0,2.0,1.0,3.0,Art history,558
2.0,2.0,2.0,1.0,17.0,1.0,1.0,2.0,1.0,2.0,It will be engineering,559
2.0,3.0,1.0,1.0,15.0,1.0,4.0,2.0,1.0,3.0,,560
2.0,3.0,3.0,2.0,16.0,0.0,12.0,2.0,1.0,1.0,,561
2.0,2.0,2.0,2.0,18.0,1.0,12.0,2.0,1.0,1.0,,562
2.0,1.0,2.0,1.0,17.0,1.0,7.0,2.0,1.0,3.0,,563
2.0,3.0,1.0,1.0,20.0,2.0,6.0,2.0,1.0,3.0,Managerial Economics,564
3.0,1.0,2.0,1.0,37.0,1.0,2.0,2.0,2.0,1.0,Design,565
2.0,1.0,1.0,1.0,29.0,1.0,12.0,1.0,1.0,3.0,,566
2.0,3.0,2.0,1.0,16.0,1.0,1.0,2.0,1.0,3.0,,567
3.0,1.0,1.0,2.0,20.0,1.0,4.0,2.0,1.0,3.0,Architecture,568
3.0,1.0,1.0,2.0,28.0,1.0,2.0,2.0,1.0,2.0,English and psychology,569
2.0,3.0,1.0,2.0,18.0,1.0,1.0,2.0,1.0,2.0,,570
3.0,2.0,2.0,1.0,23.0,1.0,1.0,1.0,1.0,1.0,English and geography,571
3.0,3.0,2.0,2.0,22.0,1.0,4.0,2.0,1.0,2.0,psychology,572
2.0,2.0,1.0,1.0,16.0,3.0,2.0,2.0,1.0,2.0,,573
2.0,1.0,2.0,1.0,25.0,3.0,4.0,2.0,1.0,3.0,CNC Machinist,574
4.0,3.0,2.0,1.0,25.0,2.0,8.0,1.0,1.0,2.0,Politics,575
1.0,1.0,2.0,2.0,15.0,1.0,10.0,2.0,1.0,3.0,,576
3.0,2.0,2.0,1.0,47.0,1.0,2.0,1.0,3.0,2.0,Computing Systems,577
2.0,3.0,2.0,2.0,18.0,1.0,12.0,2.0,1.0,2.0,,578
4.0,3.0,1.0,1.0,41.0,1.0,4.0,2.0,2.0,2.0,english,579
2.0,1.0,1.0,1.0,16.0,1.0,6.0,2.0,1.0,2.0,Physics,580
2.0,3.0,2.0,2.0,20.0,1.0,7.0,2.0,1.0,1.0,Psychology,581
4.0,2.0,2.0,1.0,24.0,1.0,2.0,1.0,1.0,3.0,Maths,582
1.0,2.0,1.0,2.0,14.0,1.0,2.0,2.0,1.0,0.0,,583
4.0,3.0,1.0,1.0,25.0,1.0,1.0,2.0,1.0,2.0,Biology/Chemistry,584
4.0,2.0,2.0,1.0,33.0,1.0,12.0,1.0,2.0,2.0,Human resources,585
2.0,1.0,2.0,1.0,18.0,1.0,2.0,2.0,1.0,2.0,Political Science,586
2.0,1.0,2.0,1.0,22.0,1.0,6.0,1.0,1.0,2.0,computer repair,587
2.0,3.0,2.0,2.0,16.0,1.0,2.0,2.0,1.0,2.0,,588
2.0,1.0,1.0,1.0,21.0,2.0,2.0,2.0,1.0,2.0,,589
1.0,3.0,2.0,1.0,66.0,1.0,4.0,1.0,3.0,0.0,,590
4.0,1.0,2.0,1.0,28.0,1.0,1.0,2.0,1.0,4.0,Psychology,591
3.0,3.0,1.0,1.0,42.0,1.0,1.0,1.0,2.0,2.0,Computer Engineering,592
3.0,3.0,1.0,1.0,24.0,1.0,5.0,2.0,1.0,3.0,Biology,593
1.0,1.0,2.0,1.0,15.0,1.0,2.0,2.0,1.0,3.0,,594
2.0,2.0,2.0,2.0,46.0,1.0,1.0,1.0,3.0,1.0,,595
1.0,2.0,1.0,1.0,16.0,1.0,2.0,2.0,1.0,4.0,,596
1.0,3.0,2.0,1.0,16.0,1.0,1.0,2.0,1.0,1.0,,597
2.0,1.0,1.0,1.0,20.0,2.0,1.0,2.0,1.0,2.0,psychology,598
2.0,3.0,2.0,2.0,16.0,1.0,2.0,2.0,1.0,3.0,,599
3.0,2.0,1.0,2.0,21.0,1.0,2.0,2.0,1.0,3.0,Marine Science,600
3.0,2.0,1.0,1.0,23.0,1.0,2.0,2.0,1.0,3.0,Graphics Engineering,601
3.0,3.0,1.0,2.0,27.0,1.0,10.0,1.0,1.0,3.0,Political Science,602
3.0,2.0,2.0,1.0,20.0,1.0,1.0,1.0,1.0,2.0,Computers,603
1.0,2.0,2.0,1.0,24.0,1.0,2.0,2.0,1.0,2.0,,604
1.0,1.0,2.0,1.0,16.0,1.0,1.0,2.0,1.0,4.0, None yet,605
2.0,3.0,1.0,1.0,45.0,1.0,1.0,2.0,1.0,2.0,,606
3.0,3.0,2.0,2.0,23.0,1.0,8.0,2.0,1.0,2.0,Accounting,607
3.0,1.0,1.0,1.0,52.0,0.0,12.0,1.0,2.0,2.0,goverment,608
4.0,3.0,1.0,1.0,48.0,1.0,9.0,2.0,1.0,0.0,psych,609
2.0,2.0,2.0,1.0,25.0,1.0,1.0,1.0,1.0,1.0,Computer Science,610
3.0,2.0,2.0,1.0,25.0,1.0,1.0,2.0,1.0,2.0,Information Technology,611
2.0,2.0,1.0,2.0,20.0,2.0,2.0,1.0,1.0,2.0,,612
2.0,2.0,2.0,2.0,16.0,1.0,10.0,2.0,1.0,3.0,,613
2.0,2.0,2.0,1.0,20.0,1.0,6.0,2.0,1.0,4.0,psychology,614
