race_white,race_nerdy,race_native_american,writing_novel,read_tech_reports,online_over_inperson,introspective,hobbies_over_people,books_over_parties,bookish,libraries_over_publicspace,race_native_austrailian,like_hard_material,race_hispanic,diagnosed_autistic,play_many_videogames,race_arab,race_asian,interested_science,playes_rpgs,in_advanced_classes,collect_books,intelligence_over_appearance,watch_science_shows,academic_over_social,like_science_fiction,like_dry_topics,race_black,calm,disorganized,extraverted,dependable,critical,opennness,anxious,sympathetic,reserved,conventional,was_odd_child,prefer_fictional_people,enjoy_learning,excited_about_research,strange_person,like_superheroes,socially_awkward,education,urban,gender,engnat,age,hand,religion,voted,married,familysize,major,subject_id
1.0,0.0,0.0,5.0,4.0,5.0,4.0,2.0,4.0,5.0,5.0,0.0,5.0,0.0,2.0,2.0,0.0,0.0,4.0,5.0,5.0,3.0,4.0,4.0,2.0,4.0,5.0,0.0,5.0,6.0,2.0,6.0,4.0,6.0,7.0,5.0,6.0,2.0,3.0,4.0,2.0,4.0,3.0,2.0,4.0,4.0,2.0,2.0,1.0,18.0,2.0,1.0,1.0,1.0,2.0,,392
1.0,0.0,0.0,2.0,4.0,4.0,5.0,3.0,5.0,3.0,4.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,0.0,1.0,5.0,1.0,7.0,5.0,7.0,7.0,5.0,6.0,7.0,3.0,2.0,4.0,4.0,5.0,4.0,5.0,2.0,2.0,3.0,1.0,31.0,1.0,1.0,2.0,1.0,1.0,Art,393
1.0,0.0,0.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,0.0,5.0,0.0,1.0,5.0,0.0,0.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,0.0,2.0,7.0,2.0,1.0,5.0,6.0,7.0,6.0,6.0,1.0,4.0,5.0,1.0,5.0,5.0,2.0,5.0,1.0,3.0,3.0,1.0,14.0,1.0,1.0,2.0,1.0,3.0,,394
1.0,1.0,0.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,0.0,4.0,0.0,2.0,2.0,0.0,1.0,3.0,4.0,5.0,3.0,3.0,5.0,4.0,4.0,3.0,0.0,4.0,6.0,5.0,4.0,6.0,6.0,5.0,3.0,7.0,5.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,21.0,1.0,4.0,1.0,1.0,2.0,Classics,395
1.0,0.0,0.0,1.0,4.0,4.0,4.0,1.0,5.0,5.0,4.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,4.0,5.0,4.0,2.0,1.0,4.0,5.0,5.0,4.0,0.0,3.0,4.0,3.0,4.0,6.0,6.0,6.0,5.0,6.0,4.0,3.0,3.0,4.0,5.0,3.0,1.0,4.0,2.0,1.0,2.0,2.0,18.0,1.0,2.0,2.0,1.0,2.0,sociology,396
0.0,0.0,0.0,3.0,4.0,4.0,5.0,5.0,3.0,4.0,2.0,0.0,4.0,0.0,2.0,3.0,0.0,1.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,2.0,5.0,0.0,3.0,5.0,2.0,4.0,5.0,5.0,6.0,6.0,7.0,4.0,4.0,4.0,2.0,5.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,15.0,2.0,1.0,2.0,1.0,1.0,N/A,397
1.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,5.0,5.0,5.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,1.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,3.0,0.0,6.0,5.0,1.0,7.0,1.0,4.0,5.0,7.0,7.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,2.0,2.0,1.0,52.0,1.0,1.0,1.0,2.0,5.0,biology,398
1.0,0.0,0.0,2.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,0.0,5.0,0.0,2.0,5.0,0.0,0.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,0.0,4.0,5.0,1.0,4.0,3.0,3.0,6.0,6.0,7.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,5.0,1.0,2.0,2.0,1.0,14.0,2.0,4.0,2.0,1.0,4.0,,399
1.0,1.0,0.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,5.0,0.0,5.0,1.0,2.0,3.0,0.0,0.0,5.0,3.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,0.0,7.0,2.0,3.0,4.0,5.0,6.0,2.0,5.0,6.0,2.0,4.0,3.0,3.0,5.0,4.0,4.0,5.0,1.0,3.0,2.0,1.0,15.0,1.0,1.0,2.0,1.0,3.0,,400
1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0.0,5.0,0.0,2.0,5.0,0.0,0.0,4.0,5.0,5.0,2.0,3.0,3.0,5.0,3.0,5.0,0.0,3.0,3.0,5.0,4.0,5.0,6.0,5.0,7.0,5.0,1.0,4.0,4.0,3.0,5.0,5.0,1.0,4.0,1.0,3.0,2.0,1.0,16.0,1.0,4.0,2.0,1.0,3.0,,401
1.0,0.0,0.0,3.0,4.0,3.0,2.0,5.0,4.0,3.0,5.0,0.0,5.0,0.0,2.0,4.0,0.0,0.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,0.0,6.0,4.0,3.0,4.0,2.0,6.0,5.0,7.0,5.0,1.0,2.0,4.0,1.0,2.0,5.0,3.0,5.0,2.0,2.0,2.0,1.0,23.0,1.0,1.0,2.0,1.0,2.0,,402
1.0,0.0,0.0,2.0,3.0,5.0,5.0,4.0,5.0,4.0,4.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,3.0,4.0,5.0,4.0,5.0,4.0,2.0,5.0,2.0,0.0,1.0,6.0,3.0,4.0,3.0,6.0,6.0,6.0,7.0,2.0,4.0,5.0,5.0,5.0,4.0,2.0,5.0,1.0,2.0,3.0,2.0,16.0,1.0,2.0,2.0,1.0,1.0,,403
0.0,0.0,0.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,0.0,4.0,0.0,2.0,2.0,0.0,1.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,3.0,3.0,0.0,6.0,2.0,5.0,4.0,2.0,6.0,3.0,5.0,5.0,3.0,3.0,4.0,2.0,5.0,4.0,4.0,5.0,1.0,3.0,2.0,2.0,17.0,1.0,2.0,2.0,1.0,2.0,,404
1.0,0.0,0.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,0.0,5.0,0.0,2.0,4.0,0.0,0.0,2.0,3.0,5.0,3.0,1.0,3.0,5.0,3.0,4.0,0.0,3.0,5.0,6.0,5.0,1.0,7.0,3.0,7.0,5.0,1.0,3.0,5.0,2.0,5.0,4.0,1.0,4.0,2.0,3.0,2.0,1.0,20.0,1.0,1.0,2.0,1.0,2.0,English,405
0.0,0.0,0.0,4.0,5.0,4.0,3.0,1.0,3.0,4.0,3.0,0.0,5.0,0.0,2.0,3.0,0.0,0.0,3.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0,1.0,4.0,3.0,2.0,1.0,6.0,6.0,1.0,4.0,7.0,1.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,15.0,3.0,4.0,2.0,1.0,3.0,biotechnology/biochemistry ,406
0.0,0.0,0.0,2.0,5.0,5.0,1.0,4.0,5.0,3.0,2.0,0.0,5.0,0.0,2.0,1.0,0.0,1.0,4.0,5.0,3.0,4.0,2.0,4.0,4.0,5.0,5.0,0.0,6.0,2.0,3.0,7.0,6.0,7.0,6.0,3.0,7.0,3.0,5.0,5.0,2.0,5.0,5.0,2.0,4.0,2.0,3.0,2.0,2.0,17.0,1.0,1.0,1.0,1.0,2.0,,407
1.0,0.0,0.0,3.0,4.0,3.0,5.0,5.0,4.0,2.0,5.0,0.0,4.0,0.0,2.0,5.0,0.0,0.0,3.0,5.0,3.0,5.0,4.0,5.0,3.0,4.0,4.0,0.0,2.0,6.0,2.0,2.0,7.0,7.0,7.0,6.0,6.0,5.0,3.0,3.0,1.0,3.0,5.0,5.0,5.0,2.0,3.0,1.0,1.0,24.0,2.0,2.0,2.0,1.0,1.0,,408
0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,4.0,1.0,4.0,1.0,3.0,1.0,1.0,6.0,1.0,6.0,7.0,5.0,6.0,2.0,6.0,6.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,48.0,1.0,1.0,1.0,2.0,3.0,Criminal Justice,409
1.0,0.0,0.0,3.0,3.0,4.0,3.0,1.0,2.0,5.0,2.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,5.0,5.0,2.0,5.0,4.0,1.0,4.0,5.0,5.0,0.0,1.0,7.0,6.0,7.0,2.0,6.0,7.0,7.0,4.0,2.0,5.0,5.0,2.0,5.0,5.0,1.0,5.0,3.0,3.0,2.0,1.0,22.0,1.0,1.0,2.0,1.0,2.0,Social work,410
1.0,0.0,0.0,1.0,4.0,3.0,4.0,1.0,5.0,4.0,4.0,0.0,4.0,0.0,2.0,3.0,0.0,0.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,0.0,6.0,2.0,3.0,6.0,7.0,7.0,2.0,1.0,6.0,1.0,4.0,2.0,2.0,4.0,5.0,3.0,4.0,3.0,1.0,1.0,1.0,21.0,1.0,2.0,2.0,1.0,3.0,neuroscience,411
0.0,0.0,0.0,3.0,4.0,3.0,4.0,3.0,5.0,5.0,5.0,0.0,5.0,1.0,2.0,5.0,0.0,0.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,1.0,6.0,4.0,5.0,6.0,5.0,6.0,2.0,5.0,5.0,1.0,4.0,2.0,2.0,5.0,5.0,4.0,4.0,3.0,2.0,2.0,1.0,22.0,1.0,1.0,1.0,1.0,2.0,Psychology,412
1.0,0.0,0.0,4.0,3.0,4.0,2.0,1.0,5.0,5.0,1.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,0.0,2.0,6.0,2.0,1.0,2.0,6.0,7.0,5.0,6.0,1.0,4.0,5.0,5.0,5.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,17.0,1.0,2.0,2.0,1.0,2.0,,413
1.0,0.0,0.0,5.0,3.0,4.0,4.0,1.0,3.0,2.0,4.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,5.0,4.0,0.0,2.0,7.0,2.0,4.0,6.0,5.0,7.0,5.0,3.0,1.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,0.0,2.0,2.0,1.0,14.0,1.0,2.0,2.0,1.0,1.0,,414
1.0,0.0,0.0,3.0,2.0,4.0,2.0,3.0,3.0,5.0,4.0,0.0,5.0,0.0,2.0,4.0,0.0,0.0,4.0,5.0,5.0,4.0,3.0,5.0,2.0,4.0,4.0,0.0,2.0,3.0,2.0,5.0,1.0,3.0,6.0,5.0,5.0,5.0,1.0,4.0,1.0,3.0,4.0,5.0,3.0,4.0,2.0,2.0,1.0,23.0,1.0,2.0,2.0,1.0,2.0,Linguistics,415
1.0,0.0,0.0,5.0,4.0,5.0,1.0,2.0,5.0,2.0,3.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,5.0,0.0,5.0,3.0,1.0,5.0,5.0,4.0,4.0,3.0,7.0,2.0,3.0,2.0,1.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,1.0,20.0,1.0,2.0,2.0,1.0,2.0,,416
0.0,0.0,0.0,4.0,3.0,3.0,2.0,4.0,4.0,5.0,4.0,0.0,5.0,0.0,2.0,3.0,0.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,0.0,6.0,4.0,6.0,6.0,4.0,4.0,5.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,2.0,2.0,1.0,16.0,1.0,12.0,2.0,1.0,1.0,,417
1.0,0.0,0.0,2.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,0.0,5.0,0.0,2.0,4.0,0.0,1.0,5.0,5.0,2.0,4.0,5.0,5.0,5.0,3.0,5.0,0.0,1.0,2.0,4.0,3.0,4.0,4.0,7.0,5.0,5.0,2.0,1.0,4.0,4.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,15.0,1.0,1.0,2.0,1.0,3.0,,418
1.0,0.0,0.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,4.0,1.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,0.0,2.0,5.0,7.0,6.0,5.0,7.0,3.0,6.0,1.0,5.0,5.0,5.0,1.0,4.0,5.0,5.0,5.0,2.0,3.0,2.0,1.0,16.0,1.0,2.0,2.0,1.0,3.0,,419
1.0,0.0,0.0,4.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,0.0,5.0,0.0,2.0,5.0,0.0,1.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,0.0,6.0,2.0,5.0,7.0,5.0,7.0,1.0,6.0,7.0,1.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,3.0,3.0,2.0,2.0,20.0,3.0,4.0,2.0,1.0,2.0,nursing,420
0.0,0.0,0.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,2.0,0.0,5.0,1.0,2.0,1.0,0.0,0.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,4.0,1.0,7.0,2.0,6.0,7.0,5.0,7.0,2.0,5.0,4.0,2.0,5.0,5.0,1.0,5.0,1.0,3.0,3.0,1.0,15.0,1.0,1.0,2.0,1.0,3.0,biochemistry ,421
0.0,1.0,0.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,0.0,5.0,0.0,2.0,3.0,0.0,0.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,4.0,1.0,3.0,6.0,5.0,5.0,4.0,5.0,5.0,7.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,34.0,1.0,4.0,2.0,2.0,3.0,general,422
0.0,0.0,0.0,4.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,0.0,5.0,0.0,1.0,2.0,0.0,1.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,0.0,1.0,6.0,1.0,5.0,7.0,7.0,7.0,2.0,4.0,1.0,3.0,5.0,2.0,5.0,3.0,5.0,4.0,1.0,1.0,3.0,1.0,15.0,1.0,1.0,2.0,1.0,4.0,,423
1.0,0.0,0.0,1.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,3.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,5.0,4.0,6.0,4.0,6.0,6.0,7.0,7.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,18.0,1.0,7.0,2.0,2.0,3.0,Business,424
1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,4.0,0.0,2.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,0.0,3.0,7.0,7.0,7.0,1.0,7.0,7.0,7.0,7.0,1.0,2.0,5.0,2.0,5.0,5.0,5.0,3.0,1.0,3.0,2.0,1.0,14.0,1.0,1.0,2.0,1.0,4.0,,425
1.0,0.0,0.0,3.0,4.0,5.0,3.0,3.0,5.0,3.0,2.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,5.0,5.0,5.0,1.0,4.0,4.0,3.0,1.0,4.0,0.0,2.0,3.0,3.0,2.0,3.0,4.0,7.0,6.0,6.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,23.0,2.0,1.0,1.0,1.0,1.0,Communications,426
0.0,0.0,0.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,0.0,4.0,1.0,2.0,3.0,0.0,0.0,2.0,3.0,5.0,4.0,3.0,4.0,2.0,4.0,2.0,0.0,6.0,4.0,5.0,7.0,6.0,7.0,5.0,5.0,2.0,6.0,3.0,1.0,1.0,4.0,5.0,4.0,5.0,2.0,3.0,1.0,2.0,19.0,1.0,1.0,1.0,1.0,2.0,engineering,427
0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,5.0,3.0,3.0,0.0,5.0,1.0,2.0,2.0,0.0,0.0,2.0,4.0,1.0,4.0,1.0,1.0,4.0,4.0,4.0,0.0,3.0,3.0,3.0,5.0,3.0,6.0,3.0,6.0,3.0,1.0,3.0,4.0,1.0,2.0,5.0,1.0,3.0,1.0,3.0,2.0,2.0,17.0,1.0,4.0,2.0,1.0,2.0,,428
1.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,4.0,0.0,5.0,0.0,2.0,4.0,0.0,0.0,3.0,2.0,3.0,5.0,3.0,4.0,1.0,1.0,1.0,0.0,2.0,6.0,7.0,5.0,2.0,6.0,7.0,7.0,2.0,1.0,1.0,5.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,1.0,18.0,1.0,7.0,2.0,1.0,2.0,,429
1.0,0.0,1.0,2.0,4.0,4.0,4.0,1.0,5.0,5.0,4.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,0.0,4.0,5.0,1.0,5.0,5.0,6.0,5.0,5.0,5.0,2.0,5.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,1.0,2.0,1.0,27.0,1.0,2.0,1.0,1.0,5.0,English,430
1.0,0.0,0.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,5.0,0.0,5.0,0.0,2.0,4.0,0.0,0.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,2.0,4.0,0.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,2.0,4.0,4.0,5.0,4.0,2.0,2.0,1.0,1.0,18.0,1.0,2.0,2.0,1.0,1.0,Computer Engineering,431
1.0,0.0,0.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,0.0,5.0,0.0,2.0,4.0,0.0,0.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,0.0,1.0,6.0,3.0,2.0,6.0,5.0,7.0,3.0,2.0,2.0,3.0,4.0,2.0,4.0,5.0,2.0,4.0,1.0,3.0,2.0,1.0,17.0,1.0,1.0,2.0,1.0,1.0,,432
1.0,0.0,0.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,0.0,2.0,0.0,2.0,5.0,0.0,0.0,5.0,2.0,5.0,5.0,3.0,5.0,3.0,4.0,5.0,0.0,6.0,6.0,3.0,7.0,6.0,6.0,1.0,2.0,3.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,2.0,1.0,2.0,2.0,26.0,1.0,12.0,2.0,1.0,3.0,,433
1.0,0.0,0.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,0.0,4.0,0.0,2.0,4.0,0.0,0.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,0.0,5.0,5.0,4.0,2.0,6.0,5.0,6.0,7.0,5.0,2.0,5.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,1.0,1.0,18.0,1.0,2.0,2.0,1.0,4.0,,434
0.0,0.0,0.0,1.0,2.0,2.0,3.0,4.0,1.0,4.0,3.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,5.0,1.0,3.0,4.0,5.0,3.0,3.0,5.0,4.0,0.0,1.0,7.0,1.0,1.0,7.0,7.0,7.0,6.0,1.0,1.0,3.0,3.0,1.0,5.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,38822.0,1.0,2.0,2.0,1.0,3.0,,435
1.0,0.0,0.0,1.0,2.0,4.0,2.0,1.0,4.0,4.0,3.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,3.0,4.0,2.0,4.0,1.0,4.0,2.0,4.0,2.0,0.0,5.0,6.0,2.0,6.0,5.0,7.0,3.0,7.0,7.0,1.0,1.0,5.0,1.0,4.0,4.0,1.0,4.0,4.0,2.0,1.0,2.0,30.0,1.0,2.0,2.0,2.0,1.0,Political Science,436
1.0,0.0,0.0,5.0,5.0,3.0,4.0,1.0,4.0,5.0,4.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,1.0,4.0,5.0,3.0,1.0,5.0,5.0,4.0,5.0,0.0,7.0,1.0,2.0,6.0,1.0,2.0,1.0,7.0,6.0,6.0,5.0,1.0,2.0,5.0,4.0,1.0,4.0,1.0,3.0,2.0,1.0,18.0,1.0,10.0,2.0,0.0,2.0,,437
1.0,0.0,0.0,5.0,5.0,3.0,3.0,5.0,4.0,5.0,5.0,0.0,4.0,0.0,2.0,5.0,0.0,0.0,4.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0,0.0,4.0,2.0,1.0,6.0,7.0,4.0,7.0,4.0,7.0,6.0,5.0,1.0,1.0,3.0,4.0,4.0,5.0,1.0,1.0,1.0,2.0,16.0,1.0,10.0,2.0,1.0,2.0,,438
1.0,0.0,0.0,5.0,4.0,5.0,5.0,4.0,3.0,5.0,4.0,0.0,3.0,0.0,2.0,5.0,0.0,0.0,4.0,5.0,5.0,3.0,4.0,3.0,3.0,3.0,5.0,0.0,3.0,6.0,2.0,2.0,2.0,4.0,4.0,5.0,5.0,3.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,29.0,1.0,1.0,1.0,2.0,2.0,,439
1.0,0.0,0.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,0.0,5.0,0.0,1.0,5.0,0.0,0.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,0.0,5.0,5.0,5.0,5.0,6.0,7.0,7.0,5.0,6.0,4.0,5.0,0.0,5.0,4.0,5.0,5.0,4.0,2.0,1.0,2.0,1.0,17.0,1.0,2.0,1.0,1.0,2.0,,440
1.0,0.0,0.0,4.0,3.0,2.0,1.0,5.0,4.0,2.0,4.0,0.0,5.0,0.0,2.0,5.0,0.0,0.0,5.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,0.0,6.0,2.0,7.0,6.0,6.0,7.0,1.0,6.0,5.0,1.0,3.0,5.0,2.0,5.0,5.0,4.0,5.0,1.0,1.0,3.0,1.0,16.0,3.0,12.0,2.0,1.0,2.0,,441
1.0,0.0,0.0,2.0,3.0,2.0,4.0,4.0,3.0,2.0,2.0,0.0,4.0,0.0,2.0,4.0,0.0,0.0,1.0,5.0,5.0,3.0,4.0,3.0,2.0,3.0,4.0,0.0,3.0,6.0,6.0,2.0,5.0,5.0,6.0,6.0,3.0,5.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,1.0,2.0,2.0,1.0,15.0,1.0,1.0,2.0,1.0,2.0,,442
1.0,0.0,0.0,5.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,3.0,5.0,0.0,4.0,3.0,3.0,7.0,1.0,2.0,7.0,6.0,7.0,2.0,3.0,4.0,1.0,4.0,5.0,3.0,4.0,2.0,2.0,2.0,1.0,20.0,1.0,2.0,1.0,1.0,2.0,,443
1.0,1.0,0.0,4.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,0.0,5.0,0.0,2.0,5.0,0.0,0.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,0.0,3.0,5.0,3.0,6.0,3.0,4.0,6.0,5.0,7.0,2.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,3.0,2.0,2.0,1.0,23.0,1.0,12.0,1.0,1.0,2.0,Music,444
1.0,0.0,0.0,5.0,2.0,4.0,3.0,2.0,4.0,2.0,5.0,0.0,4.0,0.0,2.0,5.0,0.0,0.0,3.0,4.0,5.0,5.0,2.0,5.0,3.0,5.0,5.0,0.0,7.0,6.0,5.0,7.0,6.0,6.0,2.0,5.0,4.0,5.0,3.0,1.0,3.0,5.0,4.0,5.0,4.0,2.0,2.0,1.0,1.0,18.0,2.0,12.0,2.0,1.0,3.0,Aerospace Engineer ,445
1.0,0.0,0.0,4.0,2.0,5.0,2.0,5.0,5.0,2.0,4.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,0.0,6.0,3.0,6.0,5.0,4.0,7.0,3.0,6.0,6.0,3.0,4.0,5.0,1.0,0.0,4.0,4.0,4.0,3.0,2.0,2.0,1.0,22.0,1.0,2.0,1.0,1.0,2.0,communications,446
1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,6.0,1.0,5.0,5.0,5.0,7.0,5.0,7.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,2.0,1.0,2.0,1.0,21.0,1.0,2.0,2.0,1.0,2.0,,447
1.0,0.0,0.0,5.0,4.0,5.0,5.0,3.0,5.0,3.0,4.0,0.0,5.0,0.0,2.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,4.0,7.0,6.0,5.0,4.0,7.0,5.0,6.0,4.0,1.0,2.0,5.0,2.0,5.0,5.0,5.0,4.0,4.0,3.0,2.0,2.0,21.0,3.0,1.0,1.0,1.0,1.0,commercial marketing,448
1.0,0.0,1.0,0.0,5.0,3.0,5.0,1.0,5.0,3.0,5.0,0.0,5.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,0.0,3.0,4.0,4.0,6.0,1.0,7.0,5.0,6.0,2.0,6.0,5.0,5.0,4.0,5.0,5.0,1.0,5.0,4.0,1.0,2.0,1.0,88.0,1.0,4.0,2.0,2.0,3.0,english,449
1.0,0.0,0.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,0.0,5.0,0.0,2.0,5.0,0.0,0.0,2.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,0.0,7.0,6.0,5.0,2.0,6.0,7.0,2.0,6.0,6.0,1.0,4.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,3.0,1.0,2.0,20.0,1.0,1.0,2.0,1.0,2.0,Computational Mathematics,450
1.0,0.0,0.0,1.0,5.0,2.0,4.0,1.0,4.0,1.0,3.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,3.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,3.0,0.0,7.0,7.0,4.0,7.0,1.0,7.0,4.0,6.0,5.0,1.0,5.0,5.0,5.0,2.0,4.0,4.0,5.0,2.0,3.0,1.0,2.0,19.0,1.0,4.0,2.0,1.0,5.0,,451
