subject_id,academic_over_social,age,anxious,bookish,books_over_parties,calm,collect_books,conventional,critical,dependable,diagnosed_autistic,disorganized,education,engnat,enjoy_learning,excited_about_research,extraverted,familysize,gender,hand,hobbies_over_people,in_advanced_classes,intelligence_over_appearance,interested_science,introspective,libraries_over_publicspace,like_dry_topics,like_hard_material,like_science_fiction,like_superheroes,major,married,online_over_inperson,opennness,play_many_videogames,playes_rpgs,prefer_fictional_people,race_arab,race_asian,race_black,race_hispanic,race_native_american,race_native_austrailian,race_nerdy,race_white,read_tech_reports,religion,reserved,socially_awkward,strange_person,sympathetic,urban,voted,was_odd_child,watch_science_shows,writing_novel
277,3.0,18.0,5.0,3.0,3.0,4.0,4.0,1.0,5.0,7.0,2.0,4.0,2.0,1.0,3.0,5.0,2.0,2.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,Art,1.0,4.0,6.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,4.0,3.0,4.0,6.0,3.0,2.0,3.0,5.0,5.0
278,4.0,,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,2.0,5.0,,,4.0,5.0,2.0,,,,3.0,1.0,5.0,5.0,1.0,5.0,3.0,0.0,4.0,3.0,,,4.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,,6.0,5.0,4.0,7.0,,,5.0,5.0,1.0
279,2.0,17.0,6.0,5.0,5.0,5.0,3.0,5.0,4.0,3.0,2.0,6.0,2.0,1.0,1.0,4.0,2.0,4.0,1.0,1.0,3.0,5.0,3.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,,1.0,4.0,4.0,5.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,7.0,5.0,3.0,7.0,2.0,2.0,3.0,5.0,3.0
280,5.0,26.0,6.0,3.0,5.0,2.0,5.0,1.0,6.0,4.0,2.0,4.0,3.0,2.0,5.0,5.0,5.0,14.0,1.0,1.0,4.0,3.0,5.0,5.0,1.0,4.0,1.0,5.0,5.0,1.0,paraspsychology,1.0,3.0,7.0,2.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,12.0,1.0,5.0,5.0,5.0,1.0,2.0,2.0,4.0,3.0
281,1.0,64.0,1.0,5.0,5.0,7.0,5.0,1.0,1.0,7.0,2.0,1.0,3.0,1.0,5.0,5.0,6.0,5.0,1.0,1.0,1.0,5.0,2.0,3.0,1.0,5.0,3.0,5.0,5.0,5.0,Engineering,2.0,5.0,7.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,12.0,3.0,5.0,5.0,6.0,2.0,1.0,5.0,5.0,1.0
282,2.0,,5.0,3.0,5.0,4.0,4.0,2.0,5.0,2.0,2.0,6.0,,,1.0,1.0,2.0,,,,5.0,3.0,5.0,4.0,3.0,1.0,5.0,3.0,4.0,1.0,,,5.0,5.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,,5.0,4.0,5.0,4.0,,,3.0,4.0,3.0
283,3.0,19.0,6.0,5.0,5.0,1.0,4.0,5.0,5.0,5.0,2.0,3.0,2.0,1.0,1.0,5.0,3.0,2.0,2.0,1.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,2.0,Health Science,1.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,6.0,5.0,4.0,6.0,1.0,1.0,4.0,5.0,3.0
284,4.0,,6.0,4.0,5.0,4.0,3.0,6.0,2.0,7.0,2.0,2.0,,,1.0,2.0,2.0,,,,1.0,2.0,4.0,3.0,4.0,3.0,3.0,5.0,4.0,3.0,,,4.0,5.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,,7.0,4.0,3.0,6.0,,,4.0,4.0,1.0
285,4.0,16.0,6.0,5.0,3.0,6.0,4.0,3.0,5.0,5.0,0.0,5.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,,1.0,5.0,5.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,7.0,4.0,4.0,5.0,3.0,2.0,4.0,4.0,4.0
286,1.0,18.0,1.0,1.0,1.0,6.0,1.0,1.0,4.0,4.0,2.0,5.0,2.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,4.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,,1.0,1.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,4.0,3.0,2.0,1.0,4.0,2.0
287,4.0,,7.0,3.0,3.0,3.0,1.0,1.0,4.0,5.0,2.0,6.0,,,3.0,4.0,6.0,,,,5.0,4.0,5.0,5.0,3.0,3.0,5.0,2.0,4.0,3.0,,,4.0,6.0,5.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,,5.0,2.0,4.0,7.0,,,1.0,1.0,5.0
288,4.0,,4.0,4.0,4.0,4.0,5.0,1.0,4.0,6.0,2.0,3.0,,,3.0,5.0,3.0,,,,4.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,,,4.0,5.0,5.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,,4.0,5.0,4.0,6.0,,,3.0,5.0,4.0
289,1.0,24.0,1.0,1.0,3.0,7.0,5.0,5.0,4.0,6.0,2.0,5.0,0.0,2.0,1.0,2.0,3.0,6.0,1.0,1.0,1.0,5.0,3.0,5.0,4.0,5.0,2.0,5.0,2.0,5.0,Civil engineering,1.0,2.0,6.0,4.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,7.0,2.0,5.0,4.0,3.0,1.0,1.0,4.0,1.0
290,4.0,21.0,2.0,3.0,4.0,6.0,5.0,2.0,2.0,6.0,2.0,3.0,3.0,1.0,1.0,5.0,5.0,1.0,2.0,1.0,4.0,5.0,4.0,2.0,1.0,5.0,5.0,5.0,4.0,1.0,Nursing,1.0,1.0,6.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,5.0,5.0,4.0,6.0,1.0,2.0,5.0,5.0,3.0
291,3.0,,7.0,4.0,3.0,1.0,5.0,2.0,5.0,2.0,1.0,6.0,,,3.0,5.0,5.0,,,,5.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,2.0,5.0,,,5.0,4.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,,5.0,2.0,3.0,3.0,,,3.0,4.0,5.0
292,2.0,19.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,6.0,2.0,3.0,2.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,5.0,2.0,5.0,5.0,4.0,Electronic Engineering +ACY- Physics,1.0,3.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,3.0,5.0,5.0,5.0,2.0,2.0,4.0,5.0,1.0
293,5.0,19.0,4.0,5.0,5.0,2.0,5.0,1.0,2.0,5.0,2.0,3.0,2.0,1.0,5.0,5.0,1.0,2.0,2.0,1.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,,1.0,5.0,5.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,6.0,5.0,5.0,6.0,2.0,2.0,4.0,5.0,3.0
294,1.0,18.0,6.0,1.0,5.0,1.0,1.0,1.0,6.0,1.0,2.0,7.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,5.0,1.0,5.0,3.0,4.0,Physics,1.0,1.0,7.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0,4.0,4.0,3.0,2.0,1.0,5.0,1.0
295,4.0,33.0,3.0,5.0,5.0,2.0,5.0,6.0,5.0,4.0,2.0,6.0,3.0,2.0,2.0,4.0,1.0,2.0,3.0,2.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,3.0,Computer Science,1.0,5.0,7.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,7.0,5.0,0.0,5.0,1.0,1.0,4.0,4.0,4.0
296,4.0,,4.0,5.0,4.0,7.0,3.0,2.0,1.0,4.0,1.0,2.0,,,3.0,5.0,1.0,,,,0.0,3.0,4.0,4.0,3.0,3.0,5.0,1.0,3.0,1.0,,,5.0,6.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,5.0,3.0,3.0,4.0,,,3.0,3.0,3.0
297,5.0,,5.0,5.0,3.0,3.0,5.0,3.0,6.0,5.0,2.0,5.0,,,2.0,5.0,5.0,,,,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,,,5.0,5.0,5.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,5.0,5.0,5.0,5.0,,,3.0,5.0,5.0
298,5.0,,4.0,3.0,5.0,3.0,5.0,1.0,7.0,4.0,2.0,7.0,,,1.0,5.0,7.0,,,,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,1.0,,,5.0,7.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,,1.0,5.0,5.0,7.0,,,5.0,5.0,1.0
299,2.0,18.0,2.0,3.0,3.0,6.0,5.0,1.0,5.0,7.0,2.0,5.0,2.0,1.0,5.0,5.0,7.0,3.0,2.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,2.0,,1.0,5.0,7.0,5.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,12.0,5.0,5.0,3.0,2.0,2.0,2.0,3.0,4.0,5.0
300,1.0,16.0,6.0,4.0,3.0,5.0,3.0,2.0,5.0,3.0,2.0,5.0,2.0,2.0,1.0,4.0,4.0,1.0,2.0,1.0,4.0,4.0,4.0,3.0,5.0,3.0,5.0,1.0,4.0,1.0,,1.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,6.0,3.0,4.0,5.0,3.0,2.0,4.0,1.0,4.0
301,3.0,,1.0,3.0,3.0,7.0,4.0,2.0,5.0,7.0,2.0,5.0,,,1.0,3.0,5.0,,,,1.0,5.0,5.0,5.0,1.0,4.0,4.0,5.0,1.0,1.0,,,5.0,7.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,,7.0,5.0,4.0,5.0,,,5.0,2.0,4.0
302,5.0,21.0,5.0,5.0,4.0,6.0,3.0,2.0,5.0,2.0,2.0,3.0,3.0,2.0,5.0,5.0,1.0,4.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,Orthopedagogiek ,1.0,5.0,3.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,12.0,6.0,2.0,4.0,5.0,1.0,2.0,4.0,4.0,5.0
303,4.0,22.0,7.0,4.0,5.0,1.0,5.0,2.0,3.0,5.0,2.0,3.0,3.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,2.0,2.0,1.0,4.0,4.0,1.0,philosophy,1.0,5.0,5.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,7.0,5.0,5.0,4.0,2.0,2.0,3.0,3.0,1.0
304,5.0,58.0,5.0,5.0,0.0,3.0,5.0,4.0,5.0,4.0,2.0,3.0,4.0,1.0,4.0,5.0,2.0,4.0,1.0,1.0,1.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,anthropology,3.0,5.0,4.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,9.0,5.0,5.0,5.0,5.0,2.0,2.0,4.0,5.0,1.0
305,4.0,15.0,6.0,3.0,5.0,2.0,3.0,1.0,5.0,2.0,2.0,6.0,1.0,1.0,2.0,4.0,3.0,3.0,2.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,1.0,3.0,7.0,4.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,5.0,4.0,4.0,3.0,2.0,2.0,5.0,5.0,5.0
306,5.0,,5.0,3.0,4.0,6.0,5.0,1.0,4.0,6.0,1.0,1.0,,,2.0,3.0,2.0,,,,5.0,3.0,5.0,5.0,2.0,4.0,4.0,5.0,4.0,3.0,,,3.0,4.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,,6.0,5.0,4.0,7.0,,,3.0,5.0,3.0
307,3.0,23.0,5.0,4.0,4.0,4.0,4.0,1.0,2.0,4.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0,3.0,Photography,1.0,4.0,5.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,5.0,5.0,5.0,7.0,2.0,2.0,3.0,5.0,4.0
308,3.0,,6.0,3.0,5.0,2.0,5.0,6.0,6.0,1.0,2.0,5.0,,,1.0,4.0,2.0,,,,5.0,5.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,1.0,,,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,,5.0,3.0,5.0,5.0,,,5.0,2.0,5.0
309,4.0,18.0,6.0,5.0,5.0,1.0,4.0,1.0,6.0,4.0,2.0,6.0,2.0,2.0,1.0,5.0,1.0,1.0,2.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,2.0,5.0,4.0,,1.0,5.0,6.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,7.0,3.0,5.0,1.0,1.0,2.0,3.0,4.0,3.0
310,1.0,25.0,4.0,1.0,5.0,3.0,2.0,1.0,7.0,5.0,2.0,7.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,4.0,1.0,4.0,2.0,3.0,1.0,1.0,4.0,5.0,,1.0,2.0,7.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,7.0,5.0,5.0,7.0,2.0,2.0,1.0,5.0,1.0
311,3.0,18.0,6.0,1.0,5.0,2.0,4.0,5.0,5.0,1.0,2.0,7.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,5.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,,1.0,5.0,5.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,1.0,2.0,6.0,2.0,2.0,4.0,5.0,2.0
312,3.0,,4.0,2.0,4.0,5.0,3.0,5.0,4.0,5.0,2.0,2.0,,,2.0,4.0,5.0,,,,3.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,4.0,,,2.0,6.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,,5.0,4.0,3.0,5.0,,,4.0,4.0,2.0
313,4.0,,1.0,2.0,3.0,6.0,5.0,2.0,2.0,1.0,2.0,6.0,,,1.0,2.0,6.0,,,,1.0,4.0,2.0,2.0,1.0,5.0,1.0,4.0,4.0,3.0,,,2.0,7.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,,3.0,5.0,5.0,6.0,,,2.0,5.0,1.0
314,4.0,,1.0,5.0,4.0,5.0,4.0,1.0,3.0,6.0,1.0,3.0,,,3.0,5.0,6.0,,,,2.0,5.0,4.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,,,5.0,7.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,,5.0,4.0,5.0,5.0,,,5.0,5.0,2.0
315,3.0,,7.0,5.0,4.0,5.0,5.0,3.0,6.0,6.0,2.0,7.0,,,1.0,2.0,1.0,,,,3.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,2.0,1.0,,,5.0,6.0,4.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,,5.0,4.0,5.0,5.0,,,5.0,5.0,3.0
316,3.0,,6.0,2.0,5.0,4.0,4.0,2.0,4.0,6.0,2.0,5.0,,,3.0,3.0,3.0,,,,5.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,,,5.0,6.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,,6.0,4.0,4.0,6.0,,,3.0,4.0,3.0
317,4.0,,6.0,5.0,4.0,2.0,5.0,3.0,5.0,4.0,2.0,3.0,,,2.0,4.0,2.0,,,,1.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,1.0,,,4.0,5.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,,7.0,5.0,5.0,4.0,,,3.0,3.0,5.0
318,4.0,,5.0,1.0,4.0,7.0,5.0,3.0,5.0,5.0,2.0,5.0,,,1.0,5.0,2.0,,,,3.0,5.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,,,2.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,,7.0,4.0,5.0,5.0,,,3.0,4.0,1.0
319,3.0,,1.0,1.0,2.0,5.0,1.0,1.0,7.0,7.0,2.0,7.0,,,1.0,1.0,4.0,,,,1.0,2.0,5.0,5.0,5.0,4.0,1.0,4.0,5.0,5.0,,,5.0,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,,6.0,5.0,4.0,5.0,,,1.0,5.0,3.0
320,3.0,26.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,3.0,1.0,7.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,Psychology,1.0,4.0,5.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,7.0,3.0,3.0,5.0,2.0,2.0,3.0,5.0,5.0
321,2.0,,6.0,2.0,4.0,3.0,1.0,2.0,5.0,5.0,2.0,3.0,,,1.0,3.0,3.0,,,,3.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,,,4.0,6.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,,5.0,3.0,4.0,5.0,,,4.0,4.0,4.0
322,3.0,29.0,6.0,5.0,4.0,3.0,4.0,2.0,5.0,5.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,Business Management,1.0,5.0,1.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,3.0,5.0,4.0,2.0,2.0,2.0,3.0,5.0,4.0
323,3.0,,4.0,3.0,4.0,4.0,1.0,2.0,4.0,7.0,2.0,2.0,,,1.0,3.0,6.0,,,,1.0,1.0,1.0,2.0,3.0,1.0,1.0,5.0,3.0,1.0,,,3.0,6.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,,4.0,4.0,4.0,6.0,,,3.0,2.0,1.0
324,5.0,48.0,5.0,3.0,4.0,6.0,5.0,1.0,3.0,6.0,2.0,4.0,4.0,1.0,4.0,5.0,2.0,2.0,1.0,1.0,3.0,5.0,4.0,1.0,4.0,5.0,3.0,5.0,4.0,5.0,biology,2.0,3.0,3.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,7.0,4.0,5.0,6.0,3.0,1.0,5.0,5.0,1.0
325,4.0,,7.0,2.0,4.0,1.0,4.0,1.0,4.0,5.0,2.0,6.0,,,1.0,4.0,6.0,,,,1.0,1.0,2.0,4.0,2.0,4.0,2.0,5.0,4.0,1.0,,,3.0,6.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,,2.0,5.0,4.0,6.0,,,3.0,3.0,1.0
326,3.0,,6.0,2.0,5.0,2.0,3.0,1.0,6.0,6.0,2.0,5.0,,,4.0,5.0,2.0,,,,1.0,5.0,5.0,5.0,1.0,5.0,5.0,2.0,4.0,1.0,,,3.0,7.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,,5.0,5.0,5.0,5.0,,,5.0,5.0,1.0
327,3.0,,6.0,3.0,4.0,1.0,5.0,1.0,7.0,5.0,2.0,3.0,,,3.0,5.0,3.0,,,,1.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,,,5.0,7.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,2.0,5.0,5.0,1.0,,,5.0,5.0,5.0
328,5.0,17.0,5.0,5.0,5.0,6.0,5.0,4.0,5.0,3.0,2.0,2.0,1.0,2.0,5.0,5.0,2.0,2.0,3.0,1.0,4.0,2.0,5.0,5.0,3.0,4.0,4.0,3.0,5.0,2.0,,1.0,4.0,7.0,2.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,7.0,5.0,5.0,7.0,3.0,2.0,1.0,4.0,2.0
329,4.0,20.0,5.0,3.0,5.0,6.0,5.0,6.0,6.0,5.0,2.0,7.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,2.0,4.0,5.0,5.0,4.0,5.0,5.0,Economics,1.0,4.0,7.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,7.0,5.0,5.0,2.0,2.0,1.0,4.0,5.0,1.0
330,3.0,32.0,6.0,4.0,4.0,2.0,2.0,2.0,6.0,6.0,2.0,6.0,3.0,2.0,1.0,4.0,2.0,3.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,4.0,3.0,biochemistry,1.0,4.0,6.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,6.0,4.0,3.0,3.0,3.0,1.0,2.0,4.0,4.0
331,4.0,,6.0,4.0,4.0,6.0,4.0,2.0,5.0,5.0,2.0,5.0,,,1.0,3.0,4.0,,,,3.0,2.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,,,4.0,5.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,,6.0,4.0,4.0,6.0,,,3.0,4.0,5.0
332,3.0,18.0,2.0,1.0,5.0,4.0,5.0,1.0,2.0,3.0,2.0,6.0,2.0,1.0,1.0,5.0,7.0,3.0,1.0,1.0,5.0,5.0,5.0,5.0,2.0,2.0,5.0,2.0,5.0,3.0,,1.0,2.0,7.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,2.0,5.0,5.0,7.0,1.0,1.0,1.0,4.0,4.0
333,4.0,,7.0,5.0,5.0,2.0,4.0,1.0,3.0,4.0,1.0,7.0,,,1.0,3.0,2.0,,,,5.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,1.0,,,5.0,6.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,,5.0,5.0,3.0,2.0,,,4.0,5.0,2.0
334,4.0,20.0,1.0,2.0,5.0,6.0,5.0,5.0,6.0,6.0,2.0,3.0,3.0,2.0,5.0,2.0,2.0,4.0,1.0,1.0,5.0,4.0,4.0,5.0,1.0,1.0,5.0,5.0,4.0,1.0,Philosophy,1.0,1.0,2.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,6.0,5.0,4.0,2.0,2.0,1.0,2.0,4.0,2.0
335,2.0,52.0,1.0,5.0,3.0,5.0,1.0,3.0,1.0,6.0,2.0,4.0,2.0,1.0,1.0,4.0,5.0,8.0,2.0,1.0,1.0,4.0,3.0,3.0,1.0,4.0,2.0,3.0,5.0,5.0,Computers ,2.0,3.0,6.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,4.0,5.0,3.0,7.0,2.0,1.0,1.0,3.0,1.0
336,5.0,26.0,6.0,3.0,5.0,6.0,5.0,1.0,7.0,7.0,2.0,6.0,3.0,2.0,4.0,5.0,2.0,6.0,1.0,1.0,5.0,5.0,4.0,3.0,1.0,5.0,3.0,5.0,5.0,3.0,physics,1.0,5.0,6.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,7.0,5.0,5.0,4.0,1.0,2.0,5.0,5.0,2.0
337,4.0,14.0,3.0,4.0,4.0,6.0,4.0,3.0,5.0,6.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,,1.0,5.0,6.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,6.0,4.0,5.0,2.0,2.0,2.0,5.0,5.0,4.0
338,4.0,19.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,6.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,,1.0,4.0,7.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,6.0,5.0,5.0,5.0,1.0,1.0,3.0,5.0,2.0
339,4.0,22.0,1.0,2.0,5.0,6.0,2.0,2.0,5.0,6.0,2.0,2.0,3.0,1.0,1.0,5.0,3.0,2.0,2.0,1.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,2.0,Electrical Engineeirng,1.0,2.0,6.0,1.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,5.0,5.0,5.0,5.0,3.0,2.0,5.0,5.0,1.0
340,4.0,,7.0,4.0,4.0,2.0,4.0,2.0,7.0,7.0,2.0,5.0,,,2.0,4.0,2.0,,,,4.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,4.0,1.0,,,4.0,5.0,5.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,3.0,2.0,4.0,5.0,,,4.0,4.0,3.0
